file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)ヤマダホームズ,群馬県高崎市栄町1-1,9300058,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,(株)デザインテクノス,神奈川県横浜市西区楠町16-1CITYBLDG2F,9240743,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,(株)花英,神奈川県小田原市中町1-5-12-1F,9167701,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,新日本ホームズ(株),福岡県北九州市八幡西区折尾3-3-22折尾メディカルビル3F,9003743,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)プライムトラス,東京都江東区木場2-15-12,8607079,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,川木建設(株),埼玉県川越市広栄町4-16,7932358,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,ジャパン建材(株),千葉県印西市松崎台1-2-20,7922523,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(株)ナック,東京都新宿区西新宿1-25-1,7861092,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,エスオーユーホールディングス(株),東京都台東区根岸3-18-20,7805380,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,スターホーム(株),神奈川県三浦郡葉山町上山口1431-1,7345800,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,矢島建設工業(株),神奈川県横浜市神奈川区三ツ沢下町9-26ドエル三ツ沢2F,7095674,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,ロビンスジャパン(株),千葉県八千代市勝田台北2-13-1須田ビル1階,7094983,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,(株)大藪組,福岡県筑後市長浜2043-1,6985000,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,(株)日新建設,千葉県習志野市谷津5-5-2,6663962,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,(株)ホワイトハウス,神奈川県横浜市磯子区岡村4-27-16,6599000,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,秋田建設工業(株),千葉県千葉市稲毛区山王町134,6445780,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,(株)bondhome,埼玉県川口市西青木5-10-17コアハウス101,6366500,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,(株)東昭建設,栃木県矢板市扇町2-5-18,6270000,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,西武建設(株),埼玉県所沢市くすのき台1-11-2,6030639,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,ポラテック西日本(株),佐賀県唐津市佐志浜町4525-4,5682978,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,大東建託(株),東京都港区港南2-16-1,5476572,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,(株)創建,大分県別府市浜町14番2号創建ビル3階,5368000,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,(株)ブイホーム,福岡県北九州市戸畑区西鞘ケ谷町5-38,5269000,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,(株)ネクスト,千葉県船橋市本町6-21-181F,5171485,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,網中木材(株),東京都江東区新木場2-4-4,4775993,,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,大和ハウジング(株),茨城県鹿嶋市荒野1533-179,4703600,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
