"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"岡山技工(株)","5.12.21","6.4.25","中国銀行","庭瀬支店","150000","",""
"カザケン","5.12.18","6.4.17","吉備信用金庫","東支店","231660","",""
"岡山技工(株)","6.1.22","6.5.25","中国銀行","庭瀬支店","143000","",""
"カザケン","6.1.17","6.5.17","吉備信用金庫","東支店","110935","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"合計","","","","","635595","",""
