"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ナカムラ被服","5.4.27","5.8.12","山口","富田","1500000","",""
"ナカムラ被服","5.5.30","5.9.12","山口","富田","868005","",""
"ナカムラ被服","5.7.28","5.11.12","山口","富田","303237","",""
"(株)明石スクールユニフォームカンパニー","5.4.20","5.8.21","みずほ","岡山","1977624","中国本店",""
"(株)明石スクールユニフォームカンパニー","5.5.22","5.9.15","みずほ","岡山","1244859","中国本店",""
"(株)明石スクールユニフォームカンパニー","5.6.20","5.10.16","みずほ","岡山","527406","",""
"(株)明石スクールユニフォームカンパニー","5.7.20","5.11.15","みずほ","岡山","155857","",""
"株式会社和光","5.6.5","5.8.31","三井住友","天六","1935262","",""
"株式会社和光","5.7.5","5.9.30","三井住友","天六","940880","",""
"(株)青木","5.6.30","5.9.30","北洋","恵庭中央","1746481","",""
"(株)青木","5.5.31","5.8.31","北洋","恵庭中央","1155392","",""
"(株)サス・スポーツプロダクト","5.5.15","5.8.20","北日本","東京","1690139","山陰合同岡山",""
"いのうえ制服株式会社","5.5.9","5.8.15","姫路信金","葺合","1634962","",""
"有限会社木原商店","5.5.12","5.8.31","鹿児島相互信金","大小路","1549542","",""
"有限会社木原商店","5.6.1","5.9.30","鹿児島相互信金","大小路","215479","",""
"有限会社木原商店","5.7.3","5.10.31","鹿児島相互信金","大小路","49731","",""
"(有)ながたや","5.5.31","5.8.31","中国","総社","1487411","",""
"(有)ながたや","5.6.29","5.9.30","中国","総社","1441022","",""
"(有)ながたや","5.7.28","5.10.31","中国","総社","434803","",""
"中源被服工業(株)","5.6.10","5.8.10","静岡","清水","1445631","",""
"岡本スポーツ株式会社","5.6.10","5.9.10","紀陽","堺","1445049","",""
"岡本スポーツ株式会社","5.5.10","5.8.10","紀陽","堺","1153979","",""
"瀧本株式会社","5.5.31","5.8.20","三井住友","備後町","1435951","",""
"計","","","","","","",""
