"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"東急建設(株)","令和5.3.10","令和5.5.10","三菱UFJ銀行","本店","5000000","",""
"東急建設(株)","令和5.3.10","令和5.5.10","三菱UFJ銀行","本店","1972000","",""
"東急建設(株)","令和5.4.10","令和5.6.10","三菱UFJ銀行","本店","5000000","",""
"東急建設(株)","令和5.4.10","令和5.6.10","三菱UFJ銀行","本店","267600","",""
"(株)八木沢興業","令和5.3.10","令和5.5.5","山梨県民信用組合","身延","23650000","",""
"柳生基礎センター(株)","令和5.1.5","令和5.5.5","高知銀行","三里支店","240565","",""
"柳生基礎センター(株)","令和5.3.6","令和5.7.5","高知銀行","三里支店","433818","",""
"柳生基礎センター(株)","令和5.4.5","令和5.8.5","高知銀行","三里支店","118255","",""
"(株)横河ブリッジ","令和5.2.28","令和5.4.28","みずほ銀行","内幸町営業","10000000","",""
"(株)横河ブリッジ","令和5.2.28","令和5.4.28","みずほ銀行","内幸町営業","800000","",""
"(株)横河ブリッジ","令和5.3.31","令和5.5.31","みずほ銀行","内幸町営業","4100000","",""
"(株)大林組","令和5.3.15","令和5.5.15","三菱UFJ銀行","東京営業部","8500000","","でんさい"
"(株)大林組","令和5.4.17","令和5.6.15","三菱UFJ銀行","東京営業部","7700000","","でんさい"
"木内建設(株)","令和5.1.31","令和5.6.1","静岡銀行","呉服町支店","3800000","","でんさい"
"木内建設(株)","令和5.2.28","令和5.7.1","静岡銀行","呉服町支店","12400000","","でんさい"
"木内建設(株)","令和5.3.31","令和5.8.1","静岡銀行","呉服町支店","8200000","","でんさい"
"(株)熊谷組","令和5.4.17","令和5.6.10","三井住友銀行","東京営業部","3168000","","でんさい"
"(株)鴻池組","令和5.2.6","令和5.5.5","三井住友銀行","大阪本店営","1040000","","でんさい"
"(株)鴻池組","令和5.3.6","令和5.6.5","三井住友銀行","大阪本店営","1040000","","でんさい"
"(株)鴻池組","令和5.4.5","令和5.7.5","三井住友銀行","大阪本店営","1080000","","でんさい"
"佐々水建設(株)","令和5.2.6","令和5.5.6","阿波銀行","板野支店","376200","","でんさい"
"佐々木建設(株)","令和5.3.6","令和5.6.6","阿波銀行","板野支店","349800","","でんさい"
"(株)不動テトラ","令和5.1.31","令和5.4.28","三井住友信託銀行","本店営","7694466","","でんさい"
"計","","","","","","",""
