"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)三鷹精工","4.9.30","5.2.5","多摩信用金庫","昭島","2320340","",""
"(有)洋光金属","4.5.22","4.12.23","りそな銀行","日暮里","2000000","",""
"エクノス(株)","4.6.30","4.10.20","三井住友銀行","横浜中央","932757","","電子記録債権"
"〃","4.7.29","4.11.20","〃","〃","1665104","","〃"
"〃","4.8.31","4.12.20","〃","〃","701377","","〃"
"〃","4.9.30","5.1.31","〃","〃","239543","","〃"
"オリックス(株)","4.7.25","4.11.25","〃","〃","2410037","","〃"
"〃","4.8.25","4.12.26","〃","〃","1514417","","〃"
"〃","4.9.27","5.1.25","〃","〃","1489091","","〃"
"(株)共栄社","4.6.30","4.10.31","〃","〃","840488","","〃"
"〃","4.7.31","4.11.30","〃","〃","428626","","〃"
"〃","4.9.30","5.1.31","〃","〃","287408","","〃"
"(株)景泉機器","4.9.30","5.1.31","横浜銀行","杉田","2127160","",""
"(株)佐々木鉄工所","4.7.29","4.10.31","〃","〃","1756700","","電子記録債権"
"〃","4.8.31","4.11.30","〃","〃","5384192","","〃"
"〃","4.9.30","4.12.30","〃","〃","2388320","","〃"
"(株)三共静岡製作所","4.9.26","5.1.25","みずほ銀行","尾久","2000000","",""
"(株)品川鍛造所","4.7.5","4.11.7","三井住友銀行","横浜中央","9348735","","電子記録債権"
"〃","4.8.5","4.12.5","〃","〃","3161928","","〃"
"(株)スギヤス","4.6.27","4.10.25","〃","〃","1386726","","〃"
"(株)電業社機械製作所","4.6.30","4.10.28","〃","〃","1422234","","〃"
"〃","4.7.28","4.11.28","〃","〃","1082708","","〃"
"〃","4.8.31","4.12.29","〃","〃","3714766","","〃"
"合計","","","","","","",""
