"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"香西麺業(有)","R4.8.3","R4.11.20","香川銀行観音寺支店","","142423","","向井製袋"
"(株)さん・おいけ","R4.7.25","R4.10.31","京都銀行本店","","390618","",""
"三和紙工(株)","R4.9.15","R4.12.31","伊予銀行三島支店","","331485","",""
"(株)ジオ・ジャパン","R4.8.18","R4.11.20","中国銀行川之江支店","","788260","","三和紙工(株)"
"篠原商事(株)","R4.5.10","R4.10.3","伊予銀行川之江支店","","1148420","",""
"〃","R4.6.10","R4.11.3","伊予銀行川之江支店","","1124877","",""
"〃","R4.7.11","R4.12.3","伊予銀行川之江支店","","650556","",""
"〃","R4.8.10","R5.1.3","伊予銀行川之江支店","","520239","",""
"〃","R4.9.12","R5.2.3","伊予銀行川之江支店","","397474","",""
"昭和紙工(株)","R4.6.17","R4.10.20","中国銀行川之江支店","","113996","",""
"大黒工業(株)","R4.7.12","R4.10.15","広島銀行三島支店","","471243","",""
"〃","R4.8.12","R4.11.15","広島銀行三島支店","","360226","",""
"〃","R4.9.12","R4.12.15","広島銀行三島支店","","408010","",""
"太平紙器(株)","R4.7.11","R4.11.31","伊予銀行川之江支店","","134640","",""
"(株)たんぽぽ","R4.7.20","R4.10.20","三菱UFJ銀行押上支店","","326365","","(株)スズキ紙工業"
"〃","R4.8.17","R4.11.20","三菱UFJ銀行押上支店","","257400","","(株)スズキ紙工業"
"東予食品協業組合","R4.8.23","R4.10.30","愛媛信用金庫三島支店","","168498","",""
"〃","R4.9.20","R4.11.30","愛媛信用金庫三島支店","","379824","",""
"(有)富山商会","R4.8.12","R4.11.30","香川銀行詫間支店","","105196","",""
"日産紙工業(株)","R4.6.10","R4.10.31","中国銀行川之江支店","","313729","",""
"〃","R4.7.11","R4.11.30","中国銀行川之江支店","","511278","",""
"〃","R4.8.10","R4.12.31","中国銀行川之江支店","","658676","",""
"〃","R4.9.10","R5.1.31","中国銀行川之江支店","","480573","",""
"計","","","","","","",""
