"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)第一産商","令4・12・28","令5・4・30","城南信金経堂","","1972652","",""
"(株)第一産商","令5・1・31","令5・5・31","城南信金経堂","","5000000","",""
"(株)第一産商","令5・1・31","令5・5・31","城南信金経堂","","3000000","",""
"(株)第一産商","令5・1・31","令5・5・31","城南信金経堂","","338774","",""
"(株)第一産商","令5・2・28","令5・6・30","城南信金経堂","","5000000","",""
"(株)第一産商","令5・2・28","令5・6・30","城南信金経堂","","1000000","",""
"(株)第一産商","令5・2・28","令5・6・30","城南信金経堂","","57408","",""
"(株)中村","令5・1・31","令5・3・27","城北信金朝日町","","946528","",""
"(株)中村","令5・1・31","令5・5・31","川口信金与野","","515151","",""
"(株)長谷川パイプ商会","令4・11・10","令5・3・12","三井住友錦糸町","","2733245","",""
"(株)長谷川パイプ商会","令4・12・12","令5・4・12","三井住友錦糸町","","1497289","",""
"佐藤鉄鋼(株)","令4・11・30","令5・3・31","三菱UFJ銀座","","632407","",""
"佐藤鉄鋼(株)","令4・12・28","令5・4・30","三菱UFJ銀座","","1772316","",""
"佐藤鉄鋼(株)","令5・1・31","令5・5・31","三菱UFJ銀座","","2593424","",""
"佐藤鉄鋼(株)","令5・2・28","令5・6・30","三菱UFJ銀座","","350222","",""
"阪和ダイサン(株)","令4・12・1","令5・3・31","三井住友東京中央","","2453887","",""
"渋木スチール(株)","令5・1・5","令5・3・31","瀧野川信金本店","","132435","",""
"出店鋼材(株)","令4・11・30","令5・3・31","三菱UEJ亀戸北口","","123900","",""
"新井鋼業(株)","令4・11・30","令5・3・1","千葉浦安","","280033","",""
"新井鋼業(株)","令4・12・28","令5・4・1","千葉浦安","","148679","",""
"新井鋼業(株)","令5・2・28","令5・6・1","千葉浦安","","266817","",""
"斉藤鋼業(株)","令4・10・31","令5・3・1","東京東信金本所","","2211755","",""
"斉藤鋼業(株)","令4・11・30","令5・4・1","東京東信金本所","","4058221","",""
"計","","","","","","",""
