"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"新潟菅公学生服(株)","5.5.17","5.8.16","第四北越","神田","10825648","",""
"新潟菅公学生服(株)","5.6.20","5.9.19","第四北越","神田","3015569","",""
"(株)学生服のコドモヤ","5.5.15","5.8.31","西日本シティ","佐賀","10000000","",""
"(株)学生服のコドモヤ","5.6.16","5.9.30","西日本シティ","佐賀","5000000","",""
"(株)学生服のコドモヤ","5.5.15","5.8.31","西日本シティ","佐賀","3000000","",""
"(株)学生服のコドモヤ","5.6.16","5.9.30","西日本シティ","佐賀","2000000","",""
"(株)学生服のコドモヤ","5.7.31","5.11.30","西日本シティ","佐賀","626061","",""
"(株)ニシオスポーツ","5.5.16","5.8.20","十六銀行","大曽根","10000000","",""
"(株)ニシオスポーツ","5.5.16","5.9.20","十六銀行","大曽根","10000000","",""
"(株)ニシオスポーツ","5.5.16","5.10.20","十六銀行","大曽根","10000000","",""
"鈴木服装株式会社","5.5.12","5.8.31","十八親和","長崎","10000000","",""
"鈴木服装株式会社","5.5.12","5.8.31","十八親和","長崎","10000000","",""
"鈴木服装株式会社","5.5.12","5.8.31","十八親和","長崎","10000000","",""
"鈴木服装株式会社","5.6.13","5.9.30","十八親和","長崎","10000000","",""
"鈴木服装株式会社","5.7.13","5.10.31","十八親和","長崎","10000000","",""
"鈴木服装株式会社","5.5.12","5.8.31","十八親和","長崎","6947442","",""
"鈴木服装株式会社","5.7.13","5.10.31","十八親和","長崎","3995971","",""
"鈴木服装株式会社","5.6.13","5.9.30","十八親和","長崎","2905662","",""
"伊東屋","5.5.10","5.8.15","佐賀","鹿島","8861324","",""
"伊東屋","5.6.5","5.9.15","佐賀","鹿島","2872316","",""
"株式会社三和商店","5.4.27","5.8.20","足利","問屋町","8411808","商工中金岡山",""
"株式会社三和商店","5.5.29","5.9.20","足利","問屋町","7510143","商工中金岡山",""
"株式会社三和商店","5.4.27","5.8.20","足利","問屋町","2826505","商工中金岡山",""
"計","","","","","","",""
