"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"","","手持手形計","","","380023150","",""
"(株)キコ・ステンレス","令5.1.31","令5.6.30","三井住友銀行","大森支店","8235704","愛知銀行小牧西支店",""
"","","割引手形計","","","8235704","",""
"光上金属(株)","令5.2.20","令5.6.26","名古屋銀行","覚王山支店","1361431","3/20豊商",""
"(有)メイセイ","令5.2.28","令5.6.30","百五銀行","江場支店","2643756","5/22秀和通商",""
"(有)メイセイ","令5.2.20","令5.6.30","岡崎信用金庫","笠寺支店","524058","5/22豊商",""
"(有)メイセイ","令5.2.20","令5.6.30","名古屋銀行","甚目寺支店","2388214","5/22秀和通商",""
"(有)メイセイ","令5.1.26","令5.6.30","三菱UFJ銀行","茨木支店","2307478","3/20豊商",""
"日鈑商事(株)","令5.2.20","令5.6.30","岡崎信用金庫","中川支店","3000000","3/20豊商",""
"(有)大橋","令5.2.10","令5.6.30","三菱UFJ銀行","今池支店","420011","5/22豊商",""
"(有)大橋","令5.2.20","令5.6.30","瀬戸信用金庫","車道支店","2300000","3/20豊商",""
"大和特殊鋼(株)","令5.2.28","令5.6.30","りそな銀行","大阪西区支店","1975749","5/22豊商",""
"大和シャーリング(株)","令5.2.28","令5.6.30","りそな銀行","大阪西区支店","1864005","5/22豊商",""
"(株)キコ・ステンレス","令5.2.20","令5.6.25","北おおさか信用金","赤川町支店","1000000","5/22秀和通商",""
"(株)キコ・ステンレス","令5.2.20","令5.6.30","三菱UFJ銀行","上本町支店","10000000","3/20豊商",""
"(株)キコ・ステンレス","令5.2.20","令5.6.30","三菱UFJ銀行","上本町支店","4825756","3/20豊商",""
"(有)エイエスケイ","令5.1.20","令5.6.25","三菱UFJ銀行","大曽根支店","750000","5/22秀和通商",""
"(有)エイエスケイ","令5.2.28","令5.6.30","瀬戸信用金庫","大森支店","175538","5/22豊商",""
"(有)エイエスケイ","令5.2.28","令5.7.25","十六銀行","内田橋支店","429887","5/22豊商",""
"(株)昇輝","令5.2.28","令5.6.30","北國銀行","金沢西部支店","1126009","5/22豊商",""
"(株)昇輝","令5.2.28","令5.7.31","北國銀行","金沢西部支店","1126010","3/20豊商",""
"名古屋圧延工業(株)","令5.3.10","令5.7.10","名古屋銀行","八熊支店","5000000","3/20豊商",""
"名古屋圧延工業(株)","令5.3.10","令5.7.10","名古屋銀行","八熊支店","200522","5/22阪和工材",""
"計","","","","","","",""
