"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"三晃空調","R4.2.10","R4.5.10","三井住友銀行梅田支店","","5500000","",""
"〃","R4.3.10","R4.6.10","三井住友銀行梅田支店","","4400000","",""
"新日本空調","R4.1.20","R4.5.20","三井住友銀行日本橋支店","","2500000","",""
"新菱冷熱工業","R3.12.27","R4.4.25","三菱UFJ銀行支店四谷支店","","2331626","",""
"〃","R4.1.25","R4.5.25","三菱UFJ銀行支店四谷支店","","2254646","",""
"〃","R4.2.25","R4.6.27","三菱UFJ銀行支店四谷支店","","1127323","",""
"ダイダン","R4.2.21","R4.4.20","三菱UFJ銀行中之島支店","","3803800","",""
"〃","R4.3.22","R4.5.20","三菱UFJ銀行中之島支店","","37537500","",""
"朝日工業社","R3.12.6","R4.4.5","みずほ銀行芝支店","","4570000","",""
"〃","R3.12.27","R4.5.6","みずほ銀行芝支店","","8060000","",""
"〃","R4.2.7","R4.6.6","みずほ銀行芝支店","","5500000","",""
"〃","R4.3.7","R4.7.5","みずほ銀行芝支店","","9010000","",""
"東洋熱工業","R3.12.28","R4.4.27","三井住友銀行本店営業部","","4768500","",""
"〃","R4.1.31","R4.5.31","三井住友銀行本店営業部","","4185500","",""
"〃","R4.2.28","R4.6.28","三井住友銀行本店営業部","","3896200","",""
"〃","R4.3.31","R4.7.29","三井住友銀行本店営業部","","3289000","",""
"電子記録債権計","","","","","102734095","",""
"三好板金工作所","R4.2.25","R4.6.25","三井住友銀行天六支店","","1470000","",""
"〃","R4.3.25","R4.7.25","三井住友銀行天六支店","","2000000","",""
"受取手形計","","","","","3470000","",""
"受取手形計","","","","","3470000","",""
"計","","","","","106204095","",""
