"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"アカツキ商事(株)","5.4.28","5.8.31","みずほ","横山町","25861061","みずほ岡山",""
"アカツキ商事(株)","5.5.31","5.9.30","みずほ","横山町","20049213","みずほ岡山",""
"アカツキ商事(株)","5.6.30","5.10.31","みずほ","横山町","1930392","山陰合同岡山",""
"アカツキ商事(株)","5.7.31","5.11.30","みずほ","横山町","741123","三菱UFJ岡山駅前",""
"株式会社オートモ","5.4.20","5.8.7","北国","香林坊","25314216","商工中金岡山",""
"株式会社オートモ","5.4.20","5.8.7","北国","香林坊","17237726","商工中金岡山",""
"株式会社オートモ","5.5.19","5.9.5","北国","香林坊","10190749","商工中金岡山",""
"株式会社オートモ","5.6.20","5.10.5","北国","香林坊","6044429","山陰合同岡山",""
"株式会社オートモ","5.6.20","5.10.5","北国","香林坊","3339290","山陰合同岡山",""
"株式会社オートモ","5.5.19","5.9.5","北国","香林坊","2843386","商工中金岡山",""
"株式会社オートモ","5.7.20","5.11.6","北国","香林坊","1402721","中国本店",""
"(株)忠文堂","5.3.27","5.8.10","大分","本店","21791231","",""
"(株)忠文堂","5.4.27","5.9.10","大分","本店","10858188","",""
"(株)忠文堂","5.5.27","5.10.10","大分","本店","7187499","",""
"(株)忠文堂","5.6.27","5.11.10","大分","本店","1452836","",""
"(株)トキハ","5.5.15","5.8.15","大分","本店","20616000","みずほ岡山",""
"(株)トキハ","5.6.15","5.9.15","大分","本店","14954000","山陰合同岡山",""
"(株)トキハ","5.7.18","5.10.16","大分","本店","5661000","中国本店",""
"三和商事(株)","5.4.20","5.8.31","もみじ","岩国","20528068","",""
"三和商事(株)","5.6.20","5.10.31","もみじ","岩国","5724554","",""
"三和商事(株)","5.5.20","5.9.30","もみじ","岩国","4101086","",""
"小倉産業株式会社","5.5.30","5.8.30","紀陽","本店","19778245","山陰合同岡山",""
"小倉産業株式会社","5.6.30","5.9.30","紀陽","本店","4101086","山陰合同岡山",""
"計","","","","","","",""
