"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"みのる産業(株)","R5.3.20","R5.8.1","","","797610","愛知銀行西春支店","割引"
"(株)白鳥","R5.3.20","R5.7.31","","","128700","愛知銀行西春支店","割引"
"(株)エムグリット","R5.3.20","R5.8.5","","","1003786","愛知銀行西春支店","割引"
"丸善(株)","R5.3.20","R5.7.31","","","1459296","愛知銀行西春支店","割引"
"ウチダ(株)","R5.3.20","R5.7.20","","","320320","愛知銀行西春支店","割引"
"みのる産業(株)","R5.1.20","R5.6.1","","","608080","岐阜信用金庫平田支店","割引"
"丸善(株)","R5.2.20","R5.6.30","","","1365246","岐阜信用金庫平田支店","割引"
"(株)白鳥","R5.2.20","R5.6.30","","","103400","岐阜信用金庫平田支店","割引"
"みのる産業(株)","R5.2.20","R5.7.1","","","690085","岐阜信用金庫平田支店","割引"
"(株)エムグリット","R5.2.20","R5.7.5","","","1356226","岐阜信用金庫平田支店","割引"
"キョーセー(株)","R5.4.20","R5.6.1","","","212267","岐阜信用金庫平田支店","割引"
"東販産業(株)","R5.4.20","R5.6.5","","","206756","岐阜信用金庫平田支店","割引"
"丸善(株)","R5.5.20","R5.8.31","","","750346","岐阜信用金庫平田支店","割引"
"みのる産業(株)","R5.5.20","R5.9.1","","","267300","岐阜信用金庫平田支店","割引"
"(株)エムグリット","R5.5.20","R5.9.5","","","1728576","岐阜信用金庫平田支店","割引"
"受取手形計","","","","","62742873","",""
"川島商事(株)","R5.2.15","R5.6.30","","","132550","","手持ち"
"中部美化企業(株)","R5.2.25","R5.6.30","","","654610","","手持ち"
"川島商事(株)","R5.3.15","R5.7.31","","","453310","","手持ち"
"泰和ゴム興業(株)","R5.2.10","R5.6.30","","","1044780","","手持ち"
"イヅミ商事(株)","R5.3.15","R5.7.15","","","291060","","手持ち"
"計","","","","","","",""
