"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ホシデン(株)","令4.12.9","令5.4.5","三井住友銀行","今里支店","3312980","",""
"〃","令5.1.10","令5.5.8","〃","〃","2934580","",""
"〃","令5.2.10","令5.6.5","〃","〃","2205500","",""
"〃","令5.3.10","令5.7.5","〃","〃","5028320","",""
"ルネサスエレクトロニクス(株)","令5.1.20","令5.4.20","みずほ銀行","本店","270708069","",""
"〃","令5.2.20","令5.5.20","〃","〃","232926048","",""
"〃","令5.3.20","令5.6.20","〃","〃","276807800","",""
"コーデンシ(株)","令5.1.10","令5.4.10","三菱UFJ","京都中央","1505411","",""
"〃","令5.2.10","令5.5.10","〃","〃","2298142","",""
"〃","令5.3.10","令5.6.10","〃","〃","1933085","",""
"ミツミ電機(株)","令5.2.27","令5.6.27","三井住友銀行","本店","1287000","",""
"〃","令5.3.28","令5.7.26","〃","〃","10000000","",""
"〃","令5.3.28","令5.7.26","〃","〃","637589","",""
"合計","","","","","811584524","",""
