"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"三晃空調","R5.2.10","R5.5.10","三井住友銀行梅田支店","","4228920","",""
"〃","R5.3.10","R5.6.12","三井住友銀行梅田支店","","5088690","",""
"〃","R5.1.10","R5.4.10","三井住友銀行梅田支店","","3417719","",""
"新日本空調","R5.1.20","R5.5.22","三井住友銀行日本橋支店","","6100000","",""
"〃","R4.12.20","R5.4.20","三井住友銀行日本橋支店","","3400000","",""
"〃","R5.2.20","R5.6.20","三井住友銀行日本橋支店","","4700000","",""
"〃","R5.3.20","R5.7.20","三井住友銀行日本橋支店","","2900000","",""
"ダイダン","R5.2.20","R5.4.20","三菱UFJ銀行中之島支店","","3619000","",""
"〃","R5.3.20","R4.5.22","三菱UFJ銀行中之島支店","","14245000","",""
"朝日工業社","R4.12.5","R5.4.5","みずほ銀行芝支店","","9150000","",""
"〃","R4.12.26","R5.5.8","みずほ銀行芝支店","","8460000","",""
"〃","R5.2.6","R5.6.5","みずほ銀行芝支店","","9300000","",""
"〃","R5.3.6","R5.7.5","みずほ銀行芝支店","","10050000","",""
"東洋熱工業","R4.12.28","R5.4.27","三井住友銀行本店営業部","","192500","",""
"〃","R5.3.31","R5.7.28","三井住友銀行本店営業部","","3960000","",""
"計","","","","","88811829","",""
"計","","","","","88811829","",""
