"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)オダ","4.6.27","4.10.25","名古屋銀行","内田橋支店","3000000","",""
"(株)オダ","4.6.27","4.10.25","名古屋銀行","内田橋支店","542217","",""
"(株)愛洋産業","4.6.30","4.10.20","三菱UFJ銀行","大曽根支店","2193951","",""
"三光産業(株)","4.6.30","4.10.31","三井住友銀行","青山支店","1340000","","でんさい"
"東和護謨化工(株)","4.7.20","4.10.31","三菱UFJ銀行","三宮支店","2000000","",""
"東和護謨化工(株)","4.7.20","4.10.31","三菱UFJ銀行","三宮支店","1084521","",""
"東和護謨化工(株)","4.7.20","4.10.31","三菱UFJ銀行","三宮支店","824700","",""
"(株)オダ","4.7.25","4.11.25","名古屋銀行","内田橋支店","2600836","",""
"(株)愛洋産業","4.7.29","4.11.20","三菱UFJ銀行","大曽根支店","2079733","",""
"三光産業(株)","4.7.29","4.11.30","三井住友銀行","青山支店","2700000","","でんさい"
"東和護謨化工(株)","4.8.22","4.11.30","三菱UFJ銀行","三宮支店","3000000","",""
"東和護謨化工(株)","4.8.22","4.11.30","三菱UFJ銀行","三宮支店","280469","",""
"東和護謨化工(株)","4.8.22","4.11.30","三菱UFJ銀行","三宮支店","803873","",""
"(株)オダ","4.8.25","4.12.25","名古屋銀行","内田橋支店","3000000","",""
"(株)オダ","4.8.25","4.12.25","名古屋銀行","内田橋支店","382583","",""
"(株)愛洋産業","4.8.31","4.12.20","三菱UFJ銀行","大曽根支店","1438398","",""
"三光産業(株)","4.8.31","4.12.31","三井住友銀行","青山支店","4070000","","でんさい"
"東和護謨化工(株)","4.9.20","4.12.31","三菱UFJ銀行","三宮支店","3000000","",""
"東和護謨化工(株)","4.9.20","4.12.31","三菱UFJ銀行","三宮支店","626249","",""
"東和護謨化工(株)","4.9.20","4.12.31","三菱UFJ銀行","三宮支店","945967","",""
"(株)オダ","4.9.26","5.1.25","名古屋銀行","内田橋支店","2653615","",""
"(株)愛洋産業","4.9.30","5.1.20","三菱UFJ銀行","大曽根支店","948881","",""
"三光産業(株)","4.9.30","5.1.31","三井住友銀行","青山支店","3360000","","でんさい"
"計","","","","","42875993","",""
