"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"オノエー(株)","5.7.18","5.12.13","みずほ","いわき","440000","",""
"オノエー(株)","5.7.18","5.12.20","みずほ","いわき","440000","",""
"オノエー(株)","5.7.18","5.12.27","みずほ","いわき","416482","",""
"相根正人","5.6.12","5.8.20","京都","綾部","933178","",""
"相根正人","5.7.10","5.9.20","京都","綾部","197187","",""
"澤井恵子","5.7.18","5.9.20","苫小牧信金","三条","848731","",""
"澤井恵子","5.6.15","5.8.20","苫小牧信金","三条","719893","",""
"株式会社東海マルタカ","5.6.9","5.8.20","大垣共立","今小町","802197","",""
"株式会社東海マルタカ","5.7.11","5.9.20","大垣共立","今小町","310145","",""
"(株)ワキタスポーツ","5.5.16","5.8.31","関西みらい","矢田","12464479","",""
"(株)ワキタスポーツ","5.6.12","5.9.30","関西みらい","矢田","1797758","",""
"(株)ワキタスポーツ","5.7.11","5.10.31","関西みらい","矢田","1168783","",""
"その他","","","","","17339056","",""
"計","","","","","6591171630","",""
