"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"シバタ精機(株)","4.9.12","5.1.10","西日本シティ銀行","杷木","4333384","城南信用金庫蒲田",""
"自鳥恵那愛知電機(株)","4.5.31","4.10.5","三菱UFJ銀行","名古屋営業","1332364","商工組合中央金庫川崎",""
"〃","4.6.30","4.11.5","〃","〃","1000000","三井住友銀行横浜中央",""
"〃","4.7.31","4.12.5","〃","〃","731240","商工組合中央金庫川崎",""
"〃","4.8.31","5.1.5","〃","〃","1765390","城南信用金庫蒲田",""
"〃","4.9.30","5.2.5","〃","〃","1791672","横浜銀行元町",""
"シンフォニーテクノロジー","4.7.29","4.10.25","みずほ銀行","内幸町","1284066","城南信用金庫蒲田",""
"〃","4.8.31","4.11.25","〃","〃","709316","〃",""
"信和鋼材(株)","4.6.30","4.10.31","商工組合中央金庫","大森","1435329","〃",""
"〃","4.8.31","4.12.31","〃","〃","905388","横浜銀行元町",""
"〃","4.6.27","4.10.31","三菱UFJ銀行","向島","3000000","城南信用金庫蒲田",""
"〃","4.6.27","4.10.31","〃","〃","651688","〃",""
"〃","4.7.25","4.11.30","〃","〃","2388622","〃",""
"〃","4.8.25","4.12.31","〃","〃","3000000","横浜銀行元町",""
"〃","4.8.25","4.12.31","〃","〃","783685","城南信用金庫蒲田",""
"〃","4.9.26","5.1.31","〃","〃","3000000","横浜銀行元町",""
"〃","4.9.26","5.1.31","〃","〃","754554","城南信用金庫蒲田",""
"日本シャフト製造(株)","4.7.29","4.11.30","千葉銀行","柏","1808690","商工組合中央金庫川崎",""
"吉田刃物(株)","4.8.10","4.12.20","佐賀銀行","多久","2742432","〃",""
"東海鋼鉄(株)","4.6.27","4.10.22","三菱UFJ銀行","大和","697708","〃",""
"〃","4.8.25","4.12.22","〃","〃","3721652","〃",""
"その他43件","","","","","19025449","",""
"割引手形計","","","","","127446513","",""
"合計","","","","","","",""
