"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)キコ・ステンレス","令5.3.20","令5.7.31","三菱UFJ銀行","上本町支店","20000000","",""
"(株)昇輝","令5.3.31","令5.8.31","北國銀行","金沢西部支店","1714658","",""
"名古屋圧延工業(株)","令5.4.10","令5.8.10","名古屋銀行","八熊支店","4193727","",""
"(株)ホウキン","令5.4.10","令5.8.10","豊川信用金庫","豊橋支店","825604","",""
"(株)ホウキン","令5.4.10","令5.8.10","豊川信用金庫","豊橋支店","10000000","",""
"(株)小河商店","令5.4.10","令5.8.10","三菱UFJ銀行","上前津支店","581922","",""
"中部ステンレス(株)","令5.4.10","令5.8.5","岡崎信用金庫","熱田支店","4899840","",""
"(株)神明工業","令5.4.20","令5.8.28","三井住友銀行","平野支店","2381974","",""
"クリーンメタル(株)","令5.3.31","令5.8.5","三菱UFJ銀行","川崎駅前支店","1117323","",""
"クリーンメタル(株)","令5.3.31","令5.8.5","大垣共立銀行","守山支店","740000","",""
"クリーンメタル(株)","令5.3.20","令5.8.18","横浜銀行","秦野支店","3000000","",""
"光上金属(株)","令5.4.20","令5.8.25","名古屋銀行","覚王山支店","369450","",""
"日鈑商事(株)","令5.4.20","令5.8.31","岡崎信用金庫","中川支店","2436558","",""
"(株)ダイキスチール","令5.3.31","令5.8.10","岐阜信用金庫","切通支店","2361553","",""
"(有)メイセイ","令5.4.5","令5.8.5","名古屋銀行","枇杷島通支店","1534494","",""
"(有)メイセイ","令5.4.10","令5.8.5","百五銀行","江場支店","9523481","",""
"(有)メイセイ","令5.4.10","令5.8.10","大垣共立銀行","美濃加茂支店","1183961","",""
"(有)メイセイ","令5.4.30","令5.8.31","百五銀行","江場支店","3496247","",""
"(有)メイセイ","令5.4.20","令5.8.31","桑名三重信用金庫","本店営業部","3662486","",""
"(有)メイセイ","令5.4.3","令5.8.31","三菱UFJ銀行","茨木支店","4847838","",""
"(有)大橋","令5.4.25","令5.8.31","瀬戸信用金庫","車道支店","5900000","",""
"井上ステンレス(株)","令5.4.25","令5.8.31","碧海信用金庫","東海北支店","2077010","",""
"大和特殊鋼(株)","令5.4.28","令5.8.31","りそな銀行","大阪西区支店","2744034","",""
"計","","","","","","",""
