"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"三光産業(株)","5.5.31","5.9.30","三井住友銀行","青山支店","4540000","","未達分"
"東和護謨化工(株)","5.6.20","5.9.30","三菱UFJ銀行","三宮支店","1138543","","未達分"
"東和護謨化工(株)","5.6.20","5.9.30","三菱UFJ銀行","三宮支店","3000000","","未達分"
"東和護謨化工(株)","5.6.20","5.9.30","三菱UFJ銀行","三宮支店","498753","","未達分"
"(株)オダ","5.6.26","5.10.25","名古屋銀行","内田橋支店","3000000","",""
"(株)オダ","5.6.26","5.10.25","名古屋銀行","内田橋支店","805165","",""
"(株)愛洋産業","5.6.30","5.10.20","三菱UFJ銀行","大曽根支店","1388195","",""
"三光産業(株)","5.6.30","5.10.31","三井住友銀行","青山支店","2930000","",""
"東和護謨化工(株)","5.7.20","5.10.31","池田泉州銀行","神戸支店","4497951","",""
"東和護謨化工(株)","5.7.20","5.10.31","池田泉州銀行","神戸支店","1269137","",""
"(株)オダ","5.7.25","5.11.25","名古屋銀行","内田橋支店","4016320","",""
"(株)愛洋産業","5.7.31","5.11.20","三菱UFJ銀行","大曽根支店","1888770","",""
"三光産業(株)","5.7.25","5.11.30","三井住友銀行","青山支店","4850000","",""
"東和護謨化工(株)","5.8.21","5.11.30","池田泉州銀行","神戸支店","5000000","",""
"東和護謨化工(株)","5.8.21","5.11.30","池田泉州銀行","神戸支店","145087","",""
"東和護謨化工(株)","5.8.21","5.11.30","池田泉州銀行","神戸支店","1291129","",""
"(株)オダ","5.8.25","5.12.25","名古屋銀行","内田橋支店","3000000","",""
"(株)オダ","5.8.25","5.12.25","名古屋銀行","内田橋支店","589838","",""
"(株)愛洋産業","5.8.31","5.12.20","三菱UFJ銀行","大曽根支店","1746694","",""
"三光産業(株)","5.8.31","5.12.31","三井住友銀行","青山支店","4490000","",""
"東和護謨化工(株)","5.9.20","5.12.31","池田泉州銀行","神戸支店","3000000","",""
"東和護謨化工(株)","5.9.20","5.12.31","池田泉州銀行","神戸支店","680954","",""
"東和護謨化工(株)","5.9.20","5.12.31","池田泉州銀行","神戸支店","1016907","",""
"計","","","","","","",""
