"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"大黒工業(株)","R5.7.11","R5.10.15","広島銀行三島支店","","595386","",""
"(株)たんぽぽ","R5.7.18","R5.10.20","三菱UFJ銀行押上支店","","348979","","(株)スズキ紙工業"
"〃","R5.8.19","R5.11.20","三菱UFJ銀行押上支店","","238054","","(株)スズキ紙工業"
"東予食品協業組合","R5.8.22","R5.10.31","愛媛信用金庫三島支店","","919888","",""
"(有)富山商会","R5.7.10","R5.10.31","香川銀行詫間支店","","512196","",""
"〃","R5.9.14","R5.12.31","百十四銀行詫間支店","","186596","",""
"日産紙工業(株)","R5.6.12","R5.10.31","中国銀行川之江支店","","627026","",""
"〃","R5.7.10","R5.11.30","中国銀行川之江支店","","666977","",""
"福助工業(株)","R5.7.19","R5.10.31","中国銀行川之江支店","","117700","",""
"〃","R5.8.18","R5.11.30","中国銀行川之江支店","","145200","",""
"(株)マルアイ","R5.7.27","R5.10.31","みずほ銀行甲府支店","","819720","",""
"〃","R5.8.24","R5.11.30","みずほ銀行甲府支店","","1413720","",""
"マルジン(株)","R5.9.12","R5.12.31","伊予銀行三島支店","","162354","","(株)スズキ紙工業"
"(株)マルニチ","R5.8.10","R5.10.31","伊予銀行川之江支店","","193930","",""
"〃","R5.9.11","R5.11.30","伊予銀行川之江支店","","133540","",""
"三木特種製紙(株)","R5.7.28","R5.11.30","伊予銀行川之江支店","","253220","",""
"向井製袋","R5.9.1","R5.11.30","観音寺信用金庫南支店","","157000","",""
"〃","R5.9.1","R5.12.31","観音寺信用金庫南支店","","157490","",""
"やまと印刷(株)","R5.9.14","R5.11.18","伊予銀行川之江支店","","1095373","","三和紙工(株)"
"(株)和紙のイシカワ","R5.7.10","R5.10.17","中国銀行川之江支店","","154550","",""
"〃","R5.9.11","R5.12.17","中国銀行川之江支店","","154866","",""
"受取手形計","","","","","26245432","",""
"計","","","","","","",""
