"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"兵庫管公学生服(株)","5.7.7","5.10.10","三菱UFJ","姫路","","中国本店",""
"株式会社丸幸","5.5.31","5.8.31","埼玉りそな","坂戸","","三井住友岡山",""
"株式会社丸幸","5.6.30","5.9.30","埼玉りそな","坂戸","","山陰合同岡山",""
"株式会社丸幸","5.7.31","5.10.31","埼玉りそな","坂戸","","三菱UFJ岡山駅前",""
"山耕株式会社","5.4.10","5.8.2","福井","武生","","商工中金岡山",""
"山耕株式会社","5.5.10","5.9.4","福井","武生","","商工中金岡山",""
"山耕株式会社","5.6.12","5.10.2","福井","武生","","山陰合同岡山",""
"山耕株式会社","5.7.10","5.11.5","福井","武生","","中国本店",""
"山耕株式会社","5.7.10","5.11.5","福井","武生","","中国本店",""
"豊国商事(株)","5.5.8","5.8.31","滋賀","長浜","","",""
"豊国商事(株)","5.6.6","5.9.30","滋賀","長浜","","",""
"豊国商事(株)","5.7.10","5.10.31","滋賀","長浜","","",""
"豊国商事(株)","5.6.6","5.9.30","滋賀","長浜","","",""
"蝶理(株)","5.6.28","5.9.28","みずほ","大阪","","",""
"蝶理(株)","5.7.31","5.10.30","みずほ","大阪","","",""
"国盛商業(株)","5.5.12","5.8.28","三菱UFJ","豊橋","","",""
"国盛商業(株)","5.6.8","5.9.28","三菱UFJ","豊橋","","",""
"国盛商業(株)","5.5.12","5.8.28","三菱UFJ","豊橋","","",""
"国盛商業(株)","5.6.8","5.9.28","三菱UFJ","豊橋","","",""
"国盛商業(株)","5.7.6","5.10.28","三菱UFJ","豊橋","","",""
"国盛商業(株)","5.7.6","5.10.28","三菱UFJ","豊橋","","",""
"国盛商業(株)","5.5.12","5.8.28","三菱UFJ","豊橋","","",""
"国盛商業(株)","5.6.8","5.9.28","三菱UFJ","豊橋","","",""
"計","","","","","","",""
