"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)キコ・ステンレス","令5.3.31","令5.6.30","北陸銀行","今里支店","1394768","5/22豊商",""
"(株)キコ・ステンレス","令5.3.31","令5.6.30","北陸銀行","今里支店","10000000","5/22豊商",""
"(株)キコ・ステンレス","令5.2.28","令5.6.30","りそな銀行","札幌支店","422675","5/22豊商",""
"(株)キコ・ステンレス","令5.3.30","令5.6.30","琉球銀行","安謝支店","5000000","5/22豊商",""
"(株)キコ・ステンレス","令5.3.20","令5.7.12","りそな銀行","萩ノ茶屋支店","1564116","6/20豊商",""
"(株)キコ・ステンレス","令5.2.28","令5.7.20","千葉興業銀行","蘇我支店","1358511","6/20豊商",""
"(株)キコ・ステンレス","令5.3.20","令5.7.28","三井住友銀行","平野支店","1158056","6/20秀和通商",""
"(株)キコ・ステンレス","令5.2.28","令5.7.31","三井住友銀行","大森支店","7617200","6/20秀和通商",""
"(株)キコ・ステンレス","令5.3.20","令5.7.31","三菱UFJ銀行","上本町支店","5000000","6/20秀和通商",""
"(株)昇輝","令5.3.31","令5.7.31","北國銀行","金沢西部支店","1714658","6/20阪和工材",""
"兼岩(株)","令5.2.28","令5.6.30","関信用金庫","加茂野支店","106886","5/22秀和通商",""
"(株)神明工業","令5.3.15","令5.7.17","三井住友銀行","新大阪支店","3500000","5/31太華工業",""
"(株)神明工業","令5.3.31","令5.7.31","十六銀行","碧南支店","272400","6/20阪和工材",""
"(株)神谷商店","令5.3.15","令5.7.15","北陸銀行","金沢中央支店","900000","5/22阪和工材",""
"(株)神谷商店","令5.3.15","令5.7.18","三井住友銀行","名古屋支店","1181279","6/20阪和工材",""
"(株)神谷商店","令5.3.31","令5.7.31","名古屋銀行","堀田支店","3000000","6/20阪和工材",""
"(株)神谷商店","令5.2.28","令5.7.31","みずほ銀行","内幸町営業部","2150000","6/20阪和工材",""
"光上金属(株)","令5.3.31","令5.6.30","碧海信用金庫","知立支店","1375575","4/28太華工業",""
"(株)エムワンスチール","令5.4.10","令5.7.10","三菱UFJ銀行","金山支店","2600000","6/20阪和工材",""
"日鈑商事(株)","令5.4.10","令5.7.31","十六銀行","小田井支店","381513","6/20秀和通商",""
"(株)カノークス","令5.4.20","令5.7.31","三菱UFJ銀行","名古屋駅前支店","363011","6/20秀和通商",""
"(株)ダイキスチール","令5.3.20","令5.7.20","名古屋銀行","一宮支店","130000","6/20秀和通商",""
"(株)ダイキスチール","令5.3.20","令5.7.31","十六銀行","柳ケ瀬支店","370000","6/20秀和通商",""
"計","","","","","","",""
