"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"リック(株)","5.3.27","5.7.25","三菱UFJ銀行","大阪営業部","7213712","",""
"(株)共ショウ","4.12.28","5.5.1","みずほ銀行","小舟町支店","2863410","",""
"(株)共ショウ","5.1.31","5.5.31","みずほ銀行","小舟町支店","2915550","",""
"(株)共ショウ","5.2.28","5.6.30","みずほ銀行","小舟町支店","4255680","",""
"(株)共ショウ","5.3.31","5.7.31","みずほ銀行","小舟町支店","1672275","",""
"(株)睦屋","5.1.20","5.5.20","みずほ銀行","新橋支店","11896082","",""
"(株)岩田商会","5.2.24","5.5.31","三菱UFJ銀行","柳橋支店","2312090","",""
"野原産業(株)","5.1.31","5.5.31","八十二銀行","東京営業部","2175712","",""
"(株)スミノエ","5.2.28","5.6.30","みずほ銀行","大阪法人支店","2170322","",""
"(株)スミノエ","5.3.31","5.7.31","みずほ銀行","大阪法人支店","6260958","",""
"クリヤマ(株)","5.3.15","5.7.18","三菱UFJ銀行","","1618386","",""
"(株)ニチマン","5.1.16","5.4.15","広島銀行","府中支店","2072000","",""
"松尾ゴム(株)","5.1.10","5.4.10","広島銀行","可部支店","2564266","",""
"松尾ゴム(株)","5.2.10","5.5.10","広島銀行","可部支店","2337584","",""
"(株)ヒロセ","5.3.15","5.4.23","七十七銀行","卸町支店","10222731","",""
"(株)イモト","5.1.13","5.4.22","三井住友銀行","天六支店","41006100","",""
"(株)イモト","5.2.10","5.5.22","三井住友銀行","天六支店","50732910","",""
"(株)イモト","5.3.10","5.6.22","三井仕友銀行","天大支店","49435020","",""
"その他24件","","","","","12437912","",""
"電子記録債権計","","","","","256437029","",""
"計","","","","","293158482","",""
