"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"泰和ゴム興業(株)","R4・3・20","R4・6・30","","","1875437","岐阜信用金庫平田支店","割引"
"(株)カジウラ","R4・3・20","R4・6・30","","","205150","岐阜信用金庫平田支店","割引"
"みのる産業(株)","R4・3・20","R4・7・1","","","725890","岐阜信用金庫平田支店","割引"
"イヅミ商事(株)","R4・3・20","R4・7・15","","","188681","岐阜信用金庫平田支店","割引"
"大藤パッキング(株)","R4・3・20","R4・7・31","","","504276","岐阜信用金庫平田支店","割引"
"中部美化企業(株)","R4・3・20","R4・7・31","","","991356","岐阜信用金庫平田支店","割引"
"みのる産業(株)","R4・3・20","R4・8・1","","","960619","岐阜信用金庫平田支店","割引"
"丸善(株)","R4・4・20","R4・7・31","","","1183086","岐阜信用金庫平田支店","割引"
"泰和ゴム興業(株)","R4・4・20","R4・7・31","","","981258","岐阜信用金庫平田支店","割引"
"(株)エムグリット","R4・4・20","R4・8・5","","","788901","岐阜信用金庫平田支店","割引"
"イヅミ商事(株)","R4・4・20","R4・8・15","","","214971","岐阜信用金庫平田支店","割引"
"(株)カジウラ","R4・4・20","R4・7・31","","","198440","岐阜信用金庫平田支店","割引"
"丸善(株)","R4・5・20","R4・8・31","","","1272736","岐阜信用金庫平田支店","割引"
"中部美化企業(株)","R4・5・20","R4・8・31","","","1130396","岐阜信用金庫平田支店","割引"
"フジデノロ(株)","R4・5・20","R4・8・31","","","368687","岐阜信用金庫平田支店","割引"
"泰和ゴム興業(株)","R4・5・20","R4・8・31","","","2816487","岐阜信用金庫平田支店","割引"
"(株)カジウラ","R4・5・20","R4・8・31","","","157850","岐阜信用金庫平田支店","割引"
"みのる産業(株)","R4・5・20","R4・9・1","","","720610","岐阜信用金庫平田支店","割引"
"(株)エムグリット","R4・5・20","R4・9・5","","","1014753","岐阜信用金庫平田支店","割引"
"イヅミ商事(株)","R4・5・20","R4・9・15","","","709751","岐阜信用金庫平田支店","割引"
"コバヤシ食品機工(株)","R4・5・20","R4・9・30","","","175700","岐阜信用金庫平田支店","割引"
"受取手形計","","","","","80144086","",""
"計","","","","","","",""
