"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"小野藤(株)","5.6.9","5.9.10","中国","富田町","2850804","",""
"小野藤(株)","5.5.10","5.8.10","中国","富田町","1237038","",""
"ママダスクールソリューショサービス(株)","5.5.25","5.8.15","常陽","下館","2617559","山陰合同岡山",""
"ママダスクールソリューショサービス(株)","5.6.25","5.9.15","常陽","下館","1274925","山陰合同岡山",""
"ママダスクールソリューショサービス(株)","5.7.25","5.10.15","常陽","下館","759065","",""
"株式会社国輝堂","5.7.19","5.10.31","広島","福山営業本部","2600000","",""
"株式会社国輝堂","5.6.15","5.9.30","広島","福山営業本部","1930000","",""
"株式会社国輝堂","5.5.15","5.8.31","広島","福山営業本部","1500000","",""
"株式会社山田屋制服","5.5.10","5.8.8","みずほ","姫路","2582520","山陰合同岡山",""
"(株)小西商店","5.5.31","5.8.31","北國","小松","2529336","",""
"(株)小西商店","5.6.28","5.9.29","北國","小松","2373354","",""
"(有)青戸屋洋品店","5.6.27","5.9.30","山陰合同","本店","2523092","",""
"(有)青戸屋洋品店","5.5.29","5.8.31","山陰合同","本店","363990","",""
"(株)浜屋百貨店","5.6.20","5.9.20","十八親和","長崎営業部","2410526","",""
"(株)横田運動具店","5.7.10","5.9.20","玉島信金","倉敷","2387516","",""
"(株)横田運動具店","5.6.12","5.8.20","玉島信金","倉敷","1057397","",""
"(株)サンパルコ","5.5.12","5.8.5","萩山口信金","萩","2272413","",""
"(株)サンパルコ","5.6.13","5.9.5","萩山口信金","萩","315227","",""
"(株)サンパルコ","5.7.12","5.10.5","萩山口信金","萩","107010","",""
"三原浩司","5.5.27","5.8.31","宇和島信金","新橋","2107457","",""
"三原浩司","5.6.26","5.9.30","宇和島信金","新橋","1212178","",""
"三原浩司","5.7.28","5.10.31","宇和島信金","新橋","354893","",""
"ナカムラ被服","5.6.29","5.10.12","山口","富田","2000000","",""
"計","","","","","","",""
