"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)立花エレテック","4.2.28","4.5.31","三菱UFJ銀行","船場中央支店","1458979","",""
"(株)立花エレテック","4.1.31","4.4.30","三菱UFJ銀行","船場中央支店","2161287","",""
"(株)立花エレテック","4.2.28","4.5.31","三菱UFJ銀行","船場中央支店","5000000","",""
"(株)立花エレテック","4.1.31","4.4.30","三菱UFJ銀行","船場中央支店","10000000","",""
"(株)立花エレテック","4.2.28","4.5.31","三菱UFJ銀行","船場中央支店","10000000","",""
"(株)立花エレテック","4.3.31","4.6.30","三菱UFJ銀行","船場中央支店","10000000","",""
"エレックヒシキ(株)","3.12.28","4.4.30","愛知銀行","藤ヶ丘支店","1917960","",""
"加茂川啓明電機(株)","4.3.15","4.7.31","北國銀行","大阪支店","2073357","",""
"加茂川啓明電機(株)","4.1.17","4.5.31","北國銀行","大阪支店","2253647","",""
"山陽三菱電機販売(株)","4.2.18","4.6.30","山口銀行","広島支店","1569150","",""
"山陽三菱電機販売(株)","4.3.18","4.7.31","山口銀行","広島支店","1599433","",""
"山陽三菱電機販売(株)","4.1.20","4.5.31","山口銀行","広島支店","2044328","",""
"山陽三菱電機販売(株)","3.12.20","4.4.30","山口銀行","広島支店","1503585","",""
"山陰三菱電機機器販売(株)","4.3.10","4.6.30","山陰合同銀行","北支店","1574243","",""
"長野三菱電機機器販売(株)本社","4.2.15","4.6.10","八十二銀行","松本営業部","1028280","",""
"長野三菱電機機器販売(株)本社","3.12.15","4.4.10","八十二銀行","松本営業部","2919180","",""
"荘内三菱電機販売(株)","4.2.28","4.5.31","荘内銀行","本店営業部","1120713","",""
"四国三菱電機販売(株)","4.2.28","4.5.31","百十四銀行","本店営業部","1648680","",""
"四国三菱電機販売(株)","4.1.31","4.4.30","百十四銀行","本店営業部","3000000","",""
"北菱電興(株)","4.2.28","4.6.30","北國銀行","本店営業部","1705550","",""
"鈴与商事(株)","4.1.13","4.4.30","静岡銀行","本店営業部","1161600","",""
"鈴与商事(株)","4.2.9","4.5.31","静岡銀行","本店営業部","3000000","",""
"岡安産業(株)","4.3.25","4.8.13","三井住友銀行","船橋支店","1412400","",""
"合計","","","","","","",""
