"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)山村鉄工建設","令5.2.28","令5.7.15","","","1782706","",""
"長友ビニールハウス","令5.4.10","令5.7.31","","","1250794","",""
"福留工業(株)","令5.4.17","令5.8.25","","","1500000","",""
"協同日ノ出産業(株)","令5.6.21","令5.11.21","","","1149065","",""
"東日興産(株)","令5.6.30","令5.11.11","","","2327320","",""
"(株)共立電機製作所","令5.5.15","令5.11.15","","","5000000","",""
"〃","令5.5.15","令5.11.15","","","3000000","",""
"〃","令5.6.12","令5.12.15","","","2000000","",""
"その他","","","","","9061413","",""
"手持手形計","","","","","27071298","",""
"(株)共立電機製作所","令5.1.16","令5.7.15","","","10000000","西日本シティ銀行",""
"〃","令5.2.13","令5.8.15","","","10000000","〃",""
"〃","令5.4.7","令5.10.15","","","20000000","〃",""
"〃","令5.5.15","令5.11.15","","","10000000","〃",""
"(株)ケービーエル","令5.3.31","令5.8.2","","","2206757","〃",""
"共同日ノ出産業(株)","平5.3.21","令5.8.21","","","3343920","〃",""
"(株)赤木鉄工所","令5.6.26","令5.8.20","","","1703937","〃",""
"(株)鎌田建築","令5.4.25","令5.9.5","","","1697000","〃",""
"吉原建設(株)","令5.5.31","令5.4.21","","","2000000","〃",""
"協同日ノ出産業(株)","令5.4.27","令5.9.21","","","1517423","〃",""
"(株)赤木鉄工所","令5.5.25","令5.7.20","","","4251846","宮崎銀行",""
