"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"川島商事(株)","R4.3.15","R4.7.31","","","358743","","手持ち"
"〃","R4.4.15","R4.8.31","","","674916","","手持ち"
"富士プラステック","R4.4.15","R4.8.31","","","289190","","手持ち"
"〃","R4.5.15","R4.9.30","","","562320","","手持ち"
"川島商事(株)","R4.5.15","R4.9.30","","","160545","","手持ち"
"(株)太田廣","R4.2.20","R4.6.20","","","38200372","名古屋銀行小田井支店","割引"
"〃","R4.3.20","R4.7.20","","","36758153","名古屋銀行小田井支店","割引"
"〃","R4.4.20","R4.8.20","","","40958418","名古屋銀行小田井支店","割引"
"〃","R4.5.20","R4.9.20","","","39156181","名古屋銀行小田井支店","割引"
"電子記録債権計","","","","","157118838","",""
"計","","","","","237262924","",""
