"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"新井鋼業(株)","令4・1・31","令4・5・1","千葉浦安","","960560","",""
"新井鋼業(株)","令4・2・28","令4・6・1","千葉浦安","","892951","",""
"斉藤鋼業(株)","令3・10・29","令4・3・1","東京東信金本所","","1431660","",""
"斉藤鋼業(株)","令3・11・30","令4・4・1","東京東信金本所","","929374","",""
"斉藤鋼業(株)","令3・12・28","令4・5・1","東京東信金本所","","1307183","",""
"斉藤鋼業(株)","令4・1・31","令4・6・1","東京東信金本所","","431811","",""
"斉藤鋼業(株)","令4・2・28","令4・7・1","東京東信金本所","","400854","",""
"石川鋼材(株)","令3・10・29","令4・3・1","城北信金王子営業部","","1200000","","内装技研工業(株)"
"石川鋼材(株)","令3・11・30","令4・3・31","三井住友東京中央","","500000","","(株)ノナガセ"
"石川鋼材(株)","令3・12・28","令4・4・30","川口信金赤井","","1345106","","(株)畑中製作所"
"石川鋼材(株)","令4・1・31","令4・4・15","城北信金西新井本町","","257180","","(株)青木製作所"
"石川鋼材(株)","令4・2・28","令4・6・30","きらぼし王子","","639441","","(有)二光商事"
"千代田鋼材(株)","令3・11・30","令4・3・31","三菱UFJ新富町","","827290","",""
"千代田鋼材(株)","令3・12・28","令4・4・30","三菱UFJ新富町","","1621961","",""
"千代田鋼材(株)","令4・1・31","令4・5・31","三菱UFJ新富町","","1000000","",""
"千代田鋼材(株)","令4・1・31","令4・5・31","三菱UFJ新富町","","70604","",""
"千代田鋼材(株)","令4・2・28","令4・6・30","三菱UFJ新富町","","617294","",""
"長野鋼材(株)","令4・1・20","令4・3・22","第四北越南新潟","","548000","","イワコンハウス新潟(株)"
"長野鋼材(株)","令4・2・21","令4・5・15","八十二岩村田","","248761","","(株)タカサワマテリアル"
"田中鋼機(株)","令3・12・1","令4・3・2","みずほ芝","","515991","",""
"藤原鋼材(株)","令3・11・30","令4・3・31","商工中金本店営業部","","455684","",""
"藤原鋼材(株)","令3・12・30","令4・4・30","みずほ六本木","","8113150","",""
"藤原鋼材(株)","令4・1・31","令4・5・31","商工中金本店営業部","","1329538","",""
"計","","","","","","",""
