"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"株式会社三和商店","5.5.29","5.9.20","足利","問屋町","2724191","商工中金岡山",""
"株式会社三和商店","5.6.28","5.10.20","足利","問屋町","2044585","山陰合同岡山",""
"株式会社三和商店","5.7.27","5.11.20","足利","問屋町","505564","",""
"株式会社三和商店","5.6.28","5.10.20","足利","問屋町","186983","",""
"畑洋服(株)","5.6.5","5.8.31","三井住友","御影","6416850","山陰合同岡山",""
"畑洋服(株)","5.7.5","5.9.30","三井住友","御影","2980307","中国本店",""
"(株)清水屋","5.6.5","5.8.5","三菱UFJ","大曾根","6125895","",""
"(株)清水屋春日井店","5.7.5","5.9.5","三菱UFJ","大曾根","1282158","",""
"ダイワスポーツ(株)","5.5.10","5.8.10","北海道","札幌駅北口","5891163","商工中金岡山",""
"ダイワスポーツ(株)","5.6.12","5.9.11","北海道","札幌駅北口","2516895","山陰合同岡山",""
"ダイワスポーツ(株)","5.7.10","5.10.10","北海道","札幌駅北口","1479980","中国本店",""
"株式会社コトウ","5.5.10","5.8.31","山口","本店","5597346","",""
"株式会社コトウ","5.6.10","5.9.30","山口","本店","3802729","",""
"株式会社コトウ","5.7.10","5.10.31","山口","本店","848991","",""
"株式会社コトウ","5.4.10","5.8.31","山口","本店","232089","",""
"(株)スリー・エー","5.5.31","5.8.31","北洋銀行","豊平支店","5000000","",""
"(株)スリー・エー","5.6.30","5.9.30","北洋銀行","豊平支店","3000000","",""
"(株)スリー・エー","5.5.31","5.8.31","北洋銀行","豊平支店","1194063","",""
"(株)スリー・エー","5.6.30","5.9.30","北洋銀行","豊平支店","193882","",""
"(株)橋尾スポーツ","5.5.8","5.8.6","鳥取","本店","5000000","",""
"(株)橋尾スポーツ","5.7.6","5.10.6","鳥取","本店","4900000","",""
"(株)橋尾スポーツ","5.6.7","5.9.6","鳥取","本店","4500000","",""
"(株)橋尾スポーツ","5.5.8","5.8.6","鳥取","本店","3000000","",""
"計","","","","","","",""
