"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"TBK","令和5.4.30","令和5.7.31","横浜","町田","4600205","",""
"大塚工機","令和5.4.30","令和5.8.31","みずほ","鶴見","7000000","",""
"大塚工機","令和5.2.28","令和5.6.30","みずほ","鶴見","1400000","",""
"大塚工機","平成5.3.31","平成5.7.31","みずほ","鶴見","1000000","",""
"武者工業","令和5.1.31","令和5.5.10","みずほ","亀戸南","400000","",""
"武者工業","令和5.2.28","令和5.6.10","みずほ","亀戸南","360000","",""
"武者工業","令和5.3.31","令和5.7.10","みずほ","亀戸南","260000","",""
"武者工業","平成5.4.30","令和5.8.10","みずほ","亀戸南","360000","",""
"関東工業","令和5.1.31","令和5.5.16","平塚信用","追分","283844","",""
"関東工業","平成5.2.28","平成5.6.16","平塚信用","追分","280985","",""
"関東工業","平成5.3.31","平成5.7.16","平塚信用","追分","413820","",""
"関東工業","平成5.4.30","平成5.8.16","平塚信用","追分","1314188","",""
"久保田工業","令和5.4.30","令和5.8.31","八十二","箕輪","609238","",""
"河坂製作所","令和5.3.31","令和5.7.31","","","1650692","",""
"大塚工機・他","平成4.2.28","平成4.6.30","みずほ","鶴見","27932397","商工中金横浜西口","残高証明書記載の通り"
"計","","","","","47865369","",""
