"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"愛光(株)","R4.7.11","R4.10.31","伊予銀行三島支店","","155320","",""
"(有)井筒紙工","R4.6.10","R4.10.31","川之江信用金庫南支店","","244552","",""
"〃","R4.7.11","R4.11.30","川之江信用金庫南支店","","262270","","(株)サクラ・シノコウ"
"(有)今西製菓","R4.7.12","R4.10.3","観音寺信用金庫茂木支店","","81400","",""
"〃","R4.8.10","R4.10.31","観音寺信用金庫茂木支店","","58300","",""
"(有)SPC","R4.6.10","R4.10.1","愛媛銀行新居浜支店","","333795","","(株)サクラ・シノコウ"
"〃","R4.7.11","R4.11.1","愛媛銀行新居浜支店","","239690","","(株)サクラ・シノコウ"
"〃","R4.8.10","R4.12.1","愛媛銀行新居浜支店","","115500","","(株)サクラ・シノコウ"
"エヒメ紙工(株)","R4.6.10","R4.10.15","中国銀行川之江支店","","2792765","",""
"〃","R4.7.11","R4.11.15","中国銀行川之江支店","","2077946","",""
"〃","R4.8.10","R4.12.15","中国銀行川之江支店","","1663891","",""
"〃","R4.9.12","R5.1.15","中国銀行川之江支店","","1066780","",""
"(株)エム・パック","R4.6.30","R4.10.20","中国銀行川之江支店","","181736","",""
"〃","R4.7.29","R4.11.20","中国銀行川之江支店","","451770","",""
"〃","R4.8.31","R4.12.20","中国銀行川之江支店","","133534","",""
"オータニ商事(株)","R4.7.13","R4.10.31","徳島大正銀行三加茂支店","","204776","","三和紙工(株)"
"(株)大西水引","R4.6.10","R4.10.31","伊予銀行川之江支店","","208036","",""
"〃","R4.7.11","R4.11.30","伊予銀行川之江支店","","106012","",""
"〃","R4.8.10","R4.12.31","伊予銀行川之江支店","","419115","",""
"〃","R4.9.12","R5.1.31","伊予銀行川之江支店","","272707","",""
"カクケイ(株)","R4.9.15","R4.12.31","百十四銀行三島支店","","106901","",""
"カワイチ(株)","R4.7.13","R4.10.31","広島銀行川之江支店","","239690","","三和紙工(株)"
"(株)キンセイ","R4.6.10","R4.10.20","香川銀行川之江支店","","441100","",""
"計","","","","","","",""
