"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)タクミナ","5.10.20","6.2.20","三井住友銀行","御堂筋支店","4271751","おかやま信用金庫西大寺支店",""
"(株)タクミナ","5.11.20","6.3.20","三井住友銀行","御堂筋支店","5461569","おかやま信用金庫西大寺支店",""
"(株)タクミナ","5.12.20","6.4.20","三井住友銀行","御堂筋支店","2280001","おかやま信用金庫西大寺支店",""
"(株)日本製鋼所","5.9.20","6.1.20","三井住友銀行","本店営業部","2574855","中国銀行西大寺支店",""
"(株)日本製鋼所","5.10.20","6.2.20","三井住友銀行","本店営業部","1291336","内国銀行西大寺支店",""
"(株)日本製鋼所","5.11.20","6.3.20","三井住友銀行","本店営業部","2905506","中国銀行西大寺支店",""
"(株)日本製鋼所","5.12.20","6.4.20","三井住友銀行","本店営業部","3551174","中国銀行西大寺支店",""
"(株)神菱","5.9.29","6.1.31","三井住友銀行","池田支店","31372000","おかやま信用金庫西大寺支店",""
"(株)神菱","5.10.31","6.2.29","三井住友銀行","池田支店","3360528","おかやま信用金庫西大寺支店",""
"(株)神菱","5.10.31","6.2.29","三井住友銀行","池田支店","14949000","おかやま信用金庫西大寺支店",""
"(株)神菱","5.11.30","6.3.31","三井住友銀行","池田支店","1045000","おかやま信用金庫西大寺支店",""
"(株)神菱","5.11.30","6.3.31","三井住友銀行","池田支店","2534358","おかやま信用金庫西大寺支店",""
"ビー・エル・オートテック(株)","5.9.25","6.1.25","三井住友銀行","神戸営業部","2101161","おかやま信用金庫西大寺支店",""
"ビー・エル・オートテック(株)","5.10.25","6.2.25","三井住友銀行","神戸営業部","1246348","おかやま信用金庫西大寺支店",""
"ビー・エル・オートテック(株)","5.11.27","6.3.25","三井住友銀行","神戸営業部","1679271","おかやま信用金庫西大寺支店",""
"ビー・エル・オートテック(株)","5.12.25","6.4.25","三井住友銀行","神戸営業部","1189955","おかやま信用金庫西大寺支店",""
"(株)イワタ","5.8.25","6.1.31","岡崎信用金庫","滝子支店","1000000","おかやま信用金庫西大寺支店",""
"(株)イワタ","5.12.25","6.5.31","岡崎信用金庫","滝子支店","1168597","おかやま信用金庫西大寺支店",""
"オーエム機器(株)","5.8.31","6.1.15","中国銀行","総社支店","2744720","おかやま信用金庫西大寺支店",""
"(株)川村鉄工","5.9.29","6.1.31","長浜信用金庫","本店","1904650","おかやま信用金庫西大寺支店",""
"(株)川村鉄工","5.10.31","6.2.29","長浜信用金庫","本店","1353715","おかやま信用金庫西大寺支店",""
"(株)川村鉄工","5.11.30","6.3.29","蕃浜信用金","本店","1631025","おかやま信用金庫西大寺支店",""
"(株)川村鉄工","5.12.28","6.4.30","長浜信用金庫","本店","2337803","おかやま信用金庫西大寺支店",""
"合計","","","","","","",""
