"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"山川エンジニアリング","5.8.25","5.10.31","福岡銀行","粕屋","4534687","","手持"
"山川エンジニアリング","5.9.25","5.11.30","福岡銀行","粕屋","2118574","","手持"
"植田製作所","5.6.30","5.10.31","北九州銀行","若松","496100","","手持"
"植田製作所","5.7.31","5.11.30","北九州銀行","若松","286418","","手持"
"植田製作所","5.8.31","5.12.31","北九州銀行","若松","183040","","手持"
"シンコウ製作所","5.6.10","5.10.11","福岡銀行","行橋","907720","","手持"
"シンコウ製作所","5.7.10","5.10.31","山口銀行","唐戸","440000","","手持"
"シンコウ製作所","5.7.10","5.10.31","大分銀行","鶴崎","1000000","","手持"
"シンコウ製作所","5.8.10","5.11.5","山口銀行","岩国","2601500","","手持"
"シンコウ製作所","5.8.10","5.12.11","福岡銀行","行橋","140360","","手持"
"シンコウ製作所","5.9.10","6.1.11","福岡銀行","行橋","2713700","","手持"
"東べ化工","5.7.31","5.11.25","商工中金","大森","608542","","手持"
"東べ化工","5.8.31","5.12.25","商工中金","大森","348689","","手持"
"タイヨウ","5.7.25","5.11.25","福岡","小倉","103400","","手持"
"タイヨウ","5.8.25","5.12.25","福岡","小倉","165000","","手持"
"タイヨウ","5.9.25","6.1.25","福岡","小倉","1030700","","手持"
"丸栄産業","","","西日本シティ銀行","北九州営業部","146441","","手持"
"リョーエイ","5.7.31","5.11.30","愛知銀行","豊田南支店","1013606","","手持"
"九州鉄道機器製造","5.8.31","5.12.31","みずほ銀行","北九州支店","158400","","手持"
"計","","","","","18996877","",""
"合計","","","","","18996877","",""
