"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"大一工業(株)","5.10.15","6.2.29","みずほ銀行","三島支店","1891553","おかやま信用金庫西大寺支店",""
"大一工業(株)","5.11.15","6.3.31","みずほ銀行","三島支店","1335657","おかやま信用金庫西大寺支店",""
"高槻ダイカスト(株)","5.10.20","6.1.20","三井住友銀行","高槻駅前支店","2288000","おかやま信用金庫西大寺支店",""
"バン工業用品(株)","5.10.20","6.3.15","みずほ銀行","横山町支店","1200674","おかやま信用金庫西大寺支店",""
"(株)光商会","5.10.31","6.2.29","三菱UFJ銀行","新名古屋駅前支店","2680902","おかやま信用金庫西大寺支店",""
"角南商事(株)","5.9.29","6.2.29","三井住友銀行","神戸営業部","1259643","おかやま信用金庫西大寺支店",""
"角南商事(株)","5.11.30","6.4.30","三井住友銀行","神戸営業部","1944013","おかやま信用金庫西大寺支店",""
"(株)幸伸","5.11.30","6.3.31","三井住友銀行","難波支店","2708751","おかやま信用金庫西大寺支店",""
"(株)幸伸","5.12.28","6.4.30","三井住友銀行","難波支店","3971092","おかやま信用金庫西大寺支店",""
"三相電機(株)","5.11.27","6.3.25","三井住友銀行","姫路支店","1360135","おかやま信用金庫西大寺支店",""
"みのる産業(株)","5.12.25","6.4.15","中国銀行","赤磐支店","3038360","おかやま信用金庫西大寺支店",""
"(株)光製作所","5.12.11","6.4.10","十六銀行","大垣支店","1011193","おかやま信用金庫西大寺支店",""
"計","..","..","","","805051045","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"合計","","","","","","",""
