"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(有)大橋","令5.6.30","令5.10.31","瀬戸信用金庫","車道支店","1700000","",""
"(株)神谷商店","令5.4.28","令5.8.31","岐阜信用金庫","本店営業部","4258000","",""
"(株)ダイキスチール","令5.4.15","令5.7.20","十六銀行","岐南支店","330000","",""
"(株)ダイキスチール","令5.6.5","令5.9.5","十六銀行","岐南支店","1849925","",""
"(株)ダイキスチール","令5.5.19","令5.9.20","名古屋銀行","一宮支店","601076","",""
"(株)ダイキスチール","令5.5.31","令5.10.10","岐阜信用金庫","切通支店","2999209","",""
"(有)メイセイ","令5.5.22","令5.8.31","愛知銀行","津島支店","1987000","",""
"(有)メイセイ","令5.5.10","令5.8.31","三菱UFJ銀行","渋谷中央支店","500000","",""
"(有)メイセイ","令5.4.28","令5.8.31","静岡銀行","名塚支店","1031448","",""
"(有)メイセイ","令5.5.8","令5.9.5","名古屋銀行","枇杷島通支店","273656","",""
"(有)メイセイ","令5.6.5","令5.9.5","りそな銀行","津支店","5000000","",""
"(有)メイセイ","令5.6.5","令5.9.5","りそな銀行","津支店","1465052","",""
"(有)メイセイ","令5.5.10","令5.9.10","大垣共立銀行","美濃加茂支店","1224514","",""
"(有)メイセイ","令5.5.25","令5.9.10","三菱UFJ銀行","金山支店","800000","",""
"(有)メイセイ","令5.5.15","令5.9.17","清水銀行","浜松支店","238726","",""
"(有)メイセイ","令5.5.20","令5.9.20","三菱UFJ銀行","中村支店","697706","",""
"(有)メイセイ","令5.5.10","令5.9.20","愛知銀行","桜山支店","910000","",""
"(有)メイセイ","令5.6.5","令5.10.5","名古屋銀行","枇杷島通支店","1520392","",""
"(有)メイセイ","令5.6.12","令5.10.5","百五銀行","江場支店","8439408","",""
"(有)メイセイ","令5.6.10","令5.10.10","大垣共立銀行","美濃加茂支店","1151196","",""
"(有)メイセイ","令5.6.20","令5.10.15","三菱UFJ銀行","熱田支店","645858","",""
"(有)メイセイ","令5.6.30","令5.10.31","名古屋銀行","柳橋支店","151090","",""
"(有)メイセイ","令5.6.30","令5.10.31","百五銀行","江場支店","4071928","",""
"計","","","","","","",""
