"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)シンテツ","R4.4.25","R4.6.30","もみじ/安","","5459000","/","3枚"
"山口小野田レミコン(株)","R4.6.30","R4.6.30","山口/小野田","","5335000","/","2枚"
"光立機工(株)","R4.4.30","R4.831","広島/横川","","4704686","/","6枚"
"(有)可部組","R4.4.5","R4.7.6","広島/曙","","4365000","/","6枚"
"山陽工営(株)","R4.4.30","R4.7.31","広島/己斐","","402058","/","4枚"
"(株)中山鉄工所","R4.5.15","R4.5.15","佐賀/武雄","","3979657","/","1枚"
"梶本機械(株)","R4.4.30","R4.7.31","伊予/呉","","3843933","/","4枚"
"(株)テクノ西日本","R4.4.5","R4.7.5","中国/三次","","3490011","/","4枚"
"(株)丸三機工","R4.6.30","R4.6.30","呉信金/本店営業部","","3000000","/","1枚"
"小計","","","","","38197869","",""
