"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ニチラク機械(株)","令5.4.20","令5.6.17","西日本シティ銀行","曽根支店","332090","商工中金沼津支店","BB40202"
"三友機器(株)","令5.2.20","令5.6.20","北九州録行","福岡支店","3960000","商工中金沼津支店","AH16557"
"イーエヌ本社花巻","令5.3.20","令5.6.20","みずほ録行","神田支店","1205490","商工中金沼津支店","BE054880"
"アサヒフーズ(株)","令5.4.20","令5.6.20","京都銀行","本店営業部","172700","商工中金沼津支店","I076202"
"ルナ物産(株)","令5.4.20","令5.6.30","伊予銀行","本店営業部","227150","商工中金沼津支店","D001672"
"(株)イーエヌ大塚製薬","令5.4.20","令5.7.20","みずほ銀行","神田支店","2226400","商工中金沼津支店","BE054889"
"(株)イーエヌ大塚製薬","令5.4.20","令5.7.20","みずほ銀行","神田支店","77000","商工中金沼津支店","BE054889"
"大和ステンレス工業(株)","令5.3.27","令5.7.25","北海道銀行","東苗穂支店","1078000","商工中金沼津支店","BA25910"
"岩井機械工業(株)","令5.3.31","令5.7.31","三井住友銀行","六郷支店","1302430","商工中金沼津支店","G1205781"
"三和罐詰(株)","令5.4.20","令5.7.31","農林中央金庫","本店","955790","商工中金沼津支店","W384524"
"","","割引手形計","","","117921328","",""
"九州乳業(株)","令5.2.23","令5.6.2","農林中央金庫","福岡支店","537496","","V307998/影山運輸"
"九州乳業(株)","令5.3.23","令5.7.4","農林中央金庫","福岡支店","283121","","V308025/松本製作所"
"大和ステンレス工業(株)","令5.4.23","令5.8.25","北海道銀行","東苗穂支店","228250","","BA25912/栗田産業"
"岩井機械工業(株)","令5.4.28","令5.8.31","三井住友銀行","六郷支店","448580","","GU205806/栗田産業"
"","","裏書手形計","","","1497447","",""
"計","","","","","171306965","",""
