"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"北港商事(株)","令5.2.28","令5.7.5","三井住友信託銀行(株)","大阪本店営業部","4375514","",""
"北港商事(株)","令5.4.28","令5.9.5","三井住友信託銀行(株)","大阪本店営業部","291500","",""
"北港商事(株)","令5.5.31","令5.10.5","三井住友信託銀行(株)","大阪本店営業部","132000","",""
"北港商事(株)","令5.6.30","令5.11.5","三井住友信託銀行(株)","大阪本店営業部","110000","",""
"関西電子工業(株)","令5.4.25","令5.8.25","尼崎信用金庫","大庄支店","836000","",""
"関西電子工業(株)","令5.5.25","令5.9.25","尼崎信用金庫","大庄支店","616000","",""
"関西電子工業(株)","令5.6.26","令5.10.25","尼崎信用金庫","大庄支店","363000","",""
"大阪電具(株)","令5.4.28","令5.8.31","(株)三菱UFJ銀行","伊丹支店","205227","",""
"太洋興業(株)","令5.5.31","令5.8.25","(株)みずほ銀行","姫路支店","211464","",""
"(株)山形製作所","令5.5.31","令5.9.30","(株)みずほ銀行","大宮支店","515918","",""
"(株)山形製作所","令5.6.30","令5.10.31","(株)みずほ銀行","大宮支店","288800","",""
"(株)アイテク","令5.6.30","令5.9.30","(株)第四北越銀行","高崎支店","200851","",""
"和田工業株式会社","令5.4.20","令5.9.5","芝信用金庫","荏原町支店","677003","",""
"イリソ電子工業株式会社","令5.3.29","令5.7.31","(株)三菱東京UFJ銀行","武蔵小杉支店","7637766","",""
"イリソ電子工業株式会社","令5.4.26","令5.8.25","(株)三菱東京UFJ銀行","武蔵小杉支店","6295164","",""
"イリソ電子工業株式会社","令5.5.29","令5.9.29","(株)三菱東京UFJ銀行","武蔵小杉支店","7446263","",""
"イリソ電子工業株式会社","令5.6.28","令5.10.31","(株)三菱東京UFJ銀行","武蔵小杉支店","3547470","",""
"(小計)","","","","","33749940","",""
"計","","","","","33749940","",""
