file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,account,account,amount_0,,,,,,,,,,,,,,,,,,
,,,1,【流動資産】,【流動資産】,"38,785,406",,,,,,,,,,,,,,,,,,
,,,2,現金及び預金,現金及び預金,"14,815,188",,,,,,,,,,,,,,,,,,
,,,3,受取手形,受取手形,"233,021",,,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,"14,743,753",,,,,,,,,,,,,,,,,,
,,,5,商品,商品,"73,089",,,,,,,,,,,,,,,,,,
,,,6,製品,製品,"61,328",,,,,,,,,,,,,,,,,,
,,,7,仕掛品,仕掛品,"529,152",,,,,,,,,,,,,,,,,,
,,,8,原材料,原材料,"58,633",,,,,,,,,,,,,,,,,,
,,,9,貯蔵品,貯蔵品,"2,717,597",,,,,,,,,,,,,,,,,,
,,,10,前払費用,前払費用,"1,244,074",,,,,,,,,,,,,,,,,,
,,,11,未収入金,未収入金,"4,060,000",,,,,,,,,,,,,,,,,,
,,,12,仮払金,仮払金,"296,198",,,,,,,,,,,,,,,,,,
,,,13,立替金,立替金,"53,373",,,,,,,,,,,,,,,,,,
,,,14,貸倒引当金,貸倒引当金,"-100,000",,,,,,,,,,,,,,,,,,
,,,15,【固定資産】,【固定資産】,"85,126,518",,,,,,,,,,,,,,,,,,
,,,16,有形固定資産,有形固定資産,"84,432,544",,,,,,,,,,,,,,,,,,
,,,17,建物,建物,"40,410,251",,,,,,,,,,,,,,,,,,
,,,18,建物付属設備,建物付属設備,"348,982",,,,,,,,,,,,,,,,,,
,,,19,構築物,構築物,"7,585,588",,,,,,,,,,,,,,,,,,
,,,20,機械装置,機械装置,"5,236,719",,,,,,,,,,,,,,,,,,
,,,21,車両運搬具,車両運搬具,2,,,,,,,,,,,,,,,,,,
,,,22,工具器具備品,工具器具備品,"630,002",,,,,,,,,,,,,,,,,,
,,,23,土地,土地,"30,000,000",,,,,,,,,,,,,,,,,,
,,,24,リース資産,リース資産,"221,000",,,,,,,,,,,,,,,,,,
,,,25,無形固定資産,無形固定資産,"34,527",,,,,,,,,,,,,,,,,,
,,,26,商標権,商標権,"34,527",,,,,,,,,,,,,,,,,,
,,,27,投資その他の資産,投資その他の資産,"659,447",,,,,,,,,,,,,,,,,,
,,,28,投資有価証券,投資有価証券,"160,000",,,,,,,,,,,,,,,,,,
,,,29,出資金,出資金,"410,000",,,,,,,,,,,,,,,,,,
,,,30,長期前払費用,長期前払費用,"79,167",,,,,,,,,,,,,,,,,,
,,,31,預託金,預託金,"10,280",,,,,,,,,,,,,,,,,,
,,,32,【繰延資産】,【繰延資産】,"1,003,475",,,,,,,,,,,,,,,,,,
,,,33,開発費,開発費,"1,003,475",,,,,,,,,,,,,,,,,,
,,,34,資産の部合計,資産の部合計,"124,915,399",,,,,,,,,,,,,,,,,,
,,,35,【流動負債】,【流動負債】,"45,644,540",,,,,,,,,,,,,,,,,,
,,,36,支払手形,支払手形,"819,071",,,,,,,,,,,,,,,,,,
,,,37,買掛金,買掛金,"6,689,854",,,,,,,,,,,,,,,,,,
,,,38,短期借入金,短期借入金,"34,885,000",,,,,,,,,,,,,,,,,,
,,,39,未払金,未払金,"407,403",,,,,,,,,,,,,,,,,,
,,,40,預り金,預り金,"1,976,712",,,,,,,,,,,,,,,,,,
,,,41,未払消費税等,未払消費税等,"686,500",,,,,,,,,,,,,,,,,,
,,,42,未払法人税等,未払法人税等,"180,000",,,,,,,,,,,,,,,,,,
,,,43,【固定負債】,【固定負債】,"97,409,000",,,,,,,,,,,,,,,,,,
,,,44,長期借入金,長期借入金,"97,409,000",,,,,,,,,,,,,,,,,,
,,,45,負債の部合計,負債の部合計,"143,053,540",,,,,,,,,,,,,,,,,,
,,,46,【株主資本】,【株主資本】,"-18,138,141",,,,,,,,,,,,,,,,,,
,,,47,資本金,資本金,"30,000,000",,,,,,,,,,,,,,,,,,
,,,48,利益剰余金,利益剰余金,"-48,138,141",,,,,,,,,,,,,,,,,,
,,,49,その他利益剰余金,その他利益剰余金,"-48,138,141",,,,,,,,,,,,,,,,,,
,,,50,繰越利益剰余金,繰越利益剰余金,"-48,138,141",,,,,,,,,,,,,,,,,,
,,,51,(うち当期純利益),(うち当期純利益),"-13,755,331",,,,,,,,,,,,,,,,,,
,,,52,純資産の部合計,純資産の部合計,"-18,138,141",,,,,,,,,,,,,,,,,,
,,,53,負債・純資産の部合計,負債・純資産の部合計,"124,915,399",,,,,,,,,,,,,,,,,,
