ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603480,1,1,001,003001,202507,,,20240915115244000	2	1	361	920246	202411	宇和島被服株式会社	宇和島被服株式会社	8584729538	5.5.29	5.5.29	5.8.31	5.8.31	1371249	1371249	伊予	伊予	宇和島	宇和島				,20240915115244000	2	1	361	920246	202411	宇和島被服株式会社	宇和島被服株式会社	8584729538	5.5.29	5.5.29	5.8.31	5.8.31	1371249	1371249	伊予	伊予	宇和島	宇和島				,2860,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603480,1,2,001,003001,202507,,,20240915115244000	2	2	361	920246	202411	宇和島被服株式会社	宇和島被服株式会社	8584729538	5.6.27	5.6.27	5.9.30	5.9.30	461417	461417	伊予	伊予	宇和島	宇和島				,20240915115244000	2	2	361	920246	202411	宇和島被服株式会社	宇和島被服株式会社	8584729538	5.6.27	5.6.27	5.9.30	5.9.30	461417	461417	伊予	伊予	宇和島	宇和島				,2861,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603480,1,3,001,003001,202507,,,20240915115244000	2	3	361	920246	202411	宇和島被服株式会社	宇和島被服株式会社	8584729538	5.7.28	5.7.28	5.10.31	5.10.31	139733	139733	伊予	伊予	宇和島	宇和島				,20240915115244000	2	3	361	920246	202411	宇和島被服株式会社	宇和島被服株式会社	8584729538	5.7.28	5.7.28	5.10.31	5.10.31	139733	139733	伊予	伊予	宇和島	宇和島				,2862,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603480,1,4,001,003001,202507,,,20240915115244000	2	4	361	920246	202411	(有)カジュアルライフト	(有)カジュアルライフト	0412486214	5.5.15	5.5.15	5.8.31	5.8.31	1367553	1367553	阿波	阿波	脇町	脇町				,20240915115244000	2	4	361	920246	202411	(有)カジュアルライフト	(有)カジュアルライフト	0412486214	5.5.15	5.5.15	5.8.31	5.8.31	1367553	1367553	阿波	阿波	脇町	脇町				,2863,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603480,1,5,001,003001,202507,,,20240915115244000	2	5	361	920246	202411	(有)カジュアルライフト	(有)カジュアルライフト	0412486214	5.6.15	5.6.15	5.9.30	5.9.30	1090560	1090560	阿波	阿波	脇町	脇町				,20240915115244000	2	5	361	920246	202411	(有)カジュアルライフト	(有)カジュアルライフト	0412486214	5.6.15	5.6.15	5.9.30	5.9.30	1090560	1090560	阿波	阿波	脇町	脇町				,2864,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603480,1,6,001,003001,202507,,,20240915115244000	2	6	361	920246	202411	(有)カジュアルライフト	(有)カジュアルライフト	0412486214	5.7.11	5.7.11	5.10.31	5.10.31	696111	696111	阿波	阿波	脇町	脇町				,20240915115244000	2	6	361	920246	202411	(有)カジュアルライフト	(有)カジュアルライフト	0412486214	5.7.11	5.7.11	5.10.31	5.10.31	696111	696111	阿波	阿波	脇町	脇町				,2865,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603480,1,7,001,003001,202507,,,20240915115244000	2	7	361	920246	202411	(有)サイセイ	(有)サイセイ	3442392664	5.7.2	5.7.2	5.9.20	5.9.20	1341678	1341678	青森	青森	平川	平川				,20240915115244000	2	7	361	920246	202411	(有)サイセイ	(有)サイセイ	3442392664	5.7.2	5.7.2	5.9.20	5.9.20	1341678	1341678	青森	青森	平川	平川				,2866,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603480,1,8,001,003001,202507,,,20240915115244000	2	8	361	920246	202411	(有)サイセイ	(有)サイセイ	3442392664	5.5.30	5.5.30	5.8.20	5.8.20	59859	59859	青森	青森	平川	平川				,20240915115244000	2	8	361	920246	202411	(有)サイセイ	(有)サイセイ	3442392664	5.5.30	5.5.30	5.8.20	5.8.20	59859	59859	青森	青森	平川	平川				,2867,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603480,1,9,001,003001,202507,,,20240915115244000	2	9	361	920246	202411	(株)ヒラコウ	(株)ヒラコウ	4278921503	5.4.10	5.4.10	5.8.10	5.8.10	1202723	1202723	三菱UFJ	三菱UFJ	星ヶ丘	星ヶ丘				,20240915115244000	2	9	361	920246	202411	(株)ヒラコウ	(株)ヒラコウ	4278921503	5.4.10	5.4.10	5.8.10	5.8.10	1202723	1202723	三菱UFJ	三菱UFJ	星ヶ丘	星ヶ丘				,2868,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603480,1,10,001,003001,202507,,,20240915115244000	2	10	361	920246	202411	株式会社カスカワスポーツ	株式会社カスカワスポーツ	0544837527	5.6.25	5.6.25	5.8.31	5.8.31	1176314	1176314	山形	山形	本店	本店	山陰合同岡山	山陰合同岡山		,20240915115244000	2	10	361	920246	202411	株式会社カスカワスポーツ	株式会社カスカワスポーツ	0544837527	5.6.25	5.6.25	5.8.31	5.8.31	1176314	1176314	山形	山形	本店	本店	山陰合同岡山	山陰合同岡山		,2869,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
