ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603440,1,1,001,001005,202507,,,20241202132539000	2	1	471	487176	202503	(株)宮令	(株)宮令	4841171572	R6.2.5	R6.2.5	R6.5.23	R6.5.23	737407	737407	沖縄銀行本店営業部	沖縄銀行本店営業部			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	1	471	487176	202503	(株)宮令	(株)宮令	4841171572	R6.2.5	R6.2.5	R6.5.23	R6.5.23	737407	737407	沖縄銀行本店営業部	沖縄銀行本店営業部			みずほ銀行那覇支店	みずほ銀行那覇支店		,2450,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603440,1,2,001,001005,202507,,,20241202132539000	2	2	471	487176	202503	(株)佐久本工機	(株)佐久本工機	2696795627	R6.1.31	R6.1.31	R6.5.25	R6.5.25	2619513	2619513	琉球銀行浦添支店	琉球銀行浦添支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	2	471	487176	202503	(株)佐久本工機	(株)佐久本工機	2696795627	R6.1.31	R6.1.31	R6.5.25	R6.5.25	2619513	2619513	琉球銀行浦添支店	琉球銀行浦添支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,2451,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603440,1,3,001,001005,202507,,,20241202132539000	2	3	471	487176	202503	ビー・ゼイ工事(株)	ビー・ゼイ工事(株)	9254300211	R6.2.16	R6.2.16	R6.5.25	R6.5.25	1463000	1463000	佐賀銀行本店営業部	佐賀銀行本店営業部			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	3	471	487176	202503	ビー・ゼイ工事(株)	ビー・ゼイ工事(株)	9254300211	R6.2.16	R6.2.16	R6.5.25	R6.5.25	1463000	1463000	佐賀銀行本店営業部	佐賀銀行本店営業部			みずほ銀行那覇支店	みずほ銀行那覇支店		,2452,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603440,1,4,001,001005,202507,,,20241202132539000	2	4	471	487176	202503	福岡フォームタイ(株)	福岡フォームタイ(株)	8779334401	R6.2.7	R6.2.7	R6.5.27	R6.5.27	563750	563750	西日本シティ銀行比恵支店	西日本シティ銀行比恵支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	4	471	487176	202503	福岡フォームタイ(株)	福岡フォームタイ(株)	8779334401	R6.2.7	R6.2.7	R6.5.27	R6.5.27	563750	563750	西日本シティ銀行比恵支店	西日本シティ銀行比恵支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,2453,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603440,1,5,001,001005,202507,,,20241202132539000	2	5	471	487176	202503	玉城組	玉城組	8365890041	R6.2.29	R6.2.29	R6.5.27	R6.5.27	320000	320000	沖縄銀行嘉手納支店	沖縄銀行嘉手納支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	5	471	487176	202503	玉城組	玉城組	8365890041	R6.2.29	R6.2.29	R6.5.27	R6.5.27	320000	320000	沖縄銀行嘉手納支店	沖縄銀行嘉手納支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,2454,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603440,1,6,001,001005,202507,,,20241202132539000	2	6	471	487176	202503	(株)ナカモト	(株)ナカモト	5409840731	R6.2.20	R6.2.20	R6.5.29	R6.5.29	299162	299162	沖縄銀行南風原支店	沖縄銀行南風原支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	6	471	487176	202503	(株)ナカモト	(株)ナカモト	5409840731	R6.2.20	R6.2.20	R6.5.29	R6.5.29	299162	299162	沖縄銀行南風原支店	沖縄銀行南風原支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,2455,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603440,1,7,001,001005,202507,,,20241202132539000	2	7	471	487176	202503	(株)沖電工	(株)沖電工	2255895226	R6.2.29	R6.2.29	R6.5.29	R6.5.29	5000000	5000000	沖縄銀行本店営業部	沖縄銀行本店営業部			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	7	471	487176	202503	(株)沖電工	(株)沖電工	2255895226	R6.2.29	R6.2.29	R6.5.29	R6.5.29	5000000	5000000	沖縄銀行本店営業部	沖縄銀行本店営業部			みずほ銀行那覇支店	みずほ銀行那覇支店		,2456,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603440,1,8,001,001005,202507,,,20241202132539000	2	8	471	487176	202503	(株)沖電工	(株)沖電工	2255895226	R6.2.29	R6.2.29	R6.5.29	R6.5.29	665925	665925	沖縄銀行本店営業部	沖縄銀行本店営業部			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	8	471	487176	202503	(株)沖電工	(株)沖電工	2255895226	R6.2.29	R6.2.29	R6.5.29	R6.5.29	665925	665925	沖縄銀行本店営業部	沖縄銀行本店営業部			みずほ銀行那覇支店	みずほ銀行那覇支店		,2457,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603440,1,9,001,001005,202507,,,20241202132539000	2	9	471	487176	202503	宜野湾市管工事(協)	宜野湾市管工事(協)	5493136423	R6.1.31	R6.1.31	R6.5.30	R6.5.30	1048876	1048876	沖縄海邦銀行大謝名支店	沖縄海邦銀行大謝名支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	9	471	487176	202503	宜野湾市管工事(協)	宜野湾市管工事(協)	5493136423	R6.1.31	R6.1.31	R6.5.30	R6.5.30	1048876	1048876	沖縄海邦銀行大謝名支店	沖縄海邦銀行大謝名支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,2458,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603440,1,10,001,001005,202507,,,20241202132539000	2	10	471	487176	202503	初穂商事(株)	初穂商事(株)	8224440328	R6.1.19	R6.1.19	R6.5.31	R6.5.31	3000000	3000000	三菱UFJ銀行今池支店	三菱UFJ銀行今池支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,20241202132539000	2	10	471	487176	202503	初穂商事(株)	初穂商事(株)	8224440328	R6.1.19	R6.1.19	R6.5.31	R6.5.31	3000000	3000000	三菱UFJ銀行今池支店	三菱UFJ銀行今池支店			みずほ銀行那覇支店	みずほ銀行那覇支店		,2459,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
