ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603260,1,1,001,000334,202507,,,20250106172422000	2	1	312	590434	202202	コスモテキスタイル(株)	コスモテキスタイル(株)	6996114529	令5.1.31	令5.1.31	令5.5.7	令5.5.7	4616186	4616186	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	1	312	590434	202202	コスモテキスタイル(株)	コスモテキスタイル(株)	6996114529	令5.1.31	令5.1.31	令5.5.7	令5.5.7	4616186	4616186	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2521,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603260,1,2,001,000334,202507,,,20250106172422000	2	2	312	590434	202202	コスモテキスタイル(株)	コスモテキスタイル(株)	6996114529	令5.2.28	令5.2.28	令5.6.7	令5.6.7	3658684	3658684	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	2	312	590434	202202	コスモテキスタイル(株)	コスモテキスタイル(株)	6996114529	令5.2.28	令5.2.28	令5.6.7	令5.6.7	3658684	3658684	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2522,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603260,1,3,001,000334,202507,,,20250106172422000	2	3	312	590434	202202	コスモテキスタイル(株)	コスモテキスタイル(株)	6996114529	令5.3.31	令5.3.31	令5.7.7	令5.7.7	1005987	1005987	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	3	312	590434	202202	コスモテキスタイル(株)	コスモテキスタイル(株)	6996114529	令5.3.31	令5.3.31	令5.7.7	令5.7.7	1005987	1005987	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2523,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603260,1,4,001,000334,202507,,,20250106172422000	2	4	312	590434	202202	堀商事(株)	堀商事(株)	7132822551	令5.1.10	令5.1.10	令5.4.20	令5.4.20	716584	716584	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	4	312	590434	202202	堀商事(株)	堀商事(株)	7132822551	令5.1.10	令5.1.10	令5.4.20	令5.4.20	716584	716584	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2524,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603260,1,5,001,000334,202507,,,20250106172422000	2	5	312	590434	202202	堀商專(株)	堀商專(株)	5165680207	令5.2.10	令5.2.10	令5.5.20	令5.5.20	1412344	1412344	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	5	312	590434	202202	堀商專(株)	堀商專(株)	5165680207	令5.2.10	令5.2.10	令5.5.20	令5.5.20	1412344	1412344	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2525,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603260,1,6,001,000334,202507,,,20250106172422000	2	6	312	590434	202202	堀商事(株)	堀商事(株)	7132822551	令5.3.10	令5.3.10	令5.6.20	令5.6.20	240322	240322	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	6	312	590434	202202	堀商事(株)	堀商事(株)	7132822551	令5.3.10	令5.3.10	令5.6.20	令5.6.20	240322	240322	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2526,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603260,1,7,001,000334,202507,,,20250106172422000	2	7	312	590434	202202	野々口(株)	野々口(株)	9779870160	令5.2.10	令5.2.10	令5.4.30	令5.4.30	1329152	1329152	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	7	312	590434	202202	野々口(株)	野々口(株)	9779870160	令5.2.10	令5.2.10	令5.4.30	令5.4.30	1329152	1329152	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2527,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603260,1,8,001,000334,202507,,,20250106172422000	2	8	312	590434	202202	野々口(株)	野々口(株)	9779870160	令5.3.10	令5.3.10	令5.5.31	令5.5.31	2192381	2192381	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	8	312	590434	202202	野々口(株)	野々口(株)	9779870160	令5.3.10	令5.3.10	令5.5.31	令5.5.31	2192381	2192381	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2528,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603260,1,9,001,000334,202507,,,20250106172422000	2	9	312	590434	202202	倉敷紡績(株)	倉敷紡績(株)	0273544004	令5.3.27	令5.3.27	令5.5.23	令5.5.23	650762	650762	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,20250106172422000	2	9	312	590434	202202	倉敷紡績(株)	倉敷紡績(株)	0273544004	令5.3.27	令5.3.27	令5.5.23	令5.5.23	650762	650762	中国銀行福山支店	中国銀行福山支店					電子債権	電子債権,2529,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603260,1,10,001,000334,202507,,,20250106172422000	2	10	312	590434	202202	その他	その他	8636769051					0	0							電子債権	電子債権,20250106172422000	2	10	312	590434	202202	その他	その他	8636769051					0	0							電子債権	電子債権,2530,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
