ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603480,1,1,001,003001,202507,,,20241115115631000	2	1	361	067376	202311	小野藤(株)	小野藤(株)	3054037464	5.6.9	5.6.9	5.9.10	5.9.10	2850804	2850804	中国	中国	富田町	富田町				,20241115115631000	2	1	361	067376	202311	小野藤(株)	小野藤(株)	3054037464	5.6.9	5.6.9	5.9.10	5.9.10	2850804	2850804	中国	中国	富田町	富田町				,2906,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603480,1,2,001,003001,202507,,,20241115115631000	2	2	361	067376	202311	小野藤(株)	小野藤(株)	3054037464	5.5.10	5.5.10	5.8.10	5.8.10	1237038	1237038	中国	中国	富田町	富田町				,20241115115631000	2	2	361	067376	202311	小野藤(株)	小野藤(株)	3054037464	5.5.10	5.5.10	5.8.10	5.8.10	1237038	1237038	中国	中国	富田町	富田町				,2907,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603480,1,3,001,003001,202507,,,20241115115631000	2	3	361	067376	202311	ママダスクールソリューショサービス(株)	ママダスクールソリューショサービス(株)	4285476247	5.5.25	5.5.25	5.8.15	5.8.15	2617559	2617559	常陽	常陽	下館	下館	山陰合同岡山	山陰合同岡山		,20241115115631000	2	3	361	067376	202311	ママダスクールソリューショサービス(株)	ママダスクールソリューショサービス(株)	4285476247	5.5.25	5.5.25	5.8.15	5.8.15	2617559	2617559	常陽	常陽	下館	下館	山陰合同岡山	山陰合同岡山		,2908,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603480,1,4,001,003001,202507,,,20241115115631000	2	4	361	067376	202311	ママダスクールソリューショサービス(株)	ママダスクールソリューショサービス(株)	4285476247	5.6.25	5.6.25	5.9.15	5.9.15	1274925	1274925	常陽	常陽	下館	下館	山陰合同岡山	山陰合同岡山		,20241115115631000	2	4	361	067376	202311	ママダスクールソリューショサービス(株)	ママダスクールソリューショサービス(株)	4285476247	5.6.25	5.6.25	5.9.15	5.9.15	1274925	1274925	常陽	常陽	下館	下館	山陰合同岡山	山陰合同岡山		,2909,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603480,1,5,001,003001,202507,,,20241115115631000	2	5	361	067376	202311	ママダスクールソリューショサービス(株)	ママダスクールソリューショサービス(株)	4285476247	5.7.25	5.7.25	5.10.15	5.10.15	759065	759065	常陽	常陽	下館	下館				,20241115115631000	2	5	361	067376	202311	ママダスクールソリューショサービス(株)	ママダスクールソリューショサービス(株)	4285476247	5.7.25	5.7.25	5.10.15	5.10.15	759065	759065	常陽	常陽	下館	下館				,2910,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603480,1,6,001,003001,202507,,,20241115115631000	2	6	361	067376	202311	株式会社国輝堂	株式会社国輝堂	0034798470	5.7.19	5.7.19	5.10.31	5.10.31	2600000	2600000	広島	広島	福山営業本部	福山営業本部				,20241115115631000	2	6	361	067376	202311	株式会社国輝堂	株式会社国輝堂	0034798470	5.7.19	5.7.19	5.10.31	5.10.31	2600000	2600000	広島	広島	福山営業本部	福山営業本部				,2911,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603480,1,7,001,003001,202507,,,20241115115631000	2	7	361	067376	202311	株式会社国輝堂	株式会社国輝堂	0034798470	5.6.15	5.6.15	5.9.30	5.9.30	1930000	1930000	広島	広島	福山営業本部	福山営業本部				,20241115115631000	2	7	361	067376	202311	株式会社国輝堂	株式会社国輝堂	0034798470	5.6.15	5.6.15	5.9.30	5.9.30	1930000	1930000	広島	広島	福山営業本部	福山営業本部				,2912,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603480,1,8,001,003001,202507,,,20241115115631000	2	8	361	067376	202311	株式会社国輝堂	株式会社国輝堂	0034798470	5.5.15	5.5.15	5.8.31	5.8.31	1500000	1500000	広島	広島	福山営業本部	福山営業本部				,20241115115631000	2	8	361	067376	202311	株式会社国輝堂	株式会社国輝堂	0034798470	5.5.15	5.5.15	5.8.31	5.8.31	1500000	1500000	広島	広島	福山営業本部	福山営業本部				,2913,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603480,1,9,001,003001,202507,,,20241115115631000	2	9	361	067376	202311	株式会社山田屋制服	株式会社山田屋制服	9498591468	5.5.10	5.5.10	5.8.8	5.8.8	2582520	2582520	みずほ	みずほ	姫路	姫路	山陰合同岡山	山陰合同岡山		,20241115115631000	2	9	361	067376	202311	株式会社山田屋制服	株式会社山田屋制服	9498591468	5.5.10	5.5.10	5.8.8	5.8.8	2582520	2582520	みずほ	みずほ	姫路	姫路	山陰合同岡山	山陰合同岡山		,2914,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603480,1,10,001,003001,202507,,,20241115115631000	2	10	361	067376	202311	(株)小西商店	(株)小西商店	5079542840	5.5.31	5.5.31	5.8.31	5.8.31	2529336	2529336	北國	北國	小松	小松				,20241115115631000	2	10	361	067376	202311	(株)小西商店	(株)小西商店	5079542840	5.5.31	5.5.31	5.8.31	5.8.31	2529336	2529336	北國	北國	小松	小松				,2915,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
