ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603550,1,1,001,003015,202507,,,20250503135459000	2	1	222	796965	202311	受取手形	受取手形	0703090348														,20250503135459000	2	1	222	796965	202311	受取手形	受取手形	0703090348														,2646,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603550,1,2,001,003015,202507,,,20250503135459000	2	2	222	796965	202311	住田自動車	住田自動車	9631043714	令5.9.30	令5.9.30	令5.12.31	令5.12.31	343211	343211	吉備信用金庫	吉備信用金庫	本店	本店				,20250503135459000	2	2	222	796965	202311	住田自動車	住田自動車	9631043714	令5.9.30	令5.9.30	令5.12.31	令5.12.31	343211	343211	吉備信用金庫	吉備信用金庫	本店	本店				,2647,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603550,1,3,001,003015,202507,,,20250503135459000	2	3	222	796965	202311	住田自動車	住田自動車	9631043714	令5.10.30	令5.10.30	令6.1.31	令6.1.31	371173	371173	吉備信用金庫	吉備信用金庫	本店	本店				,20250503135459000	2	3	222	796965	202311	住田自動車	住田自動車	9631043714	令5.10.30	令5.10.30	令6.1.31	令6.1.31	371173	371173	吉備信用金庫	吉備信用金庫	本店	本店				,2648,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603550,1,4,001,003015,202507,,,20250503135459000	2	4	222	796965	202311	住田自動車	住田自動車	9631043714	令5.11.29	令5.11.29	令6.2.29	令6.2.29	362897	362897	吉備信用金庫	吉備信用金庫	本店	本店				,20250503135459000	2	4	222	796965	202311	住田自動車	住田自動車	9631043714	令5.11.29	令5.11.29	令6.2.29	令6.2.29	362897	362897	吉備信用金庫	吉備信用金庫	本店	本店				,2649,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603550,1,5,001,003015,202507,,,20250503135459000	2	5	222	796965	202311	住田自動車	住田自動車	9631043714	令5.12.27	令5.12.27	令6.3.30	令6.3.30	301136	301136	吉備信用金竃	吉備信用金竃	本店	本店				,20250503135459000	2	5	222	796965	202311	住田自動車	住田自動車	9631043714	令5.12.27	令5.12.27	令6.3.30	令6.3.30	301136	301136	吉備信用金竃	吉備信用金竃	本店	本店				,2650,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603550,1,6,001,003015,202507,,,20250503135459000	2	6	222	796965	202311	その他	その他	3663735848					40977	40977								,20250503135459000	2	6	222	796965	202311	その他	その他	3663735848					40977	40977								,2651,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603550,1,7,001,003015,202507,,,20250503135459000	2	8	222	796965	202311	譲渡手形	譲渡手形	4566453150														,20250503135459000	2	8	222	796965	202311	譲渡手形	譲渡手形	4566453150														,2652,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603550,1,8,001,003015,202507,,,20250503135459000	2	9	222	796965	202311	妹株会社難波塗装店	妹株会社難波塗装店	8505608753	令5.9.5	令5.9.5	令6.1.7	令6.1.7	219248	219248	伊予銀行	伊予銀行	岡山支店	岡山支店			大同塗料(株)	大同塗料(株),20250503135459000	2	9	222	796965	202311	妹株会社難波塗装店	妹株会社難波塗装店	8505608753	令5.9.5	令5.9.5	令6.1.7	令6.1.7	219248	219248	伊予銀行	伊予銀行	岡山支店	岡山支店			大同塗料(株)	大同塗料(株),2653,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603550,1,9,001,003015,202507,,,20250503135459000	2	10	222	796965	202311	妹株会社難波塗装店	妹株会社難波塗装店	8505608753	令5.9.30	令5.9.30	令6.2.7	令6.2.7	247694	247694	伊予銀行	伊予銀行	岡山支店	岡山支店			(株)アチーブ	(株)アチーブ,20250503135459000	2	10	222	796965	202311	妹株会社難波塗装店	妹株会社難波塗装店	8505608753	令5.9.30	令5.9.30	令6.2.7	令6.2.7	247694	247694	伊予銀行	伊予銀行	岡山支店	岡山支店			(株)アチーブ	(株)アチーブ,2654,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603550,1,10,001,003015,202507,,,20250503135459000	2	11	222	796965	202311	大和溶材(株)	大和溶材(株)	1247536095	令5.10.14	令5.10.14	令6.1.31	令6.1.31	243980	243980	大阪シティ信用金庫	大阪シティ信用金庫	平野上町支店	平野上町支店			日本ペイント(株)	日本ペイント(株),20250503135459000	2	11	222	796965	202311	大和溶材(株)	大和溶材(株)	1247536095	令5.10.14	令5.10.14	令6.1.31	令6.1.31	243980	243980	大阪シティ信用金庫	大阪シティ信用金庫	平野上町支店	平野上町支店			日本ペイント(株)	日本ペイント(株),2655,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
