ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600000,1,1,001,000001,202507,,,20241203212621000	2	1	212	059980	202402	(株)DNPテクノパーク	(株)DNPテクノパーク	9433447997			令5.6.5	令5.6.5	787446	787446	みずほ銀行	みずほ銀行	市ヶ谷支店	市ヶ谷支店				,20241203212621000	2	1	212	059980	202402	(株)DNPテクノパーク	(株)DNPテクノパーク	9433447997			令5.6.5	令5.6.5	787446	787446	みずほ銀行	みずほ銀行	市ヶ谷支店	市ヶ谷支店				,2377,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600000,1,2,001,000001,202507,,,20241203212621000	2	2	212	059980	202402	(株)DNPテクノパーク	(株)DNPテクノパーク	9433447997			令5.7.5	令5.7.5	1168526	1168526	みずほ銀行	みずほ銀行	市ヶ谷支店	市ヶ谷支店				,20241203212621000	2	2	212	059980	202402	(株)DNPテクノパーク	(株)DNPテクノパーク	9433447997			令5.7.5	令5.7.5	1168526	1168526	みずほ銀行	みずほ銀行	市ヶ谷支店	市ヶ谷支店				,2378,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600000,1,3,001,000001,202507,,,20241203212621000	2	3	212	059980	202402	(株)アイスジャパン	(株)アイスジャパン	2776566599			令5.6.30	令5.6.30	383663	383663	室蘭信用金庫	室蘭信用金庫	東室蘭支店	東室蘭支店				,20241203212621000	2	3	212	059980	202402	(株)アイスジャパン	(株)アイスジャパン	2776566599			令5.6.30	令5.6.30	383663	383663	室蘭信用金庫	室蘭信用金庫	東室蘭支店	東室蘭支店				,2379,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600000,1,4,001,000001,202507,,,20241203212621000	2	5	212	059980	202402	(株)DNPテクノパー	(株)DNPテクノパー	5361218302			令5.4.5	令5.4.5	1932084	1932084	みずほ銀行	みずほ銀行	市ヶ谷支店	市ヶ谷支店	北海道信用金庫発寒支店	北海道信用金庫発寒支店		,20241203212621000	2	5	212	059980	202402	(株)DNPテクノパー	(株)DNPテクノパー	5361218302			令5.4.5	令5.4.5	1932084	1932084	みずほ銀行	みずほ銀行	市ヶ谷支店	市ヶ谷支店	北海道信用金庫発寒支店	北海道信用金庫発寒支店		,2380,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600000,1,5,001,000001,202507,,,20241203212621000	2	6	212	059980	202402	梅田(株)	梅田(株)	8166840577			令5.4.10	令5.4.10	184781	184781	北洋銀行	北洋銀行	末広町支店	末広町支店	苫小牧信金札幌支店	苫小牧信金札幌支店		,20241203212621000	2	6	212	059980	202402	梅田(株)	梅田(株)	8166840577			令5.4.10	令5.4.10	184781	184781	北洋銀行	北洋銀行	末広町支店	末広町支店	苫小牧信金札幌支店	苫小牧信金札幌支店		,2381,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600000,1,6,001,000001,202507,,,20241203212621000	2	7	212	059980	202402	(株)DNPテクノパー	(株)DNPテクノパー	5361218302			令5.5.5	令5.5.5	1329512	1329512	みずほ銀行	みずほ銀行	市ヶ谷支店	市ヶ谷支店	秋田銀行宮の沢支店	秋田銀行宮の沢支店		,20241203212621000	2	7	212	059980	202402	(株)DNPテクノパー	(株)DNPテクノパー	5361218302			令5.5.5	令5.5.5	1329512	1329512	みずほ銀行	みずほ銀行	市ヶ谷支店	市ヶ谷支店	秋田銀行宮の沢支店	秋田銀行宮の沢支店		,2382,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600000,1,7,001,000001,202507,,,20241203212621000	2	8	212	059980	202402	梅田(株)	梅田(株)	8166840577			令5.5.10	令5.5.10	183579	183579	北洋銀行	北洋銀行	末広町支店	末広町支店	苫小牧信金札幌支店	苫小牧信金札幌支店		,20241203212621000	2	8	212	059980	202402	梅田(株)	梅田(株)	8166840577			令5.5.10	令5.5.10	183579	183579	北洋銀行	北洋銀行	末広町支店	末広町支店	苫小牧信金札幌支店	苫小牧信金札幌支店		,2383,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600000,1,8,001,000001,202507,,,20241203212621000	2	9	212	059980	202402	(株)三宝	(株)三宝	5653251264			令5.5.15	令5.5.15	1594596	1594596	りそな銀行	りそな銀行	上六支店	上六支店	苫小牧信金札幌支店	苫小牧信金札幌支店		,20241203212621000	2	9	212	059980	202402	(株)三宝	(株)三宝	5653251264			令5.5.15	令5.5.15	1594596	1594596	りそな銀行	りそな銀行	上六支店	上六支店	苫小牧信金札幌支店	苫小牧信金札幌支店		,2384,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600000,1,9,001,000001,202507,,,20241203212621000	2	10	212	059980	202402	(株)だるま食品	(株)だるま食品	0063968957			令5.4.30	令5.4.30	673200	673200	北洋銀行	北洋銀行	五稜郭公園支店	五稜郭公園支店	北海道信用金庫発寒支店	北海道信用金庫発寒支店		,20241203212621000	2	10	212	059980	202402	(株)だるま食品	(株)だるま食品	0063968957			令5.4.30	令5.4.30	673200	673200	北洋銀行	北洋銀行	五稜郭公園支店	五稜郭公園支店	北海道信用金庫発寒支店	北海道信用金庫発寒支店		,2385,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600000,1,10,001,000001,202507,,,20241203212621000	2	11	212	059980	202402	オシキリ食品(株)	オシキリ食品(株)	8775805231			令5.4.10	令5.4.10	17764080	17764080	秋田銀行	秋田銀行	札幌支店	札幌支店	北海道信用金庫発寒支店	北海道信用金庫発寒支店		,20241203212621000	2	11	212	059980	202402	オシキリ食品(株)	オシキリ食品(株)	8775805231			令5.4.10	令5.4.10	17764080	17764080	秋田銀行	秋田銀行	札幌支店	札幌支店	北海道信用金庫発寒支店	北海道信用金庫発寒支店		,2386,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
