ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600340,1,14,001,000035,202507,,,20250530221219000	2	14	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.2.24	令5.2.24	令5.6.19	令5.6.19	2000000	2000000	三井住友	三井住友	神田駅前	神田駅前				,20250530221219000	2	14	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.2.24	令5.2.24	令5.6.19	令5.6.19	2000000	2000000	三井住友	三井住友	神田駅前	神田駅前				,2198,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085600340,1,15,001,000035,202507,,,20250530221219000	2	15	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.2.24	令5.2.24	令5.6.19	令5.6.19	1500187	1500187	三井住友	三井住友	神田駅前	神田駅前				,20250530221219000	2	15	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.2.24	令5.2.24	令5.6.19	令5.6.19	1500187	1500187	三井住友	三井住友	神田駅前	神田駅前				,2199,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085600340,1,16,001,000035,202507,,,20250530221219000	2	16	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.3.24	令5.3.24	令5.7.14	令5.7.14	10000000	10000000	三井住友	三井住友	神田駅前	神田駅前				,20250530221219000	2	16	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.3.24	令5.3.24	令5.7.14	令5.7.14	10000000	10000000	三井住友	三井住友	神田駅前	神田駅前				,2200,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085600340,1,17,001,000035,202507,,,20250530221219000	2	17	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.3.24	令5.3.24	令5.7.14	令5.7.14	2000000	2000000	三井住友	三井住友	神田駅前	神田駅前				,20250530221219000	2	17	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.3.24	令5.3.24	令5.7.14	令5.7.14	2000000	2000000	三井住友	三井住友	神田駅前	神田駅前				,2201,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085600340,1,18,001,000035,202507,,,20250530221219000	2	18	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.3.24	令5.3.24	令4.7.14	令4.7.14	1887435	1887435	三井住友	三井住友	神田駅前	神田駅前				,20250530221219000	2	18	301	438151	202407	(株)イワキ	(株)イワキ	1583183271	令5.3.24	令5.3.24	令4.7.14	令4.7.14	1887435	1887435	三井住友	三井住友	神田駅前	神田駅前				,2202,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085600340,1,19,001,000035,202507,,,20250530221219000	2	19	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令4.12.15	令4.12.15	令5.4.15	令5.4.15	968602	968602	池田泉州	池田泉州	池田営業部	池田営業部				,20250530221219000	2	19	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令4.12.15	令4.12.15	令5.4.15	令5.4.15	968602	968602	池田泉州	池田泉州	池田営業部	池田営業部				,2203,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085600340,1,20,001,000035,202507,,,20250530221219000	2	20	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令5.1.15	令5.1.15	令5.5.15	令5.5.15	2000000	2000000	池田泉州	池田泉州	池田営業部	池田営業部				,20250530221219000	2	20	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令5.1.15	令5.1.15	令5.5.15	令5.5.15	2000000	2000000	池田泉州	池田泉州	池田営業部	池田営業部				,2204,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
20250723085600340,1,21,001,000035,202507,,,20250530221219000	2	21	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令5.1.15	令5.1.15	令5.5.15	令5.5.15	43908	43908	池田泉州	池田泉州	池田営業部	池田営業部				,20250530221219000	2	21	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令5.1.15	令5.1.15	令5.5.15	令5.5.15	43908	43908	池田泉州	池田泉州	池田営業部	池田営業部				,2205,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,21,,,testuser
20250723085600340,1,22,001,000035,202507,,,20250530221219000	2	22	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令5.2.15	令5.2.15	令5.6.15	令5.6.15	711764	711764	池田泉州	池田泉州	池田営業部	池田営業部				,20250530221219000	2	22	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令5.2.15	令5.2.15	令5.6.15	令5.6.15	711764	711764	池田泉州	池田泉州	池田営業部	池田営業部				,2206,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,22,,,testuser
20250723085600340,1,23,001,000035,202507,,,20250530221219000	2	23	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令5.3.5	令5.3.5	令5.7.15	令5.7.15	1439596	1439596	池田泉州	池田泉州	池田営業部	池田営業部				,20250530221219000	2	23	301	438151	202407	(株)ネリキ	(株)ネリキ	4605815228	令5.3.5	令5.3.5	令5.7.15	令5.7.15	1439596	1439596	池田泉州	池田泉州	池田営業部	池田営業部				,2207,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,23,,,testuser
