ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603310,1,12,001,000339,202507,,,20250326161516000	2	12	241	637953	202404	(株)ジェイ・エム・エスME	(株)ジェイ・エム・エスME	2594081972	R5.4.25	R5.4.25	R5.8.25	R5.8.25	1046957	1046957	もみじ銀行本店営業部	もみじ銀行本店営業部						,20250326161516000	2	12	241	637953	202404	(株)ジェイ・エム・エスME	(株)ジェイ・エム・エスME	2594081972	R5.4.25	R5.4.25	R5.8.25	R5.8.25	1046957	1046957	もみじ銀行本店営業部	もみじ銀行本店営業部						,2241,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085603310,1,13,001,000339,202507,,,20250326161516000	2	13	241	637953	202404	住友精密工業(株)	住友精密工業(株)	0513578654	R5.4.28	R5.4.28	R5.8.31	R5.8.31	5000000	5000000	三井住友銀行大阪本店営業部	三井住友銀行大阪本店営業部						,20250326161516000	2	13	241	637953	202404	住友精密工業(株)	住友精密工業(株)	0513578654	R5.4.28	R5.4.28	R5.8.31	R5.8.31	5000000	5000000	三井住友銀行大阪本店営業部	三井住友銀行大阪本店営業部						,2242,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085603310,1,14,001,000339,202507,,,20250326161516000	2	14	241	637953	202404	住友精密工業(株)	住友精密工業(株)	0513578654	R5.4.28	R5.4.28	R5.8.31	R5.8.31	1929558	1929558	三井住友銀行大阪本店営業部	三井住友銀行大阪本店営業部						,20250326161516000	2	14	241	637953	202404	住友精密工業(株)	住友精密工業(株)	0513578654	R5.4.28	R5.4.28	R5.8.31	R5.8.31	1929558	1929558	三井住友銀行大阪本店営業部	三井住友銀行大阪本店営業部						,2243,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085603310,1,15,001,000339,202507,,,20250326161516000	2	15	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	R5.5.25	R5.5.25	R5.9.25	R5.9.25	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,20250326161516000	2	15	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	R5.5.25	R5.5.25	R5.9.25	R5.9.25	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,2244,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085603310,1,16,001,000339,202507,,,20250326161516000	2	16	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	R5.5.25	R5.5.25	R5.9.25	R5.9.25	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,20250326161516000	2	16	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	R5.5.25	R5.5.25	R5.9.25	R5.9.25	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,2245,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085603310,1,17,001,000339,202507,,,20250326161516000	2	17	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	R5.5.25	R5.5.25	R5.9.25	R5.9.25	2730145	2730145	もみじ銀行本店営業部	もみじ銀行本店営業部						,20250326161516000	2	17	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	R5.5.25	R5.5.25	R5.9.25	R5.9.25	2730145	2730145	もみじ銀行本店営業部	もみじ銀行本店営業部						,2246,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085603310,1,18,001,000339,202507,,,20250326161516000	2	18	241	637953	202404	ビー・エル・オートテック(株)	ビー・エル・オートテック(株)	1150136147	45071	45071	45194	45194	2017290	2017290	三井住友銀行神戸営業部	三井住友銀行神戸営業部						,20250326161516000	2	18	241	637953	202404	ビー・エル・オートテック(株)	ビー・エル・オートテック(株)	1150136147	45071	45071	45194	45194	2017290	2017290	三井住友銀行神戸営業部	三井住友銀行神戸営業部						,2247,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085603310,1,19,001,000339,202507,,,20250326161516000	2	19	241	637953	202404	住友精密工業(株)	住友精密工業(株)	0513578654	45077	45077	45199	45199	3000000	3000000	三井住友銀行大阪本店営業部	三井住友銀行大阪本店営業部						,20250326161516000	2	19	241	637953	202404	住友精密工業(株)	住友精密工業(株)	0513578654	45077	45077	45199	45199	3000000	3000000	三井住友銀行大阪本店営業部	三井住友銀行大阪本店営業部						,2248,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085603310,1,20,001,000339,202507,,,20250326161516000	2	20	241	637953	202404	住友精密工業(株)	住友精密工業(株)	0513578654	45077	45077	45199	45199	2025678	2025678	三井住友銀行大阪本店営業部	三井住友銀行大阪本店営業部						,20250326161516000	2	20	241	637953	202404	住友精密工業(株)	住友精密工業(株)	0513578654	45077	45077	45199	45199	2025678	2025678	三井住友銀行大阪本店営業部	三井住友銀行大阪本店営業部						,2249,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
20250723085603310,1,21,001,000339,202507,,,20250326161516000	2	21	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	45103	45103	45224	45224	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,20250326161516000	2	21	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	45103	45103	45224	45224	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,2250,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,21,,,testuser
20250723085603310,1,22,001,000339,202507,,,20250326161516000	2	22	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	45103	45103	45224	45224	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,20250326161516000	2	22	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	45103	45103	45224	45224	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,2251,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,22,,,testuser
20250723085603310,1,23,001,000339,202507,,,20250326161516000	2	23	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	45103	45103	45224	45224	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,20250326161516000	2	23	241	637953	202404	(株)ジェイ・エム・エス広島本社	(株)ジェイ・エム・エス広島本社	9913452666	45103	45103	45224	45224	10000000	10000000	もみじ銀行本店営業部	もみじ銀行本店営業部						,2252,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,23,,,testuser
