ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085602930,1,1,001,000299,202507,,,20250520164811000	2	1	152	606573	202306	(株)赤木鉄工所	(株)赤木鉄工所	3352046727	令5.6.26	令5.6.26	令5.8.20	令5.8.20	20000000	20000000					宮崎銀行	宮崎銀行		,20250520164811000	2	1	152	606573	202306	(株)赤木鉄工所	(株)赤木鉄工所	3352046727	令5.6.26	令5.6.26	令5.8.20	令5.8.20	20000000	20000000					宮崎銀行	宮崎銀行		,2351,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602930,1,2,001,000299,202507,,,20250520164811000	2	2	152	606573	202306	(株)鎌田建築	(株)鎌田建築	7365710803	令5.3.27	令5.3.27	令5.8.5	令5.8.5	1167300	1167300					宮崎銀行	宮崎銀行		,20250520164811000	2	2	152	606573	202306	(株)鎌田建築	(株)鎌田建築	7365710803	令5.3.27	令5.3.27	令5.8.5	令5.8.5	1167300	1167300					宮崎銀行	宮崎銀行		,2352,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602930,1,3,001,000299,202507,,,20250520164811000	2	3	152	606573	202306	(株)共立電機製作所	(株)共立電機製作所	6783297528	令5.1.16	令5.1.16	令5.7.15	令5.7.15	4701990	4701990					宮崎銀行	宮崎銀行		,20250520164811000	2	3	152	606573	202306	(株)共立電機製作所	(株)共立電機製作所	6783297528	令5.1.16	令5.1.16	令5.7.15	令5.7.15	4701990	4701990					宮崎銀行	宮崎銀行		,2353,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602930,1,4,001,000299,202507,,,20250520164811000	2	4	152	606573	202306	(株)共立電機製作所	(株)共立電機製作所	6783297528	令5.3.10	令5.3.10	令5.9.15	令5.9.15	20000000	20000000					宮崎銀行	宮崎銀行		,20250520164811000	2	4	152	606573	202306	(株)共立電機製作所	(株)共立電機製作所	6783297528	令5.3.10	令5.3.10	令5.9.15	令5.9.15	20000000	20000000					宮崎銀行	宮崎銀行		,2354,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602930,1,5,001,000299,202507,,,20250520164811000	2	5	152	606573	202306	(株)共立電機製作所	(株)共立電機製作所	6783297528	令5.2.13	令5.2.13	令5.8.15	令5.8.15	5000000	5000000					宮崎銀行	宮崎銀行		,20250520164811000	2	5	152	606573	202306	(株)共立電機製作所	(株)共立電機製作所	6783297528	令5.2.13	令5.2.13	令5.8.15	令5.8.15	5000000	5000000					宮崎銀行	宮崎銀行		,2355,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602930,1,6,001,000299,202507,,,20250520164811000	2	6	152	606573	202306	共同日ノ出産業(株)	共同日ノ出産業(株)	6082163067	令5.2.21	令5.2.21	令5.7.21	令5.7.21	2472412	2472412					宮崎銀行	宮崎銀行		,20250520164811000	2	6	152	606573	202306	共同日ノ出産業(株)	共同日ノ出産業(株)	6082163067	令5.2.21	令5.2.21	令5.7.21	令5.7.21	2472412	2472412					宮崎銀行	宮崎銀行		,2356,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602930,1,7,001,000299,202507,,,20250520164811000	2	7	152	606573	202306	共同日ノ出産業(株)	共同日ノ出産業(株)	6082163067	令5.5.21	令5.5.21	令5.10.21	令5.10.21	4848511	4848511					宮崎銀行	宮崎銀行		,20250520164811000	2	7	152	606573	202306	共同日ノ出産業(株)	共同日ノ出産業(株)	6082163067	令5.5.21	令5.5.21	令5.10.21	令5.10.21	4848511	4848511					宮崎銀行	宮崎銀行		,2357,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602930,1,8,001,000299,202507,,,20250520164811000	2	8	152	606573	202306	大淀開発(株)	大淀開発(株)	4014056299	令5.5.25	令5.5.25	令5.9.20	令5.9.20	5000000	5000000					宮崎銀行	宮崎銀行		,20250520164811000	2	8	152	606573	202306	大淀開発(株)	大淀開発(株)	4014056299	令5.5.25	令5.5.25	令5.9.20	令5.9.20	5000000	5000000					宮崎銀行	宮崎銀行		,2358,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602930,1,9,001,000299,202507,,,20250520164811000	2	9	152	606573	202306	自見産業(株)	自見産業(株)	9177197461	令5.2.27	令5.2.27	令5.7.10	令5.7.10	4577171	4577171					宮崎銀行	宮崎銀行		,20250520164811000	2	9	152	606573	202306	自見産業(株)	自見産業(株)	9177197461	令5.2.27	令5.2.27	令5.7.10	令5.7.10	4577171	4577171					宮崎銀行	宮崎銀行		,2359,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602930,1,10,001,000299,202507,,,20250520164811000	2	10	152	606573	202306	その他	その他	1094210379					6676882	6676882					西日本シティ銀行	西日本シティ銀行		,20250520164811000	2	10	152	606573	202306	その他	その他	1094210379					6676882	6676882					西日本シティ銀行	西日本シティ銀行		,2360,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
