ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085602280,1,1,001,000233,202507,,,20241001171423000	2	1	031	623742	202302	(株)土佐屋	(株)土佐屋	0532334478	5.5.31	5.5.31	5.9.20	5.9.20	330000	330000	鹿児島銀行	鹿児島銀行	本店営業部	本店営業部				,20241001171423000	2	1	031	623742	202302	(株)土佐屋	(株)土佐屋	0532334478	5.5.31	5.5.31	5.9.20	5.9.20	330000	330000	鹿児島銀行	鹿児島銀行	本店営業部	本店営業部				,2444,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602280,1,2,001,000233,202507,,,20241001171423000	2	2	031	623742	202302	(株)土佐屋	(株)土佐屋	0532334478	5.6.30	5.6.30	5.10.20	5.10.20	141295	141295	鹿児島銀行	鹿児島銀行	本店営薬部	本店営薬部				,20241001171423000	2	2	031	623742	202302	(株)土佐屋	(株)土佐屋	0532334478	5.6.30	5.6.30	5.10.20	5.10.20	141295	141295	鹿児島銀行	鹿児島銀行	本店営薬部	本店営薬部				,2445,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602280,1,3,001,000233,202507,,,20241001171423000	2	3	031	623742	202302	啓和ファインマテリアル(株)	啓和ファインマテリアル(株)	8416561437	5.5.31	5.5.31	5.10.2	5.10.2	2171400	2171400	中国銀行	中国銀行	三石皮店	三石皮店				,20241001171423000	2	3	031	623742	202302	啓和ファインマテリアル(株)	啓和ファインマテリアル(株)	8416561437	5.5.31	5.5.31	5.10.2	5.10.2	2171400	2171400	中国銀行	中国銀行	三石皮店	三石皮店				,2446,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602280,1,4,001,000233,202507,,,20241001171423000	2	4	031	623742	202302	啓和ファインマテリアル(株)	啓和ファインマテリアル(株)	8416561437	5.7.31	5.7.31	5.11.30	5.11.30	1000000	1000000	中国銀行	中国銀行	三石支店	三石支店				,20241001171423000	2	4	031	623742	202302	啓和ファインマテリアル(株)	啓和ファインマテリアル(株)	8416561437	5.7.31	5.7.31	5.11.30	5.11.30	1000000	1000000	中国銀行	中国銀行	三石支店	三石支店				,2447,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602280,1,5,001,000233,202507,,,20241001171423000	2	5	031	623742	202302	啓和ファインマテリアル(株)	啓和ファインマテリアル(株)	8416561437	5.7.31	5.7.31	5.11.30	5.11.30	27400	27400	中国銀行	中国銀行	三石支店	三石支店				,20241001171423000	2	5	031	623742	202302	啓和ファインマテリアル(株)	啓和ファインマテリアル(株)	8416561437	5.7.31	5.7.31	5.11.30	5.11.30	27400	27400	中国銀行	中国銀行	三石支店	三石支店				,2448,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602280,1,6,001,000233,202507,,,20241001171423000	2	6	031	623742	202302	啓和ファインマテリアル(株)	啓和ファインマテリアル(株)	8416561437	5.8.31	5.8.31	6.1.4	6.1.4	858000	858000	中国銀行	中国銀行	三石支店	三石支店				,20241001171423000	2	6	031	623742	202302	啓和ファインマテリアル(株)	啓和ファインマテリアル(株)	8416561437	5.8.31	5.8.31	6.1.4	6.1.4	858000	858000	中国銀行	中国銀行	三石支店	三石支店				,2449,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602280,1,7,001,000233,202507,,,20241001171423000	2	7	031	623742	202302	三石耐火煉瓦(株)	三石耐火煉瓦(株)	2702130662	5.3.31	5.3.31	5.10.2	5.10.2	227816	227816	中国銀行	中国銀行	三石支店	三石支店				,20241001171423000	2	7	031	623742	202302	三石耐火煉瓦(株)	三石耐火煉瓦(株)	2702130662	5.3.31	5.3.31	5.10.2	5.10.2	227816	227816	中国銀行	中国銀行	三石支店	三石支店				,2450,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602280,1,8,001,000233,202507,,,20241001171423000	2	8	031	623742	202302	三石耐火煉瓦(株)	三石耐火煉瓦(株)	2702130662	5.6.28	5.6.28	5.10.31	5.10.31	219890	219890	中国銀行	中国銀行	三石支店	三石支店				,20241001171423000	2	8	031	623742	202302	三石耐火煉瓦(株)	三石耐火煉瓦(株)	2702130662	5.6.28	5.6.28	5.10.31	5.10.31	219890	219890	中国銀行	中国銀行	三石支店	三石支店				,2451,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602280,1,9,001,000233,202507,,,20241001171423000	2	9	031	623742	202302	三石耐火煉瓦(株)	三石耐火煉瓦(株)	2702130662	5.8.31	5.8.31	6.1.4	6.1.4	372658	372658	中国銀行	中国銀行	三石支店	三石支店				,20241001171423000	2	9	031	623742	202302	三石耐火煉瓦(株)	三石耐火煉瓦(株)	2702130662	5.8.31	5.8.31	6.1.4	6.1.4	372658	372658	中国銀行	中国銀行	三石支店	三石支店				,2452,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602280,1,10,001,000233,202507,,,20241001171423000	2	10	031	623742	202302	神根産業(株)	神根産業(株)	8552044397	5.6.30	5.6.30	5.10.2	5.10.2	321200	321200	中国銀行	中国銀行	三石支店	三石支店				,20241001171423000	2	10	031	623742	202302	神根産業(株)	神根産業(株)	8552044397	5.6.30	5.6.30	5.10.2	5.10.2	321200	321200	中国銀行	中国銀行	三石支店	三石支店				,2453,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
