ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600450,1,1,001,000047,202507,,,20240822084809000	2	1	221	390063	202307	(株)コージー本舗	(株)コージー本舗	8599107159	令4.3.10	令4.3.10	令4.7.3	令4.7.3	13659800	13659800	みずほ銀行	みずほ銀行	浅草支店	浅草支店				,20240822084809000	2	1	221	390063	202307	(株)コージー本舗	(株)コージー本舗	8599107159	令4.3.10	令4.3.10	令4.7.3	令4.7.3	13659800	13659800	みずほ銀行	みずほ銀行	浅草支店	浅草支店				,2958,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600450,1,2,001,000047,202507,,,20240822084809000	2	2	221	390063	202307	(株)コスメナチュラルズ	(株)コスメナチュラルズ	1936669085	令4.3.31	令4.3.31	令4.7.10	令4.7.10	3678802	3678802	三井生友銀行	三井生友銀行	浜松町支店	浜松町支店				,20240822084809000	2	2	221	390063	202307	(株)コスメナチュラルズ	(株)コスメナチュラルズ	1936669085	令4.3.31	令4.3.31	令4.7.10	令4.7.10	3678802	3678802	三井生友銀行	三井生友銀行	浜松町支店	浜松町支店				,2959,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600450,1,3,001,000047,202507,,,20240822084809000	2	3	221	390063	202307	(袋)ピカソ美化学研究所	(袋)ピカソ美化学研究所	7950828797	令4・3・31	令4・3・31	令4.7.10	令4.7.10	623568	623568	りそな銀行	りそな銀行	西宮北口支店	西宮北口支店				,20240822084809000	2	3	221	390063	202307	(袋)ピカソ美化学研究所	(袋)ピカソ美化学研究所	7950828797	令4・3・31	令4・3・31	令4.7.10	令4.7.10	623568	623568	りそな銀行	りそな銀行	西宮北口支店	西宮北口支店				,2960,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600450,1,4,001,000047,202507,,,20240822084809000	2	4	221	390063	202307	(株)コージー本舖	(株)コージー本舖	3640106450	令4.4.10	令4.4.10	令4.8.3	令4.8.3	4299680	4299680	みずほ銀行	みずほ銀行	浅草支店	浅草支店				,20240822084809000	2	4	221	390063	202307	(株)コージー本舖	(株)コージー本舖	3640106450	令4.4.10	令4.4.10	令4.8.3	令4.8.3	4299680	4299680	みずほ銀行	みずほ銀行	浅草支店	浅草支店				,2961,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600450,1,5,001,000047,202507,,,20240822084809000	2	5	221	390063	202307	(株)コスメナチュラルズ	(株)コスメナチュラルズ	1936669085	令4.4.28	令4.4.28	令4.8.10	令4.8.10	2048266	2048266	三井生友銀行	三井生友銀行	浜松町支店	浜松町支店				,20240822084809000	2	5	221	390063	202307	(株)コスメナチュラルズ	(株)コスメナチュラルズ	1936669085	令4.4.28	令4.4.28	令4.8.10	令4.8.10	2048266	2048266	三井生友銀行	三井生友銀行	浜松町支店	浜松町支店				,2962,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600450,1,6,001,000047,202507,,,20240822084809000	2	6	221	390063	202307	(袋)ピカソ美化学研究所	(袋)ピカソ美化学研究所	7950828797	令4・4・28	令4・4・28	令4.8.10	令4.8.10	1294590	1294590	りそな銀行	りそな銀行	西宮北口支店	西宮北口支店				,20240822084809000	2	6	221	390063	202307	(袋)ピカソ美化学研究所	(袋)ピカソ美化学研究所	7950828797	令4・4・28	令4・4・28	令4.8.10	令4.8.10	1294590	1294590	りそな銀行	りそな銀行	西宮北口支店	西宮北口支店				,2963,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600450,1,7,001,000047,202507,,,20240822084809000	2	7	221	390063	202307	(株)コージー本舗	(株)コージー本舗	8599107159	令4.5.10	令4.5.10	令4.9.3	令4.9.3	31181082	31181082	みずほ銀行	みずほ銀行	浅草支店	浅草支店				,20240822084809000	2	7	221	390063	202307	(株)コージー本舗	(株)コージー本舗	8599107159	令4.5.10	令4.5.10	令4.9.3	令4.9.3	31181082	31181082	みずほ銀行	みずほ銀行	浅草支店	浅草支店				,2964,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600450,1,8,001,000047,202507,,,20240822084809000	2	8	221	390063	202307	エルソルプロダクツ(株)	エルソルプロダクツ(株)	3139388989	令4.5.31	令4.5.31	令4.7.31	令4.7.31	35406669	35406669	みずほ銀行	みずほ銀行	堂島支店	堂島支店				,20240822084809000	2	8	221	390063	202307	エルソルプロダクツ(株)	エルソルプロダクツ(株)	3139388989	令4.5.31	令4.5.31	令4.7.31	令4.7.31	35406669	35406669	みずほ銀行	みずほ銀行	堂島支店	堂島支店				,2965,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600450,1,9,001,000047,202507,,,20240822084809000	2	9	221	390063	202307	(袋)ピカソ美化学研究所	(袋)ピカソ美化学研究所	7950828797	令4.5.31	令4.5.31	令4.9.10	令4.9.10	1902494	1902494	りそな銀行	りそな銀行	西宮北口支店	西宮北口支店				,20240822084809000	2	9	221	390063	202307	(袋)ピカソ美化学研究所	(袋)ピカソ美化学研究所	7950828797	令4.5.31	令4.5.31	令4.9.10	令4.9.10	1902494	1902494	りそな銀行	りそな銀行	西宮北口支店	西宮北口支店				,2966,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600450,1,10,001,000047,202507,,,20240822084809000	2	10	221	390063	202307	(株)コスメナチュラルズ	(株)コスメナチュラルズ	1936669085	令4.5.31	令4.5.31	令4.9.10	令4.9.10	1466608	1466608	三井住友銀行	三井住友銀行	浜松町支店	浜松町支店				,20240822084809000	2	10	221	390063	202307	(株)コスメナチュラルズ	(株)コスメナチュラルズ	1936669085	令4.5.31	令4.5.31	令4.9.10	令4.9.10	1466608	1466608	三井住友銀行	三井住友銀行	浜松町支店	浜松町支店				,2967,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
