ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085602310,1,1,001,000236,202507,,,20250110160716000	2	1	231	930974	202307	(受取手形)	(受取手形)	7017925648														,20250110160716000	2	1	231	930974	202307	(受取手形)	(受取手形)	7017925648														,2188,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602310,1,2,001,000236,202507,,,20250110160716000	2	2	231	930974	202307	(株)ムレコミュニケーションズ	(株)ムレコミュニケーションズ	2900648012	R3.11.30	R3.11.30	R4.3.15	R4.3.15	1633478	1633478								,20250110160716000	2	2	231	930974	202307	(株)ムレコミュニケーションズ	(株)ムレコミュニケーションズ	2900648012	R3.11.30	R3.11.30	R4.3.15	R4.3.15	1633478	1633478								,2189,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602310,1,3,001,000236,202507,,,20250110160716000	2	3	231	930974	202307	シンコー印刷(株)	シンコー印刷(株)	8076370207	R3.12.29	R3.12.29	R4.3.25	R4.3.25	1783818	1783818								,20250110160716000	2	3	231	930974	202307	シンコー印刷(株)	シンコー印刷(株)	8076370207	R3.12.29	R3.12.29	R4.3.25	R4.3.25	1783818	1783818								,2190,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602310,1,4,001,000236,202507,,,20250110160716000	2	4	231	930974	202307	(株)DNP四国	(株)DNP四国	6050379260	R3.12.30	R3.12.30	R4.3.31	R4.3.31	2178782	2178782								,20250110160716000	2	4	231	930974	202307	(株)DNP四国	(株)DNP四国	6050379260	R3.12.30	R3.12.30	R4.3.31	R4.3.31	2178782	2178782								,2191,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602310,1,5,001,000236,202507,,,20250110160716000	2	5	231	930974	202307	アイプリックス(株)	アイプリックス(株)	9860453417	R3.11.30	R3.11.30	R4.3.31	R4.3.31	1320738	1320738								,20250110160716000	2	5	231	930974	202307	アイプリックス(株)	アイプリックス(株)	9860453417	R3.11.30	R3.11.30	R4.3.31	R4.3.31	1320738	1320738								,2192,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602310,1,6,001,000236,202507,,,20250110160716000	2	6	231	930974	202307	協同精版印刷(株)	協同精版印刷(株)	0884940750	R3.12.27	R3.12.27	R4.4.1	R4.4.1	4343574	4343574								,20250110160716000	2	6	231	930974	202307	協同精版印刷(株)	協同精版印刷(株)	0884940750	R3.12.27	R3.12.27	R4.4.1	R4.4.1	4343574	4343574								,2193,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602310,1,7,001,000236,202507,,,20250110160716000	2	7	231	930974	202307	(株)廣陽本社	(株)廣陽本社	2511585896	R4.1.11	R4.1.11	R4.4.25	R4.4.25	956340	956340								,20250110160716000	2	7	231	930974	202307	(株)廣陽本社	(株)廣陽本社	2511585896	R4.1.11	R4.1.11	R4.4.25	R4.4.25	956340	956340								,2194,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602310,1,8,001,000236,202507,,,20250110160716000	2	8	231	930974	202307	シンコー印刷(株)	シンコー印刷(株)	8076370207	R4.1.25	R4.1.25	R4.4.30	R4.4.30	1515232	1515232								,20250110160716000	2	8	231	930974	202307	シンコー印刷(株)	シンコー印刷(株)	8076370207	R4.1.25	R4.1.25	R4.4.30	R4.4.30	1515232	1515232								,2195,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602310,1,9,001,000236,202507,,,20250110160716000	2	9	231	930974	202307	(株)DNP四国	(株)DNP四国	6050379260	R4.1.31	R4.1.31	R4.4.30	R4.4.30	1881255	1881255								,20250110160716000	2	9	231	930974	202307	(株)DNP四国	(株)DNP四国	6050379260	R4.1.31	R4.1.31	R4.4.30	R4.4.30	1881255	1881255								,2196,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602310,1,10,001,000236,202507,,,20250110160716000	2	10	231	930974	202307	協同精版印刷(株)	協同精版印刷(株)	0884940750	R4.1.25	R4.1.25	R4.5.10	R4.5.10	4609594	4609594								,20250110160716000	2	10	231	930974	202307	協同精版印刷(株)	協同精版印刷(株)	0884940750	R4.1.25	R4.1.25	R4.5.10	R4.5.10	4609594	4609594								,2197,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
