ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603450,1,1,001,001008,202507,,,20240904140257000	2	1	311	945691	202206	沖東交通事業(協)	沖東交通事業(協)	5338847859	令5.6.30	令5.6.30	令5.9.30	令5.9.30	16459607	16459607	海邦銀行内間	海邦銀行内間						,20240904140257000	2	1	311	945691	202206	沖東交通事業(協)	沖東交通事業(協)	5338847859	令5.6.30	令5.6.30	令5.9.30	令5.9.30	16459607	16459607	海邦銀行内間	海邦銀行内間						,2666,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603450,1,2,001,001008,202507,,,20240904140257000	2	2	311	945691	202206	沖東交通事業(協)	沖東交通事業(協)	5338847859	令5.7.31	令5.7.31	令5.10.31	令5.10.31	15378522	15378522	海邦銀行内間	海邦銀行内間						,20240904140257000	2	2	311	945691	202206	沖東交通事業(協)	沖東交通事業(協)	5338847859	令5.7.31	令5.7.31	令5.10.31	令5.10.31	15378522	15378522	海邦銀行内間	海邦銀行内間						,2667,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603450,1,3,001,001008,202507,,,20240904140257000	2	3	311	945691	202206	沖東交通事業(協)	沖東交通事業(協)	5338847859	令5.8.31	令5.8.31	令5.11.30	令5.11.30	16444029	16444029	海邦銀行内間	海邦銀行内間						,20240904140257000	2	3	311	945691	202206	沖東交通事業(協)	沖東交通事業(協)	5338847859	令5.8.31	令5.8.31	令5.11.30	令5.11.30	16444029	16444029	海邦銀行内間	海邦銀行内間						,2668,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603450,1,4,001,001008,202507,,,20240904140257000	2	4	311	945691	202206	沖東交通事業(協)	沖東交通事業(協)	5338847859	令5.9.29	令5.9.29	令6.1.4	令6.1.4	15039258	15039258	海邦銀行内間	海邦銀行内間						,20240904140257000	2	4	311	945691	202206	沖東交通事業(協)	沖東交通事業(協)	5338847859	令5.9.29	令5.9.29	令6.1.4	令6.1.4	15039258	15039258	海邦銀行内間	海邦銀行内間						,2669,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603450,1,5,001,001008,202507,,,20240904140257000	2	5	311	945691	202206	(株)屋部土建	(株)屋部土建	5945242816	令5.7.29	令5.7.29	令5.11.1	令5.11.1	238260	238260	琉球銀行名護	琉球銀行名護						,20240904140257000	2	5	311	945691	202206	(株)屋部土建	(株)屋部土建	5945242816	令5.7.29	令5.7.29	令5.11.1	令5.11.1	238260	238260	琉球銀行名護	琉球銀行名護						,2670,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603450,1,6,001,001008,202507,,,20240904140257000	2	6	311	945691	202206	協栄海事土木(株)	協栄海事土木(株)	3909773121	令5.6.30	令5.6.30	令5.10.5	令5.10.5	2394000	2394000	琉球銀行与那原	琉球銀行与那原						,20240904140257000	2	6	311	945691	202206	協栄海事土木(株)	協栄海事土木(株)	3909773121	令5.6.30	令5.6.30	令5.10.5	令5.10.5	2394000	2394000	琉球銀行与那原	琉球銀行与那原						,2671,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603450,1,7,001,001008,202507,,,20240904140257000	2	7	311	945691	202206	協栄海事土木(株)	協栄海事土木(株)	3909773121	令5.7.31	令5.7.31	令5.11.5	令5.11.5	2972000	2972000	琉球銀行与那原	琉球銀行与那原						,20240904140257000	2	7	311	945691	202206	協栄海事土木(株)	協栄海事土木(株)	3909773121	令5.7.31	令5.7.31	令5.11.5	令5.11.5	2972000	2972000	琉球銀行与那原	琉球銀行与那原						,2672,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603450,1,8,001,001008,202507,,,20240904140257000	2	8	311	945691	202206	協栄海事土木(株)	協栄海事土木(株)	3909773121	令5.8.31	令5.8.31	令5.12.5	令5.12.5	1397000	1397000	琉球銀行与那原	琉球銀行与那原						,20240904140257000	2	8	311	945691	202206	協栄海事土木(株)	協栄海事土木(株)	3909773121	令5.8.31	令5.8.31	令5.12.5	令5.12.5	1397000	1397000	琉球銀行与那原	琉球銀行与那原						,2673,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603450,1,9,001,001008,202507,,,20240904140257000	2	9	311	945691	202206	(株)棚原機機	(株)棚原機機	8650644259	令5.5.31	令5.5.31	令5.9.30	令5.9.30	1139332	1139332	琉球銀行真嘉比	琉球銀行真嘉比						,20240904140257000	2	9	311	945691	202206	(株)棚原機機	(株)棚原機機	8650644259	令5.5.31	令5.5.31	令5.9.30	令5.9.30	1139332	1139332	琉球銀行真嘉比	琉球銀行真嘉比						,2674,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603450,1,10,001,001008,202507,,,20240904140257000	2	10	311	945691	202206	(株)棚原機機	(株)棚原機機	8650644259	令5.6.30	令5.6.30	令5.10.29	令5.10.29	1134114	1134114	琉球銀行真嘉比	琉球銀行真嘉比						,20240904140257000	2	10	311	945691	202206	(株)棚原機機	(株)棚原機機	8650644259	令5.6.30	令5.6.30	令5.10.29	令5.10.29	1134114	1134114	琉球銀行真嘉比	琉球銀行真嘉比						,2675,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
