ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600340,1,1,001,000035,202507,,,20250106223220000	2	1	131	158371	202304	住友ゴム工業(株)	住友ゴム工業(株)	1027516897	令5.3.27	令5.3.27	令5.7.31	令5.7.31	1895960	1895960	三井住友	三井住友	神戸営業部	神戸営業部				,20250106223220000	2	1	131	158371	202304	住友ゴム工業(株)	住友ゴム工業(株)	1027516897	令5.3.27	令5.3.27	令5.7.31	令5.7.31	1895960	1895960	三井住友	三井住友	神戸営業部	神戸営業部				,2116,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600340,1,2,001,000035,202507,,,20250106223220000	2	2	131	158371	202304	大進工機(株)	大進工機(株)	9192117192	令4.12.20	令4.12.20	令5.4.30	令5.4.30	2171719	2171719	中国	中国	福山南	福山南				,20250106223220000	2	2	131	158371	202304	大進工機(株)	大進工機(株)	9192117192	令4.12.20	令4.12.20	令5.4.30	令5.4.30	2171719	2171719	中国	中国	福山南	福山南				,2117,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600340,1,3,001,000035,202507,,,20250106223220000	2	3	131	158371	202304	大進工機(株)	大進工機(株)	9192117192	令5.1.20	令5.1.20	令5.5.31	令5.5.31	2333562	2333562	中国	中国	福山南	福山南				,20250106223220000	2	3	131	158371	202304	大進工機(株)	大進工機(株)	9192117192	令5.1.20	令5.1.20	令5.5.31	令5.5.31	2333562	2333562	中国	中国	福山南	福山南				,2118,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600340,1,4,001,000035,202507,,,20250106223220000	2	4	131	158371	202304	大進工機(株)	大進工機(株)	9192117192	令5.2.20	令5.2.20	令5.6.30	令5.6.30	2458566	2458566	中国	中国	福山南	福山南				,20250106223220000	2	4	131	158371	202304	大進工機(株)	大進工機(株)	9192117192	令5.2.20	令5.2.20	令5.6.30	令5.6.30	2458566	2458566	中国	中国	福山南	福山南				,2119,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600340,1,5,001,000035,202507,,,20250106223220000	2	5	131	158371	202304	大進工機(株)	大進工機(株)	9192117192	令5.3.20	令5.3.20	令5.7.31	令5.7.31	1344266	1344266	中国	中国	福山南	福山南				,20250106223220000	2	5	131	158371	202304	大進工機(株)	大進工機(株)	9192117192	令5.3.20	令5.3.20	令5.7.31	令5.7.31	1344266	1344266	中国	中国	福山南	福山南				,2120,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600340,1,6,001,000035,202507,,,20250106223220000	2	6	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.1.10	令5.1.10	令5.4.10	令5.4.10	9291351	9291351	第四北越	第四北越	本店営業部	本店営業部				,20250106223220000	2	6	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.1.10	令5.1.10	令5.4.10	令5.4.10	9291351	9291351	第四北越	第四北越	本店営業部	本店営業部				,2121,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600340,1,7,001,000035,202507,,,20250106223220000	2	7	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.2.10	令5.2.10	令5.5.10	令5.5.10	3000000	3000000	第四北越	第四北越	本店営業部	本店営業部				,20250106223220000	2	7	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.2.10	令5.2.10	令5.5.10	令5.5.10	3000000	3000000	第四北越	第四北越	本店営業部	本店営業部				,2122,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600340,1,8,001,000035,202507,,,20250106223220000	2	8	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.2.10	令5.2.10	令5.5.10	令5.5.10	953857	953857	第四北越	第四北越	本店営業部	本店営業部				,20250106223220000	2	8	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.2.10	令5.2.10	令5.5.10	令5.5.10	953857	953857	第四北越	第四北越	本店営業部	本店営業部				,2123,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600340,1,9,001,000035,202507,,,20250106223220000	2	9	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.3.10	令5.3.10	令5.6.10	令5.6.10	10000000	10000000	第四北越	第四北越	本店営業部	本店営業部				,20250106223220000	2	9	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.3.10	令5.3.10	令5.6.10	令5.6.10	10000000	10000000	第四北越	第四北越	本店営業部	本店営業部				,2124,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600340,1,10,001,000035,202507,,,20250106223220000	2	10	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.3.10	令5.3.10	令5.6.10	令5.6.10	4173411	4173411	第四北越	第四北越	本店営業部	本店営業部				,20250106223220000	2	10	131	158371	202304	敦井産業(株)	敦井産業(株)	6634523249	令5.3.10	令5.3.10	令5.6.10	令5.6.10	4173411	4173411	第四北越	第四北越	本店営業部	本店営業部				,2125,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
