ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600340,1,11,001,000035,202507,,,20250106223220000	2	11	131	158371	202304	内山工業(株)	内山工業(株)	2806583995	令4.12.31	令4.12.31	令5.4.30	令5.4.30	279730	279730	三菱UFJ	三菱UFJ	岡山	岡山				,20250106223220000	2	11	131	158371	202304	内山工業(株)	内山工業(株)	2806583995	令4.12.31	令4.12.31	令5.4.30	令5.4.30	279730	279730	三菱UFJ	三菱UFJ	岡山	岡山				,2126,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250723085600340,1,12,001,000035,202507,,,20250106223220000	2	12	131	158371	202304	内山工業(株)	内山工業(株)	2806583995	令5.1.31	令5.1.31	令5.5.31	令5.5.31	2979784	2979784	三菱UFJ	三菱UFJ	岡山	岡山				,20250106223220000	2	12	131	158371	202304	内山工業(株)	内山工業(株)	2806583995	令5.1.31	令5.1.31	令5.5.31	令5.5.31	2979784	2979784	三菱UFJ	三菱UFJ	岡山	岡山				,2127,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085600340,1,13,001,000035,202507,,,20250106223220000	2	13	131	158371	202304	内山工業(株)	内山工業(株)	2806583995	令5.3.31	令5.3.31	令5.7.31	令5.7.31	291825	291825	三菱UFJ	三菱UFJ	岡山	岡山				,20250106223220000	2	13	131	158371	202304	内山工業(株)	内山工業(株)	2806583995	令5.3.31	令5.3.31	令5.7.31	令5.7.31	291825	291825	三菱UFJ	三菱UFJ	岡山	岡山				,2128,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085600340,1,14,001,000035,202507,,,20250106223220000	2	14	131	158371	202304	日本ポリマー(株)	日本ポリマー(株)	9986952576	令4.12.28	令4.12.28	令5.4.30	令5.4.30	2467421	2467421	三菱UFJ	三菱UFJ	春日井	春日井			(株)フロロコート名古屋より	(株)フロロコート名古屋より,20250106223220000	2	14	131	158371	202304	日本ポリマー(株)	日本ポリマー(株)	9986952576	令4.12.28	令4.12.28	令5.4.30	令5.4.30	2467421	2467421	三菱UFJ	三菱UFJ	春日井	春日井			(株)フロロコート名古屋より	(株)フロロコート名古屋より,2129,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085600340,1,15,001,000035,202507,,,20250106223220000	2	15	131	158371	202304	日本ポリマー(株)	日本ポリマー(株)	9986952576	令5.1.31	令5.1.31	令5.5.31	令5.5.31	1382003	1382003	三菱UFJ	三菱UFJ	春日井	春日井			(株)フロロコート名古屋より	(株)フロロコート名古屋より,20250106223220000	2	15	131	158371	202304	日本ポリマー(株)	日本ポリマー(株)	9986952576	令5.1.31	令5.1.31	令5.5.31	令5.5.31	1382003	1382003	三菱UFJ	三菱UFJ	春日井	春日井			(株)フロロコート名古屋より	(株)フロロコート名古屋より,2130,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085600340,1,16,001,000035,202507,,,20250106223220000	2	16	131	158371	202304	八十島プロシード(株)	八十島プロシード(株)	3045915681	令5.2.28	令5.2.28	令5.5.31	令5.5.31	3000000	3000000	三井住友	三井住友	南森町	南森町				,20250106223220000	2	16	131	158371	202304	八十島プロシード(株)	八十島プロシード(株)	3045915681	令5.2.28	令5.2.28	令5.5.31	令5.5.31	3000000	3000000	三井住友	三井住友	南森町	南森町				,2131,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085600340,1,17,001,000035,202507,,,20250106223220000	2	17	131	158371	202304	八十島プロシード(株)	八十島プロシード(株)	3045915681	令5.2.28	令5.2.28	令5.5.31	令5.5.31	490996	490996	三井住友	三井住友	南森町	南森町				,20250106223220000	2	17	131	158371	202304	八十島プロシード(株)	八十島プロシード(株)	3045915681	令5.2.28	令5.2.28	令5.5.31	令5.5.31	490996	490996	三井住友	三井住友	南森町	南森町				,2132,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085600340,1,18,001,000035,202507,,,20250106223220000	2	18	131	158371	202304	八十島プロシード(株)	八十島プロシード(株)	3045915681	令5.3.31	令5.3.31	令5.6.30	令5.6.30	1352596	1352596	三井住友	三井住友	南森町	南森町				,20250106223220000	2	18	131	158371	202304	八十島プロシード(株)	八十島プロシード(株)	3045915681	令5.3.31	令5.3.31	令5.6.30	令5.6.30	1352596	1352596	三井住友	三井住友	南森町	南森町				,2133,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085600340,1,19,001,000035,202507,,,20250106223220000	2	19	131	158371	202304	淀川ヒューテック(株)	淀川ヒューテック(株)	3137515792	令4.12.31	令4.12.31	令5.5.10	令5.5.10	1333475	1333475	りそな	りそな	江坂	江坂				,20250106223220000	2	19	131	158371	202304	淀川ヒューテック(株)	淀川ヒューテック(株)	3137515792	令4.12.31	令4.12.31	令5.5.10	令5.5.10	1333475	1333475	りそな	りそな	江坂	江坂				,2134,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085600340,1,20,001,000035,202507,,,20250106223220000	2	20	131	158371	202304	淀川ヒューテック(株)	淀川ヒューテック(株)	3137515792	令5.1.31	令5.1.31	令5.6.10	令5.6.10	2830674	2830674	りそな	りそな	江坂	江坂				,20250106223220000	2	20	131	158371	202304	淀川ヒューテック(株)	淀川ヒューテック(株)	3137515792	令5.1.31	令5.1.31	令5.6.10	令5.6.10	2830674	2830674	りそな	りそな	江坂	江坂				,2135,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
20250723085600340,1,21,001,000035,202507,,,20250106223220000	2	21	131	158371	202304	淀川ヒューテック(株)	淀川ヒューテック(株)	3137515792	令5.5.31	令5.5.31	令5.8.10	令5.8.10	1528604	1528604	りそな	りそな	江坂	江坂				,20250106223220000	2	21	131	158371	202304	淀川ヒューテック(株)	淀川ヒューテック(株)	3137515792	令5.5.31	令5.5.31	令5.8.10	令5.8.10	1528604	1528604	りそな	りそな	江坂	江坂				,2136,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,21,,,testuser
20250723085600340,1,22,001,000035,202507,,,20250106223220000	2	22	131	158371	202304	エー・エス・ジー(株)	エー・エス・ジー(株)	0137702370	令4.12.25	令4.12.25	令5.4.25	令5.4.25	492580	492580	観音寺信金	観音寺信金	四国中央	四国中央				,20250106223220000	2	22	131	158371	202304	エー・エス・ジー(株)	エー・エス・ジー(株)	0137702370	令4.12.25	令4.12.25	令5.4.25	令5.4.25	492580	492580	観音寺信金	観音寺信金	四国中央	四国中央				,2137,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,22,,,testuser
20250723085600340,1,23,001,000035,202507,,,20250106223220000	2	23	131	158371	202304	エー・エス・ジー(株)	エー・エス・ジー(株)	0137702370	令5.1.25	令5.1.25	令5.5.25	令5.5.25	462000	462000	観音寺信金	観音寺信金	四国中央	四国中央				,20250106223220000	2	23	131	158371	202304	エー・エス・ジー(株)	エー・エス・ジー(株)	0137702370	令5.1.25	令5.1.25	令5.5.25	令5.5.25	462000	462000	観音寺信金	観音寺信金	四国中央	四国中央				,2138,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,23,,,testuser
