ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600130,1,1,001,000014,202507,,,20241017215141000	2	1	014	398627	202309	(株)フジ標産	(株)フジ標産	6082612523	令3.12.23	令3.12.23	令4.4.10	令4.4.10			庄内銀行北山形支店	庄内銀行北山形支店	1262645	1262645	YG95861売上代金	YG95861売上代金		,20241017215141000	2	1	014	398627	202309	(株)フジ標産	(株)フジ標産	6082612523	令3.12.23	令3.12.23	令4.4.10	令4.4.10			庄内銀行北山形支店	庄内銀行北山形支店	1262645	1262645	YG95861売上代金	YG95861売上代金		,2307,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600130,1,2,001,000014,202507,,,20241017215141000	2	2	014	398627	202309	仙台明邦産業(株)	仙台明邦産業(株)	2800432647	令3.12.31	令3.12.31	令4.4.30	令4.4.30			みずほ銀行仙台支店	みずほ銀行仙台支店	2170223	2170223	AM29945売上代金	AM29945売上代金		,20241017215141000	2	2	014	398627	202309	仙台明邦産業(株)	仙台明邦産業(株)	2800432647	令3.12.31	令3.12.31	令4.4.30	令4.4.30			みずほ銀行仙台支店	みずほ銀行仙台支店	2170223	2170223	AM29945売上代金	AM29945売上代金		,2308,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600130,1,3,001,000014,202507,,,20241017215141000	2	3	014	398627	202309	(株)松沢商会	(株)松沢商会	9234766603	令3.12.27	令3.12.27	令4.4.30	令4.4.30			第四銀行新潟駅前支店	第四銀行新潟駅前支店	774774	774774	HA18824売上代金	HA18824売上代金		,20241017215141000	2	3	014	398627	202309	(株)松沢商会	(株)松沢商会	9234766603	令3.12.27	令3.12.27	令4.4.30	令4.4.30			第四銀行新潟駅前支店	第四銀行新潟駅前支店	774774	774774	HA18824売上代金	HA18824売上代金		,2309,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600130,1,4,001,000014,202507,,,20241017215141000	2	4	014	398627	202309	トーステ(株)	トーステ(株)	9857271674	令3.12.28	令3.12.28	令4.4.30	令4.4.30			りそな銀行大阪西区支店	りそな銀行大阪西区支店	1178416	1178416	OI64496売上代金	OI64496売上代金		,20241017215141000	2	4	014	398627	202309	トーステ(株)	トーステ(株)	9857271674	令3.12.28	令3.12.28	令4.4.30	令4.4.30			りそな銀行大阪西区支店	りそな銀行大阪西区支店	1178416	1178416	OI64496売上代金	OI64496売上代金		,2310,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600130,1,5,001,000014,202507,,,20241017215141000	2	5	014	398627	202309	(有)河北シャーリング	(有)河北シャーリング	6475646533	令4.1.16	令4.1.16	令4.5.20	令4.5.20			東邦銀行仙台東支店	東邦銀行仙台東支店	248160	248160	BF14271売上代金	BF14271売上代金		,20241017215141000	2	5	014	398627	202309	(有)河北シャーリング	(有)河北シャーリング	6475646533	令4.1.16	令4.1.16	令4.5.20	令4.5.20			東邦銀行仙台東支店	東邦銀行仙台東支店	248160	248160	BF14271売上代金	BF14271売上代金		,2311,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600130,1,6,001,000014,202507,,,20241017215141000	2	6	014	398627	202309	仙台明邦産業(株)	仙台明邦産業(株)	2800432647	令4.1.31	令4.1.31	令4.5.31	令4.5.31			みずほ銀行仙台支店	みずほ銀行仙台支店	477642	477642	AM29962売上代金	AM29962売上代金		,20241017215141000	2	6	014	398627	202309	仙台明邦産業(株)	仙台明邦産業(株)	2800432647	令4.1.31	令4.1.31	令4.5.31	令4.5.31			みずほ銀行仙台支店	みずほ銀行仙台支店	477642	477642	AM29962売上代金	AM29962売上代金		,2312,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600130,1,7,001,000014,202507,,,20241017215141000	2	7	014	398627	202309	(株)松沢商会	(株)松沢商会	9234766603	令4.1.26	令4.1.26	令4.5.31	令4.5.31			第四銀行新潟駅前支店	第四銀行新潟駅前支店	945450	945450	HA18856売上代金	HA18856売上代金		,20241017215141000	2	7	014	398627	202309	(株)松沢商会	(株)松沢商会	9234766603	令4.1.26	令4.1.26	令4.5.31	令4.5.31			第四銀行新潟駅前支店	第四銀行新潟駅前支店	945450	945450	HA18856売上代金	HA18856売上代金		,2313,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600130,1,8,001,000014,202507,,,20241017215141000	2	8	014	398627	202309	(株)フジ標産	(株)フジ標産	6082612523	令3.11.24	令3.11.24	令4.2.10	令4.2.10			みずほ銀行山形支店	みずほ銀行山形支店	213016	213016	裏書先東北ネヂ製造(株)	裏書先東北ネヂ製造(株)		,20241017215141000	2	8	014	398627	202309	(株)フジ標産	(株)フジ標産	6082612523	令3.11.24	令3.11.24	令4.2.10	令4.2.10			みずほ銀行山形支店	みずほ銀行山形支店	213016	213016	裏書先東北ネヂ製造(株)	裏書先東北ネヂ製造(株)		,2314,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600130,1,9,001,000014,202507,,,20241017215141000	2	9	014	398627	202309	(株)松沢商会	(株)松沢商会	9234766603	令3.10.25	令3.10.25	令4.2.28	令4.2.28			第四銀行新潟駅前支店	第四銀行新潟駅前支店	935440	935440	裏書先(株)小林真功商店	裏書先(株)小林真功商店		,20241017215141000	2	9	014	398627	202309	(株)松沢商会	(株)松沢商会	9234766603	令3.10.25	令3.10.25	令4.2.28	令4.2.28			第四銀行新潟駅前支店	第四銀行新潟駅前支店	935440	935440	裏書先(株)小林真功商店	裏書先(株)小林真功商店		,2315,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600130,1,10,001,000014,202507,,,20241017215141000	2	10	014	398627	202309	仙台明峰産業(株)	仙台明峰産業(株)	9430442713	令3.10.31	令3.10.31	令4.2.28	令4.2.28			七十七銀行東卸町	七十七銀行東卸町	207896	207896	裏書先東北ネヂ製造(株)	裏書先東北ネヂ製造(株)		,20241017215141000	2	10	014	398627	202309	仙台明峰産業(株)	仙台明峰産業(株)	9430442713	令3.10.31	令3.10.31	令4.2.28	令4.2.28			七十七銀行東卸町	七十七銀行東卸町	207896	207896	裏書先東北ネヂ製造(株)	裏書先東北ネヂ製造(株)		,2316,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
