ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600340,1,1,001,000035,202507,,,20250222223027000	2	1	161	665473	202206	丸五ゴム工業(株)	丸五ゴム工業(株)	1338029892	令5.1.30	令5.1.30	令5.5.31	令5.5.31	926970	926970	中国	中国	倉敷	倉敷				,20250222223027000	2	1	161	665473	202206	丸五ゴム工業(株)	丸五ゴム工業(株)	1338029892	令5.1.30	令5.1.30	令5.5.31	令5.5.31	926970	926970	中国	中国	倉敷	倉敷				,2139,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600340,1,2,001,000035,202507,,,20250222223027000	2	2	161	665473	202206	丸五ゴム工業(株)	丸五ゴム工業(株)	1338029892	令5.3.30	令5.3.30	令5.7.31	令5.7.31	376200	376200	中国	中国	倉敷	倉敷				,20250222223027000	2	2	161	665473	202206	丸五ゴム工業(株)	丸五ゴム工業(株)	1338029892	令5.3.30	令5.3.30	令5.7.31	令5.7.31	376200	376200	中国	中国	倉敷	倉敷				,2140,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600340,1,3,001,000035,202507,,,20250222223027000	2	3	161	665473	202206	広島アイホー調理機械(株)	広島アイホー調理機械(株)	5779151645	令5.1.31	令5.1.31	令5.5.8	令5.5.8	834350	834350	広島	広島	横川	横川				,20250222223027000	2	3	161	665473	202206	広島アイホー調理機械(株)	広島アイホー調理機械(株)	5779151645	令5.1.31	令5.1.31	令5.5.8	令5.5.8	834350	834350	広島	広島	横川	横川				,2141,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600340,1,4,001,000035,202507,,,20250222223027000	2	4	161	665473	202206	広島アイホー調理機械(株)	広島アイホー調理機械(株)	5779151645	令5.2.28	令5.2.28	令5.6.5	令5.6.5	181500	181500	広島	広島	横川	横川				,20250222223027000	2	4	161	665473	202206	広島アイホー調理機械(株)	広島アイホー調理機械(株)	5779151645	令5.2.28	令5.2.28	令5.6.5	令5.6.5	181500	181500	広島	広島	横川	横川				,2142,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600340,1,5,001,000035,202507,,,20250222223027000	2	5	161	665473	202206	広島アイホー調理機械(株)	広島アイホー調理機械(株)	5779151645	令5.3.31	令5.3.31	令5.7.5	令5.7.5	166650	166650	広島	広島	横川	横川				,20250222223027000	2	5	161	665473	202206	広島アイホー調理機械(株)	広島アイホー調理機械(株)	5779151645	令5.3.31	令5.3.31	令5.7.5	令5.7.5	166650	166650	広島	広島	横川	横川				,2143,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600340,1,6,001,000035,202507,,,20250222223027000	2	6	161	665473	202206	佐渡精密(株)	佐渡精密(株)	2332613748	令4.12.31	令4.12.31	令5.4.30	令5.4.30	1021046	1021046	第四北越	第四北越	佐和田中央	佐和田中央				,20250222223027000	2	6	161	665473	202206	佐渡精密(株)	佐渡精密(株)	2332613748	令4.12.31	令4.12.31	令5.4.30	令5.4.30	1021046	1021046	第四北越	第四北越	佐和田中央	佐和田中央				,2144,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600340,1,7,001,000035,202507,,,20250222223027000	2	7	161	665473	202206	佐渡精密(株)	佐渡精密(株)	2332613748	令5.1.31	令5.1.31	令5.5.31	令5.5.31	1108800	1108800	第四北越	第四北越	佐和田中央	佐和田中央				,20250222223027000	2	7	161	665473	202206	佐渡精密(株)	佐渡精密(株)	2332613748	令5.1.31	令5.1.31	令5.5.31	令5.5.31	1108800	1108800	第四北越	第四北越	佐和田中央	佐和田中央				,2145,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600340,1,8,001,000035,202507,,,20250222223027000	2	8	161	665473	202206	佐渡精密(株)	佐渡精密(株)	2332613748	令5.2.28	令5.2.28	令5.6.30	令5.6.30	1293600	1293600	第四北越	第四北越	佐和田中央	佐和田中央				,20250222223027000	2	8	161	665473	202206	佐渡精密(株)	佐渡精密(株)	2332613748	令5.2.28	令5.2.28	令5.6.30	令5.6.30	1293600	1293600	第四北越	第四北越	佐和田中央	佐和田中央				,2146,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600340,1,9,001,000035,202507,,,20250222223027000	2	9	161	665473	202206	佐渡精密(株)	佐渡精密(株)	2332613748	令5.3.31	令5.3.31	令5.7.31	令5.7.31	1386000	1386000	第四北越	第四北越	佐和田中央	佐和田中央				,20250222223027000	2	9	161	665473	202206	佐渡精密(株)	佐渡精密(株)	2332613748	令5.3.31	令5.3.31	令5.7.31	令5.7.31	1386000	1386000	第四北越	第四北越	佐和田中央	佐和田中央				,2147,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600340,1,10,001,000035,202507,,,20250222223027000	2	10	161	665473	202206	三井精機工業(株)	三井精機工業(株)	4668914560	令4.12.20	令4.12.20	令5.4.20	令5.4.20	523858	523858	三井住友	三井住友	日本橋	日本橋				,20250222223027000	2	10	161	665473	202206	三井精機工業(株)	三井精機工業(株)	4668914560	令4.12.20	令4.12.20	令5.4.20	令5.4.20	523858	523858	三井住友	三井住友	日本橋	日本橋				,2148,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
