ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600330,1,1,001,000034,202507,,,20241222220722000	2	1	138	181488	202301	(株)DNPエス・ピー・テック	(株)DNPエス・ピー・テック	2160215515	R 5・ 2・24	R 5・ 2・24	R 5・ 6・13	R 5・ 6・13					519750	519750				,20241222220722000	2	1	138	181488	202301	(株)DNPエス・ピー・テック	(株)DNPエス・ピー・テック	2160215515	R 5・ 2・24	R 5・ 2・24	R 5・ 6・13	R 5・ 6・13					519750	519750				,2231,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600330,1,2,001,000034,202507,,,20241222220722000	2	2	138	181488	202301	ザ・パック(株)	ザ・パック(株)	6390981277	R 5・ 4・28	R 5・ 4・28	R 5・ 8・10	R 5・ 8・10					1027884	1027884				,20241222220722000	2	2	138	181488	202301	ザ・パック(株)	ザ・パック(株)	6390981277	R 5・ 4・28	R 5・ 4・28	R 5・ 8・10	R 5・ 8・10					1027884	1027884				,2232,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600330,1,3,001,000034,202507,,,20241222220722000	2	3	138	181488	202301	(株)ベルベ	(株)ベルベ	3494741531	R 5・ 3・15	R 5・ 3・15	R 5・ 5・22	R 5・ 5・22					661672	661672				,20241222220722000	2	3	138	181488	202301	(株)ベルベ	(株)ベルベ	3494741531	R 5・ 3・15	R 5・ 3・15	R 5・ 5・22	R 5・ 5・22					661672	661672				,2233,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600330,1,4,001,000034,202507,,,20241222220722000	2	4	138	181488	202301	(株)井上商店	(株)井上商店	8866144188	R 5・ 2・20	R 5・ 2・20	R 5・ 5・22	R 5・ 5・22					197677	197677				,20241222220722000	2	4	138	181488	202301	(株)井上商店	(株)井上商店	8866144188	R 5・ 2・20	R 5・ 2・20	R 5・ 5・22	R 5・ 5・22					197677	197677				,2234,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600330,1,5,001,000034,202507,,,20241222220722000	2	5	138	181488	202301	(株)井上商店	(株)井上商店	8866144188	R 5・ 3・20	R 5・ 3・20	R 5・ 6・20	R 5・ 6・20					162247	162247				,20241222220722000	2	5	138	181488	202301	(株)井上商店	(株)井上商店	8866144188	R 5・ 3・20	R 5・ 3・20	R 5・ 6・20	R 5・ 6・20					162247	162247				,2235,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600330,1,6,001,000034,202507,,,20241222220722000	2	6	138	181488	202301	鯨岡産業(株)	鯨岡産業(株)	9869537301	R 5・ 4・10	R 5・ 4・10	R 5・ 7・10	R 5・ 7・10					339900	339900				,20241222220722000	2	6	138	181488	202301	鯨岡産業(株)	鯨岡産業(株)	9869537301	R 5・ 4・10	R 5・ 4・10	R 5・ 7・10	R 5・ 7・10					339900	339900				,2236,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600330,1,7,001,000034,202507,,,20241222220722000	2	7	138	181488	202301	(株)高春堂	(株)高春堂	3795208065	R 5・ 4・25	R 5・ 4・25	R 5・ 7・10	R 5・ 7・10					438900	438900				,20241222220722000	2	7	138	181488	202301	(株)高春堂	(株)高春堂	3795208065	R 5・ 4・25	R 5・ 4・25	R 5・ 7・10	R 5・ 7・10					438900	438900				,2237,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600330,1,8,001,000034,202507,,,20241222220722000	2	8	138	181488	202301	(株)ヒロモリ	(株)ヒロモリ	4552295264	R 5・ 4・30	R 5・ 4・30	R 5・ 8・10	R 5・ 8・10					518650	518650				,20241222220722000	2	8	138	181488	202301	(株)ヒロモリ	(株)ヒロモリ	4552295264	R 5・ 4・30	R 5・ 4・30	R 5・ 8・10	R 5・ 8・10					518650	518650				,2238,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600330,1,9,001,000034,202507,,,20241222220722000	2	9	138	181488	202301	ネクスタ(株)	ネクスタ(株)	0640139048	R 5・ 1・15	R 5・ 1・15	R 5・ 5・ 1	R 5・ 5・ 1					887040	887040				,20241222220722000	2	9	138	181488	202301	ネクスタ(株)	ネクスタ(株)	0640139048	R 5・ 1・15	R 5・ 1・15	R 5・ 5・ 1	R 5・ 5・ 1					887040	887040				,2239,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600330,1,10,001,000034,202507,,,20241222220722000	2	11	138	181488	202301	ザ・パック(株)	ザ・パック(株)	6390981277	R 5・ 1・31	R 5・ 1・31	R 5・ 5・10	R 5・ 5・10					1615482	1615482				,20241222220722000	2	11	138	181488	202301	ザ・パック(株)	ザ・パック(株)	6390981277	R 5・ 1・31	R 5・ 1・31	R 5・ 5・10	R 5・ 5・10					1615482	1615482				,2240,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
