ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603490,1,1,001,003003,202507,,,20240813114406000	2	1	321	939796	202501	太平電業(株)	太平電業(株)	2755890132	..	..	..	..	143847061	143847061								,20240813114406000	2	1	321	939796	202501	太平電業(株)	太平電業(株)	2755890132	..	..	..	..	143847061	143847061								,2782,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603490,1,2,001,003003,202507,,,20240813114406000	2	2	321	939796	202501	(株)三井E&S	(株)三井E&S	9421630233	..	..	..	..	57960505	57960505								,20240813114406000	2	2	321	939796	202501	(株)三井E&S	(株)三井E&S	9421630233	..	..	..	..	57960505	57960505								,2783,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603490,1,3,001,003003,202507,,,20240813114406000	2	3	321	939796	202501	江藤酸素(株)	江藤酸素(株)	5420475671	..	..	..	..	54599384	54599384								,20240813114406000	2	3	321	939796	202501	江藤酸素(株)	江藤酸素(株)	5420475671	..	..	..	..	54599384	54599384								,2784,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603490,1,4,001,003003,202507,,,20240813114406000	2	4	321	939796	202501	入栄工業(株)	入栄工業(株)	1715304903	..	..	..	..	28518000	28518000								,20240813114406000	2	4	321	939796	202501	入栄工業(株)	入栄工業(株)	1715304903	..	..	..	..	28518000	28518000								,2785,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603490,1,5,001,003003,202507,,,20240813114406000	2	5	321	939796	202501	(株)ウッデイワールドのざき	(株)ウッデイワールドのざき	7005125199	..	..	..	..	14446012	14446012								,20240813114406000	2	5	321	939796	202501	(株)ウッデイワールドのざき	(株)ウッデイワールドのざき	7005125199	..	..	..	..	14446012	14446012								,2786,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603490,1,6,001,003003,202507,,,20240813114406000	2	6	321	939796	202501	(株)精電社	(株)精電社	5334424806	..	..	..	..	10548236	10548236								,20240813114406000	2	6	321	939796	202501	(株)精電社	(株)精電社	5334424806	..	..	..	..	10548236	10548236								,2787,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603490,1,7,001,003003,202507,,,20240813114406000	2	7	321	939796	202501	(株)アステア	(株)アステア	1966803995	..	..	..	..	9991519	9991519								,20240813114406000	2	7	321	939796	202501	(株)アステア	(株)アステア	1966803995	..	..	..	..	9991519	9991519								,2788,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603490,1,8,001,003003,202507,,,20240813114406000	2	8	321	939796	202501	(株)フジコー	(株)フジコー	1158040613	..	..	..	..	9440408	9440408								,20240813114406000	2	8	321	939796	202501	(株)フジコー	(株)フジコー	1158040613	..	..	..	..	9440408	9440408								,2789,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603490,1,9,001,003003,202507,,,20240813114406000	2	9	321	939796	202501	(株)大晃産業	(株)大晃産業	9246212656	..	..	..	..	7824871	7824871								,20240813114406000	2	9	321	939796	202501	(株)大晃産業	(株)大晃産業	9246212656	..	..	..	..	7824871	7824871								,2790,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603490,1,10,001,003003,202507,,,20240813114406000	2	10	321	939796	202501	水島機材商事(株)	水島機材商事(株)	3323979381	..	..	..	..	6443568	6443568								,20240813114406000	2	10	321	939796	202501	水島機材商事(株)	水島機材商事(株)	3323979381	..	..	..	..	6443568	6443568								,2791,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
