ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600270,1,1,001,000028,202507,,,20241030092011000	2	1	152	784452	202306	櫻金属工業(株)	櫻金属工業(株)	7514325950	令5.4.28	令5.4.28	令5.8.31	令5.8.31	5610000	5610000	みずほ	みずほ	調布千川	調布千川				,20241030092011000	2	1	152	784452	202306	櫻金属工業(株)	櫻金属工業(株)	7514325950	令5.4.28	令5.4.28	令5.8.31	令5.8.31	5610000	5610000	みずほ	みずほ	調布千川	調布千川				,2415,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600270,1,2,001,000028,202507,,,20241030092011000	2	2	152	784452	202306	ホクダイ(株)	ホクダイ(株)	0826366494	令5.2.28	令5.2.28	令5.6.30	令5.6.30	1673760	1673760	北海道銀行	北海道銀行	早来	早来				,20241030092011000	2	2	152	784452	202306	ホクダイ(株)	ホクダイ(株)	0826366494	令5.2.28	令5.2.28	令5.6.30	令5.6.30	1673760	1673760	北海道銀行	北海道銀行	早来	早来				,2416,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600270,1,3,001,000028,202507,,,20241030092011000	2	3	152	784452	202306	ホクダイ(株)	ホクダイ(株)	0826366494	令5.3.31	令5.3.31	令5.7.31	令5.7.31	16669070	16669070	北海道銀行	北海道銀行	早来	早来				,20241030092011000	2	3	152	784452	202306	ホクダイ(株)	ホクダイ(株)	0826366494	令5.3.31	令5.3.31	令5.7.31	令5.7.31	16669070	16669070	北海道銀行	北海道銀行	早来	早来				,2417,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
