ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603230,1,1,001,000331,202507,,,20241221181423000	2	1	411	214395	202305	元山商会	元山商会	0834023698			2023.4.10	2023.4.10	1650000	1650000					のぞみ信組四条畷	のぞみ信組四条畷	割引手形	割引手形,20241221181423000	2	1	411	214395	202305	元山商会	元山商会	0834023698			2023.4.10	2023.4.10	1650000	1650000					のぞみ信組四条畷	のぞみ信組四条畷	割引手形	割引手形,2708,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603230,1,2,001,000331,202507,,,20241221181423000	2	2	411	214395	202305	熱技術開発	熱技術開発	1551492689			2023.5.5	2023.5.5	2684000	2684000					のぞみ信組四条畷	のぞみ信組四条畷	割引手形	割引手形,20241221181423000	2	2	411	214395	202305	熱技術開発	熱技術開発	1551492689			2023.5.5	2023.5.5	2684000	2684000					のぞみ信組四条畷	のぞみ信組四条畷	割引手形	割引手形,2709,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603230,1,3,001,000331,202507,,,20241221181423000	2	3	411	214395	202305	椿本バルクシステム	椿本バルクシステム	0355468903			2023.4.30	2023.4.30	2805000	2805000					のぞみ信組四条畷	のぞみ信組四条畷	割引手形	割引手形,20241221181423000	2	3	411	214395	202305	椿本バルクシステム	椿本バルクシステム	0355468903			2023.4.30	2023.4.30	2805000	2805000					のぞみ信組四条畷	のぞみ信組四条畷	割引手形	割引手形,2710,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603230,1,4,001,000331,202507,,,20241221181423000	2	4	411	214395	202305	古川製作所	古川製作所	8370741332			2023.4.25	2023.4.25	8811000	8811000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),20241221181423000	2	4	411	214395	202305	古川製作所	古川製作所	8370741332			2023.4.25	2023.4.25	8811000	8811000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),2711,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603230,1,5,001,000331,202507,,,20241221181423000	2	5	411	214395	202305	フロイント産業	フロイント産業	9668653815			2023.4.30	2023.4.30	6248000	6248000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),20241221181423000	2	5	411	214395	202305	フロイント産業	フロイント産業	9668653815			2023.4.30	2023.4.30	6248000	6248000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),2712,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603230,1,6,001,000331,202507,,,20241221181423000	2	6	411	214395	202305	テクノスマート	テクノスマート	1032816602			2023.4.20	2023.4.20	6523000	6523000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),20241221181423000	2	6	411	214395	202305	テクノスマート	テクノスマート	1032816602			2023.4.20	2023.4.20	6523000	6523000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),2713,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603230,1,7,001,000331,202507,,,20241221181423000	2	7	411	214395	202305	古川製作所	古川製作所	8370741332			2023.5.25	2023.5.25	2827000	2827000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),20241221181423000	2	7	411	214395	202305	古川製作所	古川製作所	8370741332			2023.5.25	2023.5.25	2827000	2827000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),2714,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603230,1,8,001,000331,202507,,,20241221181423000	2	8	411	214395	202305	村瀬炉工業	村瀬炉工業	8599486217			2023.5.25	2023.5.25	1023000	1023000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),20241221181423000	2	8	411	214395	202305	村瀬炉工業	村瀬炉工業	8599486217			2023.5.25	2023.5.25	1023000	1023000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),2715,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603230,1,9,001,000331,202507,,,20241221181423000	2	9	411	214395	202305	テクノスマート	テクノスマート	1032816602			2023.5.20	2023.5.20	15411000	15411000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),20241221181423000	2	9	411	214395	202305	テクノスマート	テクノスマート	1032816602			2023.5.20	2023.5.20	15411000	15411000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),2716,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603230,1,10,001,000331,202507,,,20241221181423000	2	10	411	214395	202305	中外炉工業	中外炉工業	4155140987			2023.5.31	2023.5.31	2090000	2090000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),20241221181423000	2	10	411	214395	202305	中外炉工業	中外炉工業	4155140987			2023.5.31	2023.5.31	2090000	2090000					大阪シティ信金住道	大阪シティ信金住道	割引手形(でんさい)	割引手形(でんさい),2717,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
