ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085602370,1,1,001,000242,202507,,,20250427150349000	2	1	222	175372	202304	リョーキ営業統括本部	リョーキ営業統括本部	0666210290	5.2.20	5.2.20	5.6.30	5.6.30	199301	199301	広島銀行	広島銀行	横川支店	横川支店				,20250427150349000	2	1	222	175372	202304	リョーキ営業統括本部	リョーキ営業統括本部	0666210290	5.2.20	5.2.20	5.6.30	5.6.30	199301	199301	広島銀行	広島銀行	横川支店	横川支店				,2897,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602370,1,2,001,000242,202507,,,20250427150349000	2	2	222	175372	202304	同上	同上	9687958007	5.4.20	5.4.20	5.8.31	5.8.31	504716	504716	同上	同上	同上	同上				,20250427150349000	2	2	222	175372	202304	同上	同上	9687958007	5.4.20	5.4.20	5.8.31	5.8.31	504716	504716	同上	同上	同上	同上				,2898,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602370,1,3,001,000242,202507,,,20250427150349000	2	3	222	175372	202304	日本通信紙広島	日本通信紙広島	5252330979	5.3.31	5.3.31	5.7.31	5.7.31	7197746	7197746	みずほ銀行	みずほ銀行	銀座中央支店	銀座中央支店				,20250427150349000	2	3	222	175372	202304	日本通信紙広島	日本通信紙広島	5252330979	5.3.31	5.3.31	5.7.31	5.7.31	7197746	7197746	みずほ銀行	みずほ銀行	銀座中央支店	銀座中央支店				,2899,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602370,1,4,001,000242,202507,,,20250427150349000	2	4	222	175372	202304	同上	同上	9687958007	5.4.28	5.4.28	5.8.31	5.8.31	2736206	2736206	同上	同上	同上	同上				,20250427150349000	2	4	222	175372	202304	同上	同上	9687958007	5.4.28	5.4.28	5.8.31	5.8.31	2736206	2736206	同上	同上	同上	同上				,2900,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602370,1,5,001,000242,202507,,,20250427150349000	2	5	222	175372	202304	DNPデータテクノ	DNPデータテクノ	8181946046	5.3.24	5.3.24	5.7.5	5.7.5	374308	374308	同上	同上	市ヶ谷支店	市ヶ谷支店				,20250427150349000	2	5	222	175372	202304	DNPデータテクノ	DNPデータテクノ	8181946046	5.3.24	5.3.24	5.7.5	5.7.5	374308	374308	同上	同上	市ヶ谷支店	市ヶ谷支店				,2901,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602370,1,6,001,000242,202507,,,20250427150349000	2	6	222	175372	202304	同上	同上	9687958007	5.4.24	5.4.24	5.8.7	5.8.7	427548	427548	同上	同上	同上	同上				,20250427150349000	2	6	222	175372	202304	同上	同上	9687958007	5.4.24	5.4.24	5.8.7	5.8.7	427548	427548	同上	同上	同上	同上				,2902,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602370,1,7,001,000242,202507,,,20250427150349000	2	7	222	175372	202304	トッパンインフォ本社	トッパンインフォ本社	5785072284	5.4.3	5.4.3	5.7.10	5.7.10	2009260	2009260	三菱UFJ銀行	三菱UFJ銀行	本店	本店				,20250427150349000	2	7	222	175372	202304	トッパンインフォ本社	トッパンインフォ本社	5785072284	5.4.3	5.4.3	5.7.10	5.7.10	2009260	2009260	三菱UFJ銀行	三菱UFJ銀行	本店	本店				,2903,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602370,1,8,001,000242,202507,,,20250427150349000	2	8	222	175372	202304	テンタック	テンタック	7121695170	5.3.31	5.3.31	5.7.31	5.7.31	674828	674828	同上	同上	本所	本所				,20250427150349000	2	8	222	175372	202304	テンタック	テンタック	7121695170	5.3.31	5.3.31	5.7.31	5.7.31	674828	674828	同上	同上	本所	本所				,2904,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602370,1,9,001,000242,202507,,,20250427150349000	2	9	222	175372	202304	同上	同上	9687958007	5.4.28	5.4.28	5.8.31	5.8.31	750200	750200	同上	同上	同上	同上				,20250427150349000	2	9	222	175372	202304	同上	同上	9687958007	5.4.28	5.4.28	5.8.31	5.8.31	750200	750200	同上	同上	同上	同上				,2905,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602370,1,10,001,000242,202507,,,20250427150349000	2	10	222	175372	202304	サンテック	サンテック	8102851997	5.3.31	5.3.31	5.7.31	5.7.31	1807619	1807619	同上	同上	尼崎駅前支店	尼崎駅前支店				,20250427150349000	2	10	222	175372	202304	サンテック	サンテック	8102851997	5.3.31	5.3.31	5.7.31	5.7.31	1807619	1807619	同上	同上	尼崎駅前支店	尼崎駅前支店				,2906,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250723085602370,1,11,001,000242,202507,,,20250427150349000	2	11	222	175372	202304	同上	同上	9687958007	5.4.28	5.4.28	5.8.31	5.8.31	2730585	2730585	同上	同上	同上	同上				,20250427150349000	2	11	222	175372	202304	同上	同上	9687958007	5.4.28	5.4.28	5.8.31	5.8.31	2730585	2730585	同上	同上	同上	同上				,2907,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250723085602370,1,12,001,000242,202507,,,20250427150349000	2	12	222	175372	202304	パール工業(株)	パール工業(株)	3471399239	5.4.3	5.4.3	5.7.31	5.7.31	278446	278446	同上	同上	堺支店	堺支店				,20250427150349000	2	12	222	175372	202304	パール工業(株)	パール工業(株)	3471399239	5.4.3	5.4.3	5.7.31	5.7.31	278446	278446	同上	同上	堺支店	堺支店				,2908,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085602370,1,13,001,000242,202507,,,20250427150349000	2	13	222	175372	202304	シーネット	シーネット	7290819014	5.3.28	5.3.28	5.7.31	5.7.31	230098	230098	伊予銀行	伊予銀行	川之江支店	川之江支店				,20250427150349000	2	13	222	175372	202304	シーネット	シーネット	7290819014	5.3.28	5.3.28	5.7.31	5.7.31	230098	230098	伊予銀行	伊予銀行	川之江支店	川之江支店				,2909,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085602370,1,14,001,000242,202507,,,20250427150349000	2	14	222	175372	202304	ワイエイシイガーター	ワイエイシイガーター	1742408896	5.3.31	5.3.31	5.7.10	5.7.10	300960	300960	西武信金	西武信金	三ツ原支店	三ツ原支店				,20250427150349000	2	14	222	175372	202304	ワイエイシイガーター	ワイエイシイガーター	1742408896	5.3.31	5.3.31	5.7.10	5.7.10	300960	300960	西武信金	西武信金	三ツ原支店	三ツ原支店				,2910,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085602370,1,15,001,000242,202507,,,20250427150349000	2	15	222	175372	202304	同上	同上	9687958007	5.4.28	5.4.28	5.8.10	5.8.10	326040	326040	同上	同上	同上	同上				,20250427150349000	2	15	222	175372	202304	同上	同上	9687958007	5.4.28	5.4.28	5.8.10	5.8.10	326040	326040	同上	同上	同上	同上				,2911,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085602370,1,16,001,000242,202507,,,20250427150349000	2	16	222	175372	202304	(株)チューチク	(株)チューチク	6212963802	5.3.20	5.3.20	5.6.30	5.6.30	334950	334950	広島銀行	広島銀行	広島西支店	広島西支店				,20250427150349000	2	16	222	175372	202304	(株)チューチク	(株)チューチク	6212963802	5.3.20	5.3.20	5.6.30	5.6.30	334950	334950	広島銀行	広島銀行	広島西支店	広島西支店				,2912,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085602370,1,17,001,000242,202507,,,20250427150349000	2	17	222	175372	202304	同上	同上	9687958007	5.4.20	5.4.20	5.7.31	5.7.31	190080	190080	同上	同上	同上	同上				,20250427150349000	2	17	222	175372	202304	同上	同上	9687958007	5.4.20	5.4.20	5.7.31	5.7.31	190080	190080	同上	同上	同上	同上				,2913,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085602370,1,18,001,000242,202507,,,20250427150349000	2	18	222	175372	202304	ナカバヤシ(株)大阪本社	ナカバヤシ(株)大阪本社	6093617794	5.4.20	5.4.20	5.8.10	5.8.10	444950	444950	りそな銀行	りそな銀行	大阪営業部	大阪営業部				,20250427150349000	2	18	222	175372	202304	ナカバヤシ(株)大阪本社	ナカバヤシ(株)大阪本社	6093617794	5.4.20	5.4.20	5.8.10	5.8.10	444950	444950	りそな銀行	りそな銀行	大阪営業部	大阪営業部				,2914,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
