ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600140,1,11,001,000015,202507,,,20240930215858000	2	11	022	675494	202202	(株)ユアテック	(株)ユアテック	4885389105	R4・12・28	R4・12・28	R5・5・1	R5・5・1	常陽銀行仙台支店	常陽銀行仙台支店			570000	570000	割引電子記録債権	割引電子記録債権		,20240930215858000	2	11	022	675494	202202	(株)ユアテック	(株)ユアテック	4885389105	R4・12・28	R4・12・28	R5・5・1	R5・5・1	常陽銀行仙台支店	常陽銀行仙台支店			570000	570000	割引電子記録債権	割引電子記録債権		,2254,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250723085600140,1,12,001,000015,202507,,,20240930215858000	2	12	022	675494	202202	日本電設工業(株)	日本電設工業(株)	8388539104	R5・1・10	R5・1・10	R5・5・10	R5・5・10	常陽銀行仙台支店	常陽銀行仙台支店			1250150	1250150	割引電子記録債権	割引電子記録債権		,20240930215858000	2	12	022	675494	202202	日本電設工業(株)	日本電設工業(株)	8388539104	R5・1・10	R5・1・10	R5・5・10	R5・5・10	常陽銀行仙台支店	常陽銀行仙台支店			1250150	1250150	割引電子記録債権	割引電子記録債権		,2255,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085600140,1,13,001,000015,202507,,,20240930215858000	2	13	022	675494	202202	ホーチキ(株)	ホーチキ(株)	0769310618	R5・1・27	R5・1・27	R5・5・29	R5・5・29	七十七銀行六丁目支店	七十七銀行六丁目支店			255750	255750	割引電子記録債権	割引電子記録債権		,20240930215858000	2	13	022	675494	202202	ホーチキ(株)	ホーチキ(株)	0769310618	R5・1・27	R5・1・27	R5・5・29	R5・5・29	七十七銀行六丁目支店	七十七銀行六丁目支店			255750	255750	割引電子記録債権	割引電子記録債権		,2256,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085600140,1,14,001,000015,202507,,,20240930215858000	2	14	022	675494	202202	(株)中北電機	(株)中北電機	4764756204	R5・1・31	R5・1・31	R5・5・31	R5・5・31	常陽銀行仙台支店	常陽銀行仙台支店			2040896	2040896	割引電子記録債権	割引電子記録債権		,20240930215858000	2	14	022	675494	202202	(株)中北電機	(株)中北電機	4764756204	R5・1・31	R5・1・31	R5・5・31	R5・5・31	常陽銀行仙台支店	常陽銀行仙台支店			2040896	2040896	割引電子記録債権	割引電子記録債権		,2257,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085600140,1,15,001,000015,202507,,,20240930215858000	2	15	022	675494	202202	(株)ユアテック	(株)ユアテック	4885389105	R5・1・31	R5・1・31	R5・5・31	R5・5・31	七十七銀行六丁目支店	七十七銀行六丁目支店			1930000	1930000	割引電子記録債権	割引電子記録債権		,20240930215858000	2	15	022	675494	202202	(株)ユアテック	(株)ユアテック	4885389105	R5・1・31	R5・1・31	R5・5・31	R5・5・31	七十七銀行六丁目支店	七十七銀行六丁目支店			1930000	1930000	割引電子記録債権	割引電子記録債権		,2258,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085600140,1,16,001,000015,202507,,,20240930215858000	2	17	022	675494	202202	東北電化工業(株)	東北電化工業(株)	2718787040	R4・12・12	R4・12・12	R5・4・10	R5・4・10			山形銀行山形駅前支店	山形銀行山形駅前支店	5000000	5000000	裏書先(有)プロテック	裏書先(有)プロテック		,20240930215858000	2	17	022	675494	202202	東北電化工業(株)	東北電化工業(株)	2718787040	R4・12・12	R4・12・12	R5・4・10	R5・4・10			山形銀行山形駅前支店	山形銀行山形駅前支店	5000000	5000000	裏書先(有)プロテック	裏書先(有)プロテック		,2259,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085600140,1,17,001,000015,202507,,,20240930215858000	2	18	022	675494	202202	東北電化工業(株)	東北電化工業(株)	2718787040	R4・12・12	R4・12・12	R5・4・10	R5・4・10			山形銀行山形駅前支店	山形銀行山形駅前支店	2042300	2042300	裏書先(有)プロテック	裏書先(有)プロテック		,20240930215858000	2	18	022	675494	202202	東北電化工業(株)	東北電化工業(株)	2718787040	R4・12・12	R4・12・12	R5・4・10	R5・4・10			山形銀行山形駅前支店	山形銀行山形駅前支店	2042300	2042300	裏書先(有)プロテック	裏書先(有)プロテック		,2260,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085600140,1,18,001,000015,202507,,,20240930215858000	2	19	022	675494	202202	(株)星理科学器機	(株)星理科学器機	6323200347	R5・1・20	R5・1・20	R5・4・28	R5・4・28			七十七銀行芭蕉の辻支店	七十七銀行芭蕉の辻支店	382800	382800	裏書先(有)河北シャーリング	裏書先(有)河北シャーリング		,20240930215858000	2	19	022	675494	202202	(株)星理科学器機	(株)星理科学器機	6323200347	R5・1・20	R5・1・20	R5・4・28	R5・4・28			七十七銀行芭蕉の辻支店	七十七銀行芭蕉の辻支店	382800	382800	裏書先(有)河北シャーリング	裏書先(有)河北シャーリング		,2261,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085600140,1,19,001,000015,202507,,,20240930215858000	2	20	022	675494	202202	(株)松沢商会	(株)松沢商会	0834220832	R4・12・26	R4・12・26	R5・4・30	R5・4・30			第四北越銀行新潟駅前支店	第四北越銀行新潟駅前支店	331650	331650	裏書先(株)インスメタル	裏書先(株)インスメタル		,20240930215858000	2	20	022	675494	202202	(株)松沢商会	(株)松沢商会	0834220832	R4・12・26	R4・12・26	R5・4・30	R5・4・30			第四北越銀行新潟駅前支店	第四北越銀行新潟駅前支店	331650	331650	裏書先(株)インスメタル	裏書先(株)インスメタル		,2262,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085600140,1,20,001,000015,202507,,,20240930215858000	2	21	022	675494	202202	保工東北(株)	保工東北(株)	4958396454	R5・1・20	R5・1・20	R5・5・20	R5・5・20			きらやか銀行弓ノ町支店	きらやか銀行弓ノ町支店	3000000	3000000	裏書先河北鋼材産業(株)	裏書先河北鋼材産業(株)		,20240930215858000	2	21	022	675494	202202	保工東北(株)	保工東北(株)	4958396454	R5・1・20	R5・1・20	R5・5・20	R5・5・20			きらやか銀行弓ノ町支店	きらやか銀行弓ノ町支店	3000000	3000000	裏書先河北鋼材産業(株)	裏書先河北鋼材産業(株)		,2263,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
