ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085600140,1,1,001,000015,202507,,,20240930215858000	2	1	022	675494	202202	(株)関電工	(株)関電工	8957231427	R4・12・20	R4・12・20	R5・2・20	R5・2・20	七十七銀行六丁目支店	七十七銀行六丁目支店			5300000	5300000	割引電子記録債権	割引電子記録債権		,20240930215858000	2	1	022	675494	202202	(株)関電工	(株)関電工	8957231427	R4・12・20	R4・12・20	R5・2・20	R5・2・20	七十七銀行六丁目支店	七十七銀行六丁目支店			5300000	5300000	割引電子記録債権	割引電子記録債権		,2244,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600140,1,2,001,000015,202507,,,20240930215858000	2	2	022	675494	202202	(株)ユアテック	(株)ユアテック	4885389105	R4・10・31	R4・10・31	R5・2・28	R5・2・28	七十七銀行六丁目支店	七十七銀行六丁目支店			660000	660000	割引電子記録債権	割引電子記録債権		,20240930215858000	2	2	022	675494	202202	(株)ユアテック	(株)ユアテック	4885389105	R4・10・31	R4・10・31	R5・2・28	R5・2・28	七十七銀行六丁目支店	七十七銀行六丁目支店			660000	660000	割引電子記録債権	割引電子記録債権		,2245,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600140,1,3,001,000015,202507,,,20240930215858000	2	3	022	675494	202202	(株)中北電機	(株)中北電機	4764756204	R4・10・31	R4・10・31	R5・2・28	R5・2・28	七十七銀行六丁目支店	七十七銀行六丁目支店			3214123	3214123	割引電子記録債権	割引電子記録債権		,20240930215858000	2	3	022	675494	202202	(株)中北電機	(株)中北電機	4764756204	R4・10・31	R4・10・31	R5・2・28	R5・2・28	七十七銀行六丁目支店	七十七銀行六丁目支店			3214123	3214123	割引電子記録債権	割引電子記録債権		,2246,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600140,1,4,001,000015,202507,,,20240930215858000	2	4	022	675494	202202	日本電設工業(株)	日本電設工業(株)	8388539104	R4・11・10	R4・11・10	R5・3・10	R5・3・10	常陽銀行仙台支店	常陽銀行仙台支店			2301530	2301530	割引電子記録債権	割引電子記録債権		,20240930215858000	2	4	022	675494	202202	日本電設工業(株)	日本電設工業(株)	8388539104	R4・11・10	R4・11・10	R5・3・10	R5・3・10	常陽銀行仙台支店	常陽銀行仙台支店			2301530	2301530	割引電子記録債権	割引電子記録債権		,2247,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600140,1,5,001,000015,202507,,,20240930215858000	2	5	022	675494	202202	(株)ユアテック	(株)ユアテック	4885389105	R4・11・30	R4・11・30	R5・3・31	R5・3・31	七十七銀行六丁目支店	七十七銀行六丁目支店			6850000	6850000	割引電子記録債権	割引電子記録債権		,20240930215858000	2	5	022	675494	202202	(株)ユアテック	(株)ユアテック	4885389105	R4・11・30	R4・11・30	R5・3・31	R5・3・31	七十七銀行六丁目支店	七十七銀行六丁目支店			6850000	6850000	割引電子記録債権	割引電子記録債権		,2248,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600140,1,6,001,000015,202507,,,20240930215858000	2	6	022	675494	202202	(株)中北電機	(株)中北電機	4764756204	R4・11・30	R4・11・30	R5・3・31	R5・3・31	七十七銀行六丁目支店	七十七銀行六丁目支店			2029115	2029115	割引電子記録債権	割引電子記録債権		,20240930215858000	2	6	022	675494	202202	(株)中北電機	(株)中北電機	4764756204	R4・11・30	R4・11・30	R5・3・31	R5・3・31	七十七銀行六丁目支店	七十七銀行六丁目支店			2029115	2029115	割引電子記録債権	割引電子記録債権		,2249,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600140,1,7,001,000015,202507,,,20240930215858000	2	7	022	675494	202202	日本電設工業(株)	日本電設工業(株)	8388539104	R4・12・12	R4・12・12	R5・4・10	R5・4・10	七十七銀行六丁目支店	七十七銀行六丁目支店			4313430	4313430	割引電子記録債権	割引電子記録債権		,20240930215858000	2	7	022	675494	202202	日本電設工業(株)	日本電設工業(株)	8388539104	R4・12・12	R4・12・12	R5・4・10	R5・4・10	七十七銀行六丁目支店	七十七銀行六丁目支店			4313430	4313430	割引電子記録債権	割引電子記録債権		,2250,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600140,1,8,001,000015,202507,,,20240930215858000	2	8	022	675494	202202	(株)日設	(株)日設	7094587928	R4・12・23	R4・12・23	R5・4・25	R5・4・25	七十七銀行六丁目支店	七十七銀行六丁目支店			420200	420200	割引電子記録債権	割引電子記録債権		,20240930215858000	2	8	022	675494	202202	(株)日設	(株)日設	7094587928	R4・12・23	R4・12・23	R5・4・25	R5・4・25	七十七銀行六丁目支店	七十七銀行六丁目支店			420200	420200	割引電子記録債権	割引電子記録債権		,2251,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600140,1,9,001,000015,202507,,,20240930215858000	2	9	022	675494	202202	ホーチキ(株)	ホーチキ(株)	0769310618	R4・12・27	R4・12・27	R5・4・28	R5・4・28	七十七銀行六丁目支店	七十七銀行六丁目支店			133100	133100	割引電子記録債権	割引電子記録債権		,20240930215858000	2	9	022	675494	202202	ホーチキ(株)	ホーチキ(株)	0769310618	R4・12・27	R4・12・27	R5・4・28	R5・4・28	七十七銀行六丁目支店	七十七銀行六丁目支店			133100	133100	割引電子記録債権	割引電子記録債権		,2252,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600140,1,10,001,000015,202507,,,20240930215858000	2	10	022	675494	202202	(株)中北電機	(株)中北電機	4764756204	R4・12・30	R4・12・30	R5・4・30	R5・4・30	七十七銀行六丁目支店	七十七銀行六丁目支店			1271226	1271226	割引電子記録債権	割引電子記録債権		,20240930215858000	2	10	022	675494	202202	(株)中北電機	(株)中北電機	4764756204	R4・12・30	R4・12・30	R5・4・30	R5・4・30	七十七銀行六丁目支店	七十七銀行六丁目支店			1271226	1271226	割引電子記録債権	割引電子記録債権		,2253,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
